case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G02_R0187,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.75,0.1,0.1,4.0,13.02,13.019832687003989
G02_R0188,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.75,0.2,0.1,4.0,14.03,14.049120030438251
G02_R0189,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.75,0.3,0.1,4.0,15.303,15.388067402281724
G02_R0190,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.7,0.1,0.1,4.0,13.02,13.019729128968272
G02_R0191,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.7,0.2,0.1,4.0,14.031,14.049093011904702
G02_R0192,G02,LOGO,holdout_G02,G02,25,50,1e-06,0.7,0.3,0.1,4.0,15.304,15.387615949900772
G02_R0193,G02,LOGO,holdout_G02,G02,100,3,0.001,0.85,0.1,0.1,4.0,8.4847,8.536324667063491
G02_R0194,G02,LOGO,holdout_G02,G02,100,3,0.001,0.85,0.2,0.1,4.0,9.1259,9.166575077728158
G02_R0195,G02,LOGO,holdout_G02,G02,100,3,0.001,0.85,0.3,0.1,4.0,9.895,9.877715981101206
G02_R0196,G02,LOGO,holdout_G02,G02,100,3,0.001,0.8,0.1,0.1,4.0,8.4923,8.536711978174601
G02_R0197,G02,LOGO,holdout_G02,G02,100,3,0.001,0.8,0.2,0.1,4.0,9.1361,9.166956690228156
G02_R0198,G02,LOGO,holdout_G02,G02,100,3,0.001,0.8,0.3,0.1,4.0,9.9078,9.882218198859151
G02_R0199,G02,LOGO,holdout_G02,G02,100,3,0.001,0.75,0.1,0.1,4.0,8.5002,8.53963431567461
G02_R0200,G02,LOGO,holdout_G02,G02,100,3,0.001,0.75,0.2,0.1,4.0,9.147,9.172206797222207
G02_R0201,G02,LOGO,holdout_G02,G02,100,3,0.001,0.75,0.3,0.1,4.0,9.9215,9.894164200297633
G02_R0202,G02,LOGO,holdout_G02,G02,100,3,0.001,0.7,0.1,0.1,4.0,8.5088,8.540441570734131
G02_R0203,G02,LOGO,holdout_G02,G02,100,3,0.001,0.7,0.2,0.1,4.0,9.1585,9.172491608531727
G02_R0204,G02,LOGO,holdout_G02,G02,100,3,0.001,0.7,0.3,0.1,4.0,9.9361,9.898711953968265
G02_R0205,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.85,0.1,0.1,4.0,8.7655,8.801360291319455
G02_R0206,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.85,0.2,0.1,4.0,9.4768,9.502671991716262
G02_R0207,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.85,0.3,0.1,4.0,10.405,10.411570828373003
G02_R0208,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.8,0.1,0.1,4.0,8.7688,8.801857801736121
G02_R0209,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.8,0.2,0.1,4.0,9.4812,9.50329283010912
G02_R0210,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.8,0.3,0.1,4.0,10.411,10.412359297123006
G02_R0211,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.75,0.1,0.1,4.0,8.7721,8.80266005312502
G02_R0212,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.75,0.2,0.1,4.0,9.4859,9.504868497817476
G02_R0213,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.75,0.3,0.1,4.0,10.417,10.413810792658731
G02_R0214,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.7,0.1,0.1,4.0,8.7757,8.801924512500024
G02_R0215,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.7,0.2,0.1,4.0,9.4908,9.504548698710332
G02_R0216,G02,LOGO,holdout_G02,G02,100,3,0.0001,0.7,0.3,0.1,4.0,10.423,10.4139074593254
G02_R0217,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.85,0.1,0.1,4.0,8.8437,8.868234878792382
G02_R0218,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.85,0.2,0.1,4.0,9.5725,9.583960214339804
G02_R0219,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.85,0.3,0.1,4.0,10.539,10.51028845035173
G02_R0220,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.8,0.1,0.1,4.0,8.8448,8.868870151808256
G02_R0221,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.8,0.2,0.1,4.0,9.574,9.584527344399328
G02_R0222,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.8,0.3,0.1,4.0,10.541,10.51024781493506
G02_R0223,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.75,0.1,0.1,4.0,8.8459,8.868992067185248
G02_R0224,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.75,0.2,0.1,4.0,9.5756,9.584828522970788
G02_R0225,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.75,0.3,0.1,4.0,10.544,10.510692499458882
G02_R0226,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.7,0.1,0.1,4.0,8.8471,8.868235219715013
G02_R0227,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.7,0.2,0.1,4.0,9.5773,9.584456089042217
G02_R0228,G02,LOGO,holdout_G02,G02,100,3,1e-05,0.7,0.3,0.1,4.0,10.546,10.510788749458884
G02_R0229,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.85,0.1,0.1,4.0,8.8685,8.88799098501983
G02_R0230,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.85,0.2,0.1,4.0,9.6008,9.606716525798149
G02_R0231,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.85,0.3,0.1,4.0,10.577,10.538940465863933
G02_R0232,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.8,0.1,0.1,4.0,8.8687,8.888315505952372
G02_R0233,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.8,0.2,0.1,4.0,9.6012,9.607092941274338
G02_R0234,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.8,0.3,0.1,4.0,10.577,10.538883757530597
G02_R0235,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.75,0.1,0.1,4.0,8.869,8.888604977876973
G02_R0236,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.75,0.2,0.1,4.0,9.6016,9.60732909484579
G02_R0237,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.75,0.3,0.1,4.0,10.578,10.539058584911556
G02_R0238,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.7,0.1,0.1,4.0,8.8693,8.887657815079356
G02_R0239,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.7,0.2,0.1,4.0,9.602,9.607154672821984
G02_R0240,G02,LOGO,holdout_G02,G02,100,3,1e-06,0.7,0.3,0.1,4.0,10.578,10.539108209911555
G02_R0241,G02,LOGO,holdout_G02,G02,100,6,0.001,0.85,0.1,0.1,4.0,10.123,10.19007342380954
G02_R0242,G02,LOGO,holdout_G02,G02,100,6,0.001,0.85,0.2,0.1,4.0,10.848,10.904478413690486
G02_R0243,G02,LOGO,holdout_G02,G02,100,6,0.001,0.85,0.3,0.1,4.0,11.713,11.697618052083344
G02_R0244,G02,LOGO,holdout_G02,G02,100,6,0.001,0.8,0.1,0.1,4.0,10.132,10.191090321130966
G02_R0245,G02,LOGO,holdout_G02,G02,100,6,0.001,0.8,0.2,0.1,4.0,10.859,10.904943616071437
G02_R0246,G02,LOGO,holdout_G02,G02,100,6,0.001,0.8,0.3,0.1,4.0,11.728,11.700783102678576
G02_R0247,G02,LOGO,holdout_G02,G02,100,6,0.001,0.75,0.1,0.1,4.0,10.141,10.19419201220241
G02_R0248,G02,LOGO,holdout_G02,G02,100,6,0.001,0.75,0.2,0.1,4.0,10.872,10.909412488591284
G02_R0249,G02,LOGO,holdout_G02,G02,100,6,0.001,0.75,0.3,0.1,4.0,11.743,11.71528750347223
G02_R0250,G02,LOGO,holdout_G02,G02,100,6,0.001,0.7,0.1,0.1,4.0,10.15,10.193660699702413
G02_R0251,G02,LOGO,holdout_G02,G02,100,6,0.001,0.7,0.2,0.1,4.0,10.885,10.909392012400808
G02_R0252,G02,LOGO,holdout_G02,G02,100,6,0.001,0.7,0.3,0.1,4.0,11.759,11.718816769345231
G02_R0253,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.85,0.1,0.1,4.0,10.437,10.481959410714282
G02_R0254,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.85,0.2,0.1,4.0,11.235,11.269541118055583
G02_R0255,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.85,0.3,0.1,4.0,12.266,12.289458107638875
G02_R0256,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.8,0.1,0.1,4.0,10.44,10.48303197321428
G02_R0257,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.8,0.2,0.1,4.0,11.24,11.27071014186511
G02_R0258,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.8,0.3,0.1,4.0,12.272,12.290188565972212
G02_R0259,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.75,0.1,0.1,4.0,10.444,10.484469023809506
G02_R0260,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.75,0.2,0.1,4.0,11.245,11.271996588293671
G02_R0261,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.75,0.3,0.1,4.0,12.279,12.29301781101193
G02_R0262,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.7,0.1,0.1,4.0,10.448,10.483797153273793
G02_R0263,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.7,0.2,0.1,4.0,11.251,11.271509359127004
G02_R0264,G02,LOGO,holdout_G02,G02,100,6,0.0001,0.7,0.3,0.1,4.0,12.286,12.292563239583355
G02_R0265,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.85,0.1,0.1,4.0,10.523,10.555496768849244
G02_R0266,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.85,0.2,0.1,4.0,11.339,11.349335069850278
G02_R0267,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.85,0.3,0.1,4.0,12.409,12.386009263077188
G02_R0268,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.8,0.1,0.1,4.0,10.524,10.556507920634951
G02_R0269,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.8,0.2,0.1,4.0,11.341,11.3504869061598
G02_R0270,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.8,0.3,0.1,4.0,12.411,12.39789620801766
G02_R0271,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.75,0.1,0.1,4.0,10.526,10.557002661706363
G02_R0272,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.75,0.2,0.1,4.0,11.343,11.35091792252884
G02_R0273,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.75,0.3,0.1,4.0,12.414,12.403119976866884
G02_R0274,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.7,0.1,0.1,4.0,10.527,10.556527648313503
G02_R0275,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.7,0.2,0.1,4.0,11.345,11.35034223502884
G02_R0276,G02,LOGO,holdout_G02,G02,100,6,1e-05,0.7,0.3,0.1,4.0,12.416,12.403612645021653
G02_R0277,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.85,0.1,0.1,4.0,10.551,10.577736928571484
G02_R0278,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.85,0.2,0.1,4.0,11.37,11.375185137806696
G02_R0279,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.85,0.3,0.1,4.0,12.449,12.406788162878764
G02_R0280,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.8,0.1,0.1,4.0,10.551,10.578456803571484
G02_R0281,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.8,0.2,0.1,4.0,11.371,11.376041116973362
G02_R0282,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.8,0.3,0.1,4.0,12.45,12.424162753652563
G02_R0283,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.75,0.1,0.1,4.0,10.551,10.578743330357195
G02_R0284,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.75,0.2,0.1,4.0,11.371,11.376100648223378
G02_R0285,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.75,0.3,0.1,4.0,12.45,12.429479629644648
G02_R0286,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.7,0.1,0.1,4.0,10.552,10.57854790029767
G02_R0287,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.7,0.2,0.1,4.0,11.372,11.375708710723377
G02_R0288,G02,LOGO,holdout_G02,G02,100,6,1e-06,0.7,0.3,0.1,4.0,12.451,12.429916412382749
G02_R0289,G02,LOGO,holdout_G02,G02,100,20,0.001,0.85,0.1,0.1,4.0,14.523,14.613294032738088
G02_R0290,G02,LOGO,holdout_G02,G02,100,20,0.001,0.85,0.2,0.1,4.0,15.484,15.570956822878534
G02_R0291,G02,LOGO,holdout_G02,G02,100,20,0.001,0.85,0.3,0.1,4.0,16.668,16.67082848827561
G02_R0292,G02,LOGO,holdout_G02,G02,100,20,0.001,0.8,0.1,0.1,4.0,14.536,14.61387254761904
G02_R0293,G02,LOGO,holdout_G02,G02,100,20,0.001,0.8,0.2,0.1,4.0,15.5,15.571627045100756
G02_R0294,G02,LOGO,holdout_G02,G02,100,20,0.001,0.8,0.3,0.1,4.0,16.688,16.672675817640688
G02_R0295,G02,LOGO,holdout_G02,G02,100,20,0.001,0.75,0.1,0.1,4.0,14.549,14.618875002976177
G02_R0296,G02,LOGO,holdout_G02,G02,100,20,0.001,0.75,0.2,0.1,4.0,15.517,15.57918798260075
G02_R0297,G02,LOGO,holdout_G02,G02,100,20,0.001,0.75,0.3,0.1,4.0,16.709,16.68269294214464
G02_R0298,G02,LOGO,holdout_G02,G02,100,20,0.001,0.7,0.1,0.1,4.0,14.562,14.618268824404742
G02_R0299,G02,LOGO,holdout_G02,G02,100,20,0.001,0.7,0.2,0.1,4.0,15.535,15.578379098672176
G02_R0300,G02,LOGO,holdout_G02,G02,100,20,0.001,0.7,0.3,0.1,4.0,16.732,16.684455462977976
G02_R0301,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.85,0.1,0.1,4.0,14.964,14.999467228174602
G02_R0302,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.85,0.2,0.1,4.0,16.016,16.05904225374275
G02_R0303,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.85,0.3,0.1,4.0,17.417,17.449107422619072
G02_R0304,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.8,0.1,0.1,4.0,14.969,15.00021072222222
G02_R0305,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.8,0.2,0.1,4.0,16.023,16.05939799779037
G02_R0306,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.8,0.3,0.1,4.0,17.426,17.451097714285737
G02_R0307,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.75,0.1,0.1,4.0,14.975,15.001608478174624
G02_R0308,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.75,0.2,0.1,4.0,16.03,16.06222894295637
G02_R0309,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.75,0.3,0.1,4.0,17.435,17.45431619345238
G02_R0310,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.7,0.1,0.1,4.0,14.98,15.00068653174605
G02_R0311,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.7,0.2,0.1,4.0,16.038,16.06132861855161
G02_R0312,G02,LOGO,holdout_G02,G02,100,20,0.0001,0.7,0.3,0.1,4.0,17.445,17.453961797619048
G02_R0313,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.85,0.1,0.1,4.0,15.084,15.101394120535735
G02_R0314,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.85,0.2,0.1,4.0,16.154,16.178252968163793
G02_R0315,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.85,0.3,0.1,4.0,17.604,17.602281479166678
G02_R0316,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.8,0.1,0.1,4.0,15.086,15.10271471875003
G02_R0317,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.8,0.2,0.1,4.0,16.157,16.178985410128078
G02_R0318,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.8,0.3,0.1,4.0,17.608,17.603894020833344
G02_R0319,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.75,0.1,0.1,4.0,15.088,15.1031097723215
G02_R0320,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.75,0.2,0.1,4.0,16.159,16.179949593659856
G02_R0321,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.75,0.3,0.1,4.0,17.611,17.605238683035726
G02_R0322,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.7,0.1,0.1,4.0,15.09,15.102609001488164
G02_R0323,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.7,0.2,0.1,4.0,16.162,16.179113389790807
G02_R0324,G02,LOGO,holdout_G02,G02,100,20,1e-05,0.7,0.3,0.1,4.0,17.615,17.604748245535724
G02_R0325,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.85,0.1,0.1,4.0,15.123,15.131079381448478
G02_R0326,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.85,0.2,0.1,4.0,16.196,16.210222199099547
G02_R0327,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.85,0.3,0.1,4.0,17.655,17.644121218749973
G02_R0328,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.8,0.1,0.1,4.0,15.123,15.131784042162767
G02_R0329,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.8,0.2,0.1,4.0,16.197,16.210456516063836
G02_R0330,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.8,0.3,0.1,4.0,17.656,17.645189364583306
G02_R0331,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.75,0.1,0.1,4.0,15.124,15.131844484623098
G02_R0332,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.75,0.2,0.1,4.0,16.197,16.211050105349553
G02_R0333,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.75,0.3,0.1,4.0,17.657,17.646005886904753
G02_R0334,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.7,0.1,0.1,4.0,15.124,15.131546975694524
G02_R0335,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.7,0.2,0.1,4.0,16.198,16.210156630647177
G02_R0336,G02,LOGO,holdout_G02,G02,100,20,1e-06,0.7,0.3,0.1,4.0,17.658,17.645530282738083
G02_R0337,G02,LOGO,holdout_G02,G02,100,50,0.001,0.85,0.1,0.1,4.0,19.509,19.811833010416624
G02_R0338,G02,LOGO,holdout_G02,G02,100,50,0.001,0.85,0.2,0.1,4.0,20.997,21.12642577083334
G02_R0339,G02,LOGO,holdout_G02,G02,100,50,0.001,0.85,0.3,0.1,4.0,22.578,22.505361046130947
G02_R0340,G02,LOGO,holdout_G02,G02,100,50,0.001,0.8,0.1,0.1,4.0,19.525,19.81676739583329
G02_R0341,G02,LOGO,holdout_G02,G02,100,50,0.001,0.8,0.2,0.1,4.0,21.018,21.12903469940477
G02_R0342,G02,LOGO,holdout_G02,G02,100,50,0.001,0.8,0.3,0.1,4.0,22.606,22.50776304315476
G02_R0343,G02,LOGO,holdout_G02,G02,100,50,0.001,0.75,0.1,0.1,4.0,19.543,19.819169322916625
G02_R0344,G02,LOGO,holdout_G02,G02,100,50,0.001,0.75,0.2,0.1,4.0,21.041,21.135595580357105
G02_R0345,G02,LOGO,holdout_G02,G02,100,50,0.001,0.75,0.3,0.1,4.0,22.635,22.51882071874999
G02_R0346,G02,LOGO,holdout_G02,G02,100,50,0.001,0.7,0.1,0.1,4.0,19.561,19.815969739583284
G02_R0347,G02,LOGO,holdout_G02,G02,100,50,0.001,0.7,0.2,0.1,4.0,21.065,21.13351262202377
G02_R0348,G02,LOGO,holdout_G02,G02,100,50,0.001,0.7,0.3,0.1,4.0,22.666,22.519958653273807
G02_R0349,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.85,0.1,0.1,4.0,20.099,20.151575958829405
G02_R0350,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.85,0.2,0.1,4.0,21.731,21.718738798611103
G02_R0351,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.85,0.3,0.1,4.0,23.595,23.57123482160895
G02_R0352,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.8,0.1,0.1,4.0,20.106,20.157878646329408
G02_R0353,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.8,0.2,0.1,4.0,21.741,21.7191804236111
G02_R0354,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.8,0.3,0.1,4.0,23.607,23.574113092442285
G02_R0355,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.75,0.1,0.1,4.0,20.113,20.15836492063495
G02_R0356,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.75,0.2,0.1,4.0,21.751,21.7218356527778
G02_R0357,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.75,0.3,0.1,4.0,23.62,23.57764608351371
G02_R0358,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.7,0.1,0.1,4.0,20.121,20.15451531150796
G02_R0359,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.7,0.2,0.1,4.0,21.762,21.7208336527778
G02_R0360,G02,LOGO,holdout_G02,G02,100,50,0.0001,0.7,0.3,0.1,4.0,23.634,23.57670066387085
G02_R0361,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.85,0.1,0.1,4.0,20.259,20.30442861954368
G02_R0362,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.85,0.2,0.1,4.0,21.918,21.877821665674645
G02_R0363,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.85,0.3,0.1,4.0,23.848,23.76433449255952
G02_R0364,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.8,0.1,0.1,4.0,20.262,20.308380098710355
G02_R0365,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.8,0.2,0.1,4.0,21.922,21.878731134424623
G02_R0366,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.8,0.3,0.1,4.0,23.852,23.76674295238095
G02_R0367,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.75,0.1,0.1,4.0,20.264,20.309526539186507
G02_R0368,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.75,0.2,0.1,4.0,21.925,21.879765134424616
G02_R0369,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.75,0.3,0.1,4.0,23.857,23.7687719404762
G02_R0370,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.7,0.1,0.1,4.0,20.267,20.30856820089286
G02_R0371,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.7,0.2,0.1,4.0,21.928,21.878813449900807
G02_R0372,G02,LOGO,holdout_G02,G02,100,50,1e-05,0.7,0.3,0.1,4.0,23.862,23.767782919642865
G02_R0373,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.85,0.1,0.1,4.0,20.31,20.346808979662608
G02_R0374,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.85,0.2,0.1,4.0,21.976,21.92029382688488
G02_R0375,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.85,0.3,0.1,4.0,23.919,23.81862128891599
G02_R0376,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.8,0.1,0.1,4.0,20.311,20.351029792162613
G02_R0377,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.8,0.2,0.1,4.0,21.977,21.92103017063485
G02_R0378,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.8,0.3,0.1,4.0,23.92,23.82102868623742
G02_R0379,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.75,0.1,0.1,4.0,20.311,20.35123300347213
G02_R0380,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.75,0.2,0.1,4.0,21.977,21.92184230307528
G02_R0381,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.75,0.3,0.1,4.0,23.922,23.822393454094573
G02_R0382,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.7,0.1,0.1,4.0,20.312,20.350535628472137
G02_R0383,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.7,0.2,0.1,4.0,21.978,21.921106868551476
G02_R0384,G02,LOGO,holdout_G02,G02,100,50,1e-06,0.7,0.3,0.1,4.0,23.923,23.821842707070765
G02_R0385,G02,LOGO,holdout_G02,G02,250,3,0.001,0.85,0.1,0.1,4.0,10.903,11.030190912292586
G02_R0386,G02,LOGO,holdout_G02,G02,250,3,0.001,0.85,0.2,0.1,4.0,11.703,11.830452134424604
G02_R0387,G02,LOGO,holdout_G02,G02,250,3,0.001,0.85,0.3,0.1,4.0,12.688,12.80539287301588
G02_R0388,G02,LOGO,holdout_G02,G02,250,3,0.001,0.8,0.1,0.1,4.0,10.914,11.031869784316395
G02_R0389,G02,LOGO,holdout_G02,G02,250,3,0.001,0.8,0.2,0.1,4.0,11.718,11.831005920138896
G02_R0390,G02,LOGO,holdout_G02,G02,250,3,0.001,0.8,0.3,0.1,4.0,12.707,12.806166179563498
G02_R0391,G02,LOGO,holdout_G02,G02,250,3,0.001,0.75,0.1,0.1,4.0,10.926,11.03624162062592
G02_R0392,G02,LOGO,holdout_G02,G02,250,3,0.001,0.75,0.2,0.1,4.0,11.733,11.83640678918651
G02_R0393,G02,LOGO,holdout_G02,G02,250,3,0.001,0.75,0.3,0.1,4.0,12.727,12.81325107440476
G02_R0394,G02,LOGO,holdout_G02,G02,250,3,0.001,0.7,0.1,0.1,4.0,10.938,11.034702757530685
G02_R0395,G02,LOGO,holdout_G02,G02,250,3,0.001,0.7,0.2,0.1,4.0,11.749,11.834940613591272
G02_R0396,G02,LOGO,holdout_G02,G02,250,3,0.001,0.7,0.3,0.1,4.0,12.747,12.814798398809522
G02_R0397,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.85,0.1,0.1,4.0,11.15,11.23466862599207
G02_R0398,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.85,0.2,0.1,4.0,11.982,12.07322884821429
G02_R0399,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.85,0.3,0.1,4.0,13.106,13.212545998511995
G02_R0400,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.8,0.1,0.1,4.0,11.155,11.23721556349207
G02_R0401,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.8,0.2,0.1,4.0,11.989,12.074053511904772
G02_R0402,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.8,0.3,0.1,4.0,13.115,13.213062620039771
G02_R0403,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.75,0.1,0.1,4.0,11.159,11.23970585218254
G02_R0404,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.75,0.2,0.1,4.0,11.996,12.0768514325397
G02_R0405,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.75,0.3,0.1,4.0,13.123,13.21623610515882
G02_R0406,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.7,0.1,0.1,4.0,11.164,11.238073176587305
G02_R0407,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.7,0.2,0.1,4.0,12.004,12.075597111111133
G02_R0408,G02,LOGO,holdout_G02,G02,250,3,0.0001,0.7,0.3,0.1,4.0,13.133,13.216026170635004
G02_R0409,G02,LOGO,holdout_G02,G02,250,3,1e-05,0.85,0.1,0.1,4.0,11.214,11.298349455357126
G02_R0410,G02,LOGO,holdout_G02,G02,250,3,1e-05,0.85,0.2,0.1,4.0,12.017,12.098965843253977
G02_R0411,G02,LOGO,holdout_G02,G02,250,3,1e-05,0.85,0.3,0.1,4.0,13.169,13.25998861133661
