case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G01_R0562,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.1,0.0,0.0,79.52353,83.78953899264147,4.266008992641474,4.266008992641474
G01_R0563,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.2,0.0,0.0,167.46822,174.7493520127669,7.281132012766903,7.281132012766903
G01_R0564,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.3,0.0,0.0,307.23018,319.57175692951216,12.341576929512144,12.341576929512144
G01_R0565,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.1,0.0,0.0,261.61889,266.815595646982,5.196705646981968,5.196705646981968
G01_R0566,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.2,0.0,0.0,833.21969,841.8481624027227,8.62847240272265,8.62847240272265
G01_R0567,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.3,0.0,0.0,1770.34543,1783.4030734722996,13.05764347229956,13.05764347229956
G01_R0568,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.1,0.0,0.0,262.89861,268.1272004513334,5.228590451333389,5.228590451333389
G01_R0569,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.2,0.0,0.0,837.24933,845.86133072766,8.61200072765996,8.61200072765996
G01_R0570,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.3,0.0,0.0,1778.34497,1791.3055111118813,12.960541111881184,12.960541111881184
G01_R0571,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.1,0.0,0.0,264.44832,269.74268252979414,5.294362529794114,5.294362529794114
G01_R0572,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.2,0.0,0.0,841.9489500000001,850.6721699382081,8.72321993820799,8.72321993820799
G01_R0573,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.3,0.0,0.0,1787.64447,1800.8203755547363,13.175905554736346,13.175905554736346
G01_R0574,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.1,0.0,0.0,266.26800000000003,271.652749947926,5.384749947925968,5.384749947925968
G01_R0575,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.2,0.0,0.0,847.4685400000001,856.1980212838494,8.729481283849282,8.729481283849282
G01_R0576,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.3,0.0,0.0,1798.64394,1811.757532757499,13.113592757498964,13.113592757498964
G01_R0577,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.1,0.0,0.0,101.954271,111.56569537131016,9.611424371310164,9.611424371310164
G01_R0578,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.2,0.0,0.0,149.806504,164.65499065484994,14.84848665484995,14.84848665484995
G01_R0579,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.3,0.0,0.0,221.47407,244.5463577968246,23.072287796824583,23.072287796824583
G01_R0580,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.1,0.0,0.0,102.649913,112.18155537476156,9.53164237476156,9.53164237476156
G01_R0581,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.2,0.0,0.0,151.151389,166.13840530532048,14.98701630532048,14.98701630532048
G01_R0582,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.3,0.0,0.0,223.91763,247.24262743852697,23.324997438526964,23.324997438526964
G01_R0583,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.1,0.0,0.0,103.405226,113.08199053722404,9.676764537224033,9.676764537224033
G01_R0584,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77831037988926,15.16244437988928,15.16244437988928
G01_R0585,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.3,0.0,0.0,226.59066,250.23718415388245,23.64652415388244,23.64652415388244
G01_R0586,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.1,0.0,0.0,104.200144,113.81939058032668,9.619246580326674,9.619246580326674
G01_R0587,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.2,0.0,0.0,154.209856,169.51348250463369,15.303626504633684,15.303626504633684
G01_R0588,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.3,0.0,0.0,229.54306,253.5450876187898,24.00202761878981,24.00202761878981
G01_R0589,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47372341206258,11.40284341206258,11.40284341206258
G01_R0590,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.2,0.0,0.0,198.28871,216.847557224398,18.558847224397965,18.558847224397965
G01_R0591,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8846071715967,31.27529717159672,31.27529717159672
G01_R0592,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.1,0.0,0.0,125.65806,136.99929570250708,11.341235702507078,11.341235702507078
G01_R0593,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34843534471327,18.39297534471328,18.39297534471328
G01_R0594,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.3,0.0,0.0,314.99512,346.3966383921078,31.40151839210779,31.40151839210779
G01_R0595,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.1,0.0,0.0,126.31497,137.7461565055846,11.431186505584591,11.431186505584591
G01_R0596,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.2,0.0,0.0,201.85189,220.28378718302105,18.43189718302102,18.43189718302102
G01_R0597,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.3,0.0,0.0,318.8505,350.3764298771886,31.525929877188617,31.525929877188617
G01_R0598,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.1,0.0,0.0,127.04155,138.3839860402139,11.342436040213896,11.342436040213896
G01_R0599,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.2,0.0,0.0,204.01795,222.40034793978344,18.3823979397834,18.3823979397834
G01_R0600,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.3,0.0,0.0,323.3054,354.8955647140958,31.59016471409581,31.59016471409581
G01_R0601,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.1,0.0,0.0,183.17389,196.33732790596648,13.163437905966475,13.163437905966475
G01_R0602,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.2,0.0,0.0,379.74146,401.76249291580416,22.021032915804145,22.021032915804145
G01_R0603,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8779184389205,36.02944843892044,36.02944843892044
G01_R0604,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.1,0.0,0.0,184.58263,197.86100548328844,13.278375483288444,13.278375483288444
G01_R0605,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.2,0.0,0.0,384.28978,406.43594224516414,22.14616224516413,22.14616224516413
G01_R0606,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3207847944815,36.05444479448147,36.05444479448147
G01_R0607,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.1,0.0,0.0,186.23125,199.54869882980637,13.317448829806352,13.317448829806352
G01_R0608,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6780299242775,22.1100799242775,22.1100799242775
G01_R0609,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0307134738337,35.856703473833704,35.856703473833704
G01_R0610,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.1,0.0,0.0,188.18972,201.2660583091425,13.076338309142528,13.076338309142528
G01_R0611,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.2,0.0,0.0,395.59593,417.3424403850952,21.746510385095178,21.746510385095178
G01_R0612,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.046693106214,35.345263106213906,35.345263106213906
G01_R0613,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.1,0.0,0.0,568.96424,584.288120386828,15.323880386828025,15.323880386828025
G01_R0614,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4774131498723,25.90946314987241,25.90946314987241
G01_R0615,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.3,0.0,0.0,3742.59955,3780.149740483686,37.55019048368604,37.55019048368604
G01_R0616,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.1,0.0,0.0,573.63372,589.1982535512885,15.564533551288491,15.564533551288491
G01_R0617,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.180874682017,25.913594682016992,25.913594682016992
G01_R0618,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.3,0.0,0.0,3772.29867,3809.473159119714,37.17448911971405,37.17448911971405
G01_R0619,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0847013484157,15.971541348415712,15.971541348415712
G01_R0620,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.5061665051755,26.13960650517538,26.13960650517538
G01_R0621,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.014696707256,36.91696670725605,36.91696670725605
G01_R0622,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2214054533252,15.58883545332526,15.58883545332526
G01_R0623,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.0141188891805,24.448338889180377,24.448338889180377
G01_R0624,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.435839567229,34.63912956722925,34.63912956722925
G01_R0625,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.1,0.0,0.0,101.954271,111.56298014391432,9.608709143914323,9.608709143914323
G01_R0626,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.2,0.0,0.0,149.806504,164.65474420605827,14.84824020605828,14.84824020605828
G01_R0627,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.3,0.0,0.0,221.47407,244.54870918682457,23.074639186824555,23.074639186824555
G01_R0628,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.1,0.0,0.0,102.649913,112.17801821655324,9.528105216553245,9.528105216553245
G01_R0629,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.2,0.0,0.0,151.151389,166.13833751944549,14.986948519445493,14.986948519445493
G01_R0630,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.3,0.0,0.0,223.91763,247.23811519477695,23.32048519477698,23.32048519477698
G01_R0631,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.1,0.0,0.0,103.405226,113.072825088731,9.66759908873101,9.66759908873101
G01_R0632,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77630312447266,15.16043712447268,15.16043712447268
G01_R0633,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.3,0.0,0.0,226.59066,250.23104460691815,23.64038460691816,23.64038460691816
G01_R0634,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.1,0.0,0.0,104.200144,113.81489782709752,9.61475382709753,9.61475382709753
G01_R0635,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.2,0.0,0.0,154.209856,169.51115046313365,15.301294463133644,15.301294463133644
G01_R0636,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.3,0.0,0.0,229.54306,253.54979879727208,24.00673879727208,24.00673879727208
G01_R0637,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47669230606266,11.405812306062655,11.405812306062655
G01_R0638,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.2,0.0,0.0,198.28871,216.8320876529694,18.543377652969383,18.543377652969383
G01_R0639,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8728334092159,31.263523409215907,31.263523409215907
G01_R0640,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.1,0.0,0.0,125.65806,136.99983008917383,11.34177008917382,11.34177008917382
G01_R0641,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34616350245133,18.390703502451345,18.390703502451345
G01_R0642,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.3,0.0,0.0,314.99512,346.3975412129411,31.40242121294113,31.40242121294113
G01_R0643,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.1,0.0,0.0,126.31497,137.7426875108525,11.427717510852505,11.427717510852505
G01_R0644,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.2,0.0,0.0,201.85189,220.28573924010428,18.43384924010428,18.43384924010428
G01_R0645,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.3,0.0,0.0,318.8505,350.36970391843874,31.51920391843873,31.51920391843873
G01_R0646,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.1,0.0,0.0,127.04155,138.3826862975651,11.3411362975651,11.3411362975651
G01_R0647,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.2,0.0,0.0,204.01795,222.3975117995751,18.3795617995751,18.3795617995751
G01_R0648,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.3,0.0,0.0,323.3054,354.8913684982624,31.58596849826239,31.58596849826239
G01_R0649,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.1,0.0,0.0,183.17389,196.3370217878713,13.163131787871263,13.163131787871263
G01_R0650,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.2,0.0,0.0,379.74146,401.7470770060124,22.00561700601241,22.00561700601241
G01_R0651,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8787363364203,36.030266336420254,36.030266336420254
G01_R0652,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.1,0.0,0.0,184.58263,197.8698996459967,13.287269645996702,13.287269645996702
G01_R0653,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.2,0.0,0.0,384.28978,406.4382018516819,22.14842185168192,22.14842185168192
G01_R0654,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3446534146306,36.07831341463054,36.07831341463054
G01_R0655,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.1,0.0,0.0,186.23125,199.55107993501468,13.319829935014695,13.319829935014695
G01_R0656,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6752220724026,22.107272072402623,22.107272072402623
G01_R0657,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0483667928515,35.874356792851586,35.874356792851586
G01_R0658,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.1,0.0,0.0,188.18972,201.266841347208,13.077121347207992,13.077121347207992
G01_R0659,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.2,0.0,0.0,395.59593,417.3361542028037,21.74022420280363,21.74022420280363
G01_R0660,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.0606769810653,35.35924698106521,35.35924698106521
G01_R0661,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.1,0.0,0.0,568.96424,584.2913239394322,15.327083939432214,15.327083939432214
G01_R0662,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4868446807056,25.91889468070576,25.91889468070576
G01_R0663,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.3,0.0,0.0,3742.59955,3780.149720907734,37.5501709077339,37.5501709077339
G01_R0664,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.1,0.0,0.0,573.63372,589.19675291236,15.563032912359972,15.563032912359972
G01_R0665,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.1770807905584,25.90980079055862,25.90980079055862
G01_R0666,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.3,0.0,0.0,3772.29867,3809.452165501379,37.15349550137898,37.15349550137898
G01_R0667,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0944145771955,15.9812545771955,15.9812545771955
G01_R0668,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.5168918614256,26.15033186142591,26.15033186142591
G01_R0669,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.027906932255,36.93017693225465,36.93017693225465
G01_R0670,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2282501690992,15.595680169099182,15.595680169099182
G01_R0671,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.031232237929,24.46545223792941,24.46545223792941
G01_R0672,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.4809649911863,34.68425499118666,34.68425499118666
G01_R0673,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.1,0.0,0.0,101.954271,111.55673870217176,9.602467702171763,9.602467702171763
G01_R0674,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.2,0.0,0.0,149.806504,164.65471825477695,14.848214254776964,14.848214254776964
G01_R0675,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.3,0.0,0.0,221.47407,244.54023709977093,23.06616709977092,23.06616709977092
G01_R0676,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.1,0.0,0.0,102.649913,112.171371731269,9.521458731269009,9.521458731269009
G01_R0677,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.2,0.0,0.0,151.151389,166.13803968967758,14.986650689677589,14.986650689677589
G01_R0678,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.3,0.0,0.0,223.91763,247.2539884831401,23.33635848314006,23.33635848314006
G01_R0679,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.1,0.0,0.0,103.405226,113.07173906751076,9.66651306751075,9.66651306751075
G01_R0680,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77623808349654,15.160372083496554,15.160372083496554
G01_R0681,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.3,0.0,0.0,226.59066,250.228764447305,23.638104447304983,23.638104447304983
G01_R0682,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.1,0.0,0.0,104.200144,113.81060435652898,9.61046035652899,9.61046035652899
G01_R0683,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.2,0.0,0.0,154.209856,169.51257212515296,15.302716125152957,15.302716125152957
G01_R0684,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.3,0.0,0.0,229.54306,253.5436497713941,24.00058977139409,24.00058977139409
G01_R0685,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47909859420858,11.408218594208575,11.408218594208575
G01_R0686,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.2,0.0,0.0,198.28871,216.82919500201692,18.540485002016936,18.540485002016936
G01_R0687,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8731935215075,31.263883521507523,31.263883521507523
G01_R0688,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.1,0.0,0.0,125.65806,137.00454134586133,11.34648134586132,11.34648134586132
G01_R0689,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34437606565032,18.38891606565033,18.38891606565033
G01_R0690,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.3,0.0,0.0,314.99512,346.41304481853643,31.41792481853645,31.41792481853645
G01_R0691,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.1,0.0,0.0,126.31497,137.74364741881377,11.428677418813765,11.428677418813765
G01_R0692,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.2,0.0,0.0,201.85189,220.27908295206845,18.42719295206845,18.42719295206845
G01_R0693,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.3,0.0,0.0,318.8505,350.3779334177245,31.527433417724467,31.527433417724467
G01_R0694,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.1,0.0,0.0,127.04155,138.38285246031802,11.34130246031802,11.34130246031802
G01_R0695,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.2,0.0,0.0,204.01795,222.38459238844408,18.366642388444063,18.366642388444063
G01_R0696,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.3,0.0,0.0,323.3054,354.88699451909565,31.58159451909563,31.58159451909563
G01_R0697,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.1,0.0,0.0,183.17389,196.33628434853705,13.162394348537047,13.162394348537047
G01_R0698,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.2,0.0,0.0,379.74146,401.74477259108687,22.003312591086853,22.003312591086853
G01_R0699,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8884524064202,36.03998240642022,36.03998240642022
G01_R0700,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.1,0.0,0.0,184.58263,197.86799959468684,13.28536959468684,13.28536959468684
G01_R0701,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.2,0.0,0.0,384.28978,406.4358816094792,22.14610160947916,22.14610160947916
G01_R0702,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3418916794227,36.07555167942269,36.07555167942269
G01_R0703,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.1,0.0,0.0,186.23125,199.5591004015625,13.3278504015625,13.3278504015625
G01_R0704,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6735300076997,22.105580007699643,22.105580007699643
G01_R0705,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0619202070184,35.88791020701842,35.88791020701842
G01_R0706,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.1,0.0,0.0,188.18972,201.27938070116636,13.089660701166338,13.089660701166338
G01_R0707,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.2,0.0,0.0,395.59593,417.31296407713376,21.717034077133743,21.717034077133743
G01_R0708,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.080626034369,35.379196034368874,35.379196034368874
G01_R0709,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.1,0.0,0.0,568.96424,584.2880757541203,15.323835754120296,15.323835754120296
G01_R0710,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4652368799916,25.89728687999127,25.89728687999127
G01_R0711,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.3,0.0,0.0,3742.59954,3780.1187846013954,37.51924460139526,37.51924460139526
G01_R0712,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.1,0.0,0.0,573.63372,589.2027029031345,15.568982903134495,15.568982903134495
G01_R0713,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.158923741153,25.891643741153302,25.891643741153302
G01_R0714,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.3,0.0,0.0,3772.39867,3809.4079008241474,37.00923082414738,37.00923082414738
G01_R0715,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0885781457957,15.975418145795745,15.975418145795745
G01_R0716,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.505510577795,26.13895057779473,26.13895057779473
G01_R0717,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.0475376559457,36.94980765594573,36.94980765594573
G01_R0718,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2059382955874,15.573368295587445,15.573368295587445
G01_R0719,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.0139192341796,24.448139234179507,24.448139234179507
G01_R0720,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.485512353552,34.68880235355209,34.68880235355209
G01_R0721,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.1,0.0,0.0,101.954271,111.55538750765092,9.601116507650914,9.601116507650914
G01_R0722,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.2,0.0,0.0,149.806503,164.6554349416193,14.848931941619298,14.848931941619298
G01_R0723,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.3,0.0,0.0,221.47407,244.53634379747928,23.062273797479264,23.062273797479264
G01_R0724,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.1,0.0,0.0,102.659913,112.17041708848927,9.51050408848927,9.51050408848927
G01_R0725,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.2,0.0,0.0,151.151388,166.13874664470433,14.98735864470433,14.98735864470433
G01_R0726,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.3,0.0,0.0,223.91763,247.2554703083484,23.337840308348376,23.337840308348376
G01_R0727,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.1,0.0,0.0,103.405226,113.07904253558512,9.673816535585118,9.673816535585118
G01_R0728,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.2,0.0,0.0,152.615865,167.77479912269789,15.158934122697872,15.158934122697872
G01_R0729,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.3,0.0,0.0,226.59066,250.2308377245966,23.640177724596583,23.640177724596583
G01_R0730,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.1,0.0,0.0,104.200144,113.81586985957064,9.61572585957066,9.61572585957066
G01_R0731,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.2,0.0,0.0,154.209855,169.5111561830696,15.301301183069596,15.301301183069596
G01_R0732,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.3,0.0,0.0,229.54306,253.5405488474355,23.997488847435505,23.997488847435505
G01_R0733,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.1,0.0,0.0,125.080879,136.4784953979586,11.3976163979586,11.3976163979586
G01_R0734,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.2,0.0,0.0,198.29871,216.8333026786837,18.53459267868371,18.53459267868371
G01_R0735,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.3,0.0,0.0,311.62931,342.8682917590073,31.238981759007345,31.238981759007345
G01_R0736,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.8,0.1,0.0,0.0,125.66806,137.003247860653,11.335187860653008,11.335187860653008
G01_R0737,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.8,0.2,0.0,0.0,199.97546,218.34091611606712,18.36545611606712,18.36545611606712
