case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G01_R0539,G01,LOGO,holdout_G01,G01,250,50,0.001,0.7,0.2,0.0,0.0,62.83021,67.83679357779701
G01_R0540,G01,LOGO,holdout_G01,G01,250,50,0.001,0.7,0.3,0.0,0.0,91.810409,100.26509463237204
G01_R0541,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.85,0.1,0.0,0.0,52.855422,56.496062043517874
G01_R0542,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.85,0.2,0.0,0.0,81.968112,88.1023707021633
G01_R0543,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.85,0.3,0.0,0.0,127.518488,138.14161186292762
G01_R0544,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.8,0.1,0.0,0.0,53.035829,56.65660378741654
G01_R0545,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.8,0.2,0.0,0.0,82.447225,88.52459341824648
G01_R0546,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.8,0.3,0.0,0.0,128.466116,139.0473063044119
G01_R0547,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.75,0.1,0.0,0.0,53.233077,56.88103564721752
G01_R0548,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.75,0.2,0.0,0.0,82.984148,89.0981574465659
G01_R0549,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.75,0.3,0.0,0.0,129.55350399999998,140.2004572070296
G01_R0550,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.7,0.1,0.0,0.0,53.45014,57.07554181419281
G01_R0551,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.7,0.2,0.0,0.0,83.593851,89.68380873306192
G01_R0552,G01,LOGO,holdout_G01,G01,250,50,0.0001,0.7,0.3,0.0,0.0,130.790618,141.46817228595944
G01_R0553,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.85,0.1,0.0,0.0,78.21180700000001,82.49697205631306
G01_R0554,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.85,0.2,0.0,0.0,163.221307,170.41492404281064
G01_R0555,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.85,0.3,0.0,0.0,298.47407000000004,310.69750260982505
G01_R0556,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.8,0.1,0.0,0.0,78.59112,82.82131922171038
G01_R0557,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.8,0.2,0.0,0.0,164.440372,171.63434937019198
G01_R0558,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.8,0.3,0.0,0.0,300.96289,313.2016373147101
G01_R0559,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.75,0.1,0.0,0.0,79.023365,83.26834264828648
G01_R0560,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.75,0.2,0.0,0.0,165.82935,173.06809446452448
G01_R0561,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.75,0.3,0.0,0.0,303.8516,316.1775356926901
G01_R0562,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.1,0.0,0.0,79.52353,83.78953899264147
G01_R0563,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.2,0.0,0.0,167.46822,174.7493520127669
G01_R0564,G01,LOGO,holdout_G01,G01,250,50,1e-05,0.7,0.3,0.0,0.0,307.23018,319.57175692951216
G01_R0565,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.1,0.0,0.0,261.61889,266.815595646982
G01_R0566,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.2,0.0,0.0,833.21969,841.8481624027227
G01_R0567,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.85,0.3,0.0,0.0,1770.34543,1783.4030734722996
G01_R0568,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.1,0.0,0.0,262.89861,268.1272004513334
G01_R0569,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.2,0.0,0.0,837.24933,845.86133072766
G01_R0570,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.8,0.3,0.0,0.0,1778.34497,1791.3055111118813
G01_R0571,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.1,0.0,0.0,264.44832,269.74268252979414
G01_R0572,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.2,0.0,0.0,841.9489500000001,850.6721699382081
G01_R0573,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.75,0.3,0.0,0.0,1787.64447,1800.8203755547363
G01_R0574,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.1,0.0,0.0,266.26800000000003,271.652749947926
G01_R0575,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.2,0.0,0.0,847.4685400000001,856.1980212838494
G01_R0576,G01,LOGO,holdout_G01,G01,250,50,1e-06,0.7,0.3,0.0,0.0,1798.64394,1811.757532757499
G01_R0577,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.1,0.0,0.0,101.954271,111.56569537131016
G01_R0578,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.2,0.0,0.0,149.806504,164.65499065484994
G01_R0579,G01,LOGO,holdout_G01,G01,500,3,0.001,0.85,0.3,0.0,0.0,221.47407,244.5463577968246
G01_R0580,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.1,0.0,0.0,102.649913,112.18155537476156
G01_R0581,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.2,0.0,0.0,151.151389,166.13840530532048
G01_R0582,G01,LOGO,holdout_G01,G01,500,3,0.001,0.8,0.3,0.0,0.0,223.91763,247.24262743852697
G01_R0583,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.1,0.0,0.0,103.405226,113.08199053722404
G01_R0584,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77831037988926
G01_R0585,G01,LOGO,holdout_G01,G01,500,3,0.001,0.75,0.3,0.0,0.0,226.59066,250.23718415388245
G01_R0586,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.1,0.0,0.0,104.200144,113.81939058032668
G01_R0587,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.2,0.0,0.0,154.209856,169.51348250463369
G01_R0588,G01,LOGO,holdout_G01,G01,500,3,0.001,0.7,0.3,0.0,0.0,229.54306,253.5450876187898
G01_R0589,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47372341206258
G01_R0590,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.2,0.0,0.0,198.28871,216.847557224398
G01_R0591,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8846071715967
G01_R0592,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.1,0.0,0.0,125.65806,136.99929570250708
G01_R0593,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34843534471327
G01_R0594,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.8,0.3,0.0,0.0,314.99512,346.3966383921078
G01_R0595,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.1,0.0,0.0,126.31497,137.7461565055846
G01_R0596,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.2,0.0,0.0,201.85189,220.28378718302105
G01_R0597,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.75,0.3,0.0,0.0,318.8505,350.3764298771886
G01_R0598,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.1,0.0,0.0,127.04155,138.3839860402139
G01_R0599,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.2,0.0,0.0,204.01795,222.40034793978344
G01_R0600,G01,LOGO,holdout_G01,G01,500,3,0.0001,0.7,0.3,0.0,0.0,323.3054,354.8955647140958
G01_R0601,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.1,0.0,0.0,183.17389,196.33732790596648
G01_R0602,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.2,0.0,0.0,379.74146,401.76249291580416
G01_R0603,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8779184389205
G01_R0604,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.1,0.0,0.0,184.58263,197.86100548328844
G01_R0605,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.2,0.0,0.0,384.28978,406.43594224516414
G01_R0606,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3207847944815
G01_R0607,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.1,0.0,0.0,186.23125,199.54869882980637
G01_R0608,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6780299242775
G01_R0609,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0307134738337
G01_R0610,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.1,0.0,0.0,188.18972,201.2660583091425
G01_R0611,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.2,0.0,0.0,395.59593,417.3424403850952
G01_R0612,G01,LOGO,holdout_G01,G01,500,3,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.046693106214
G01_R0613,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.1,0.0,0.0,568.96424,584.288120386828
G01_R0614,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4774131498723
G01_R0615,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.85,0.3,0.0,0.0,3742.59955,3780.149740483686
G01_R0616,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.1,0.0,0.0,573.63372,589.1982535512885
G01_R0617,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.180874682017
G01_R0618,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.8,0.3,0.0,0.0,3772.29867,3809.473159119714
G01_R0619,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0847013484157
G01_R0620,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.5061665051755
G01_R0621,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.014696707256
G01_R0622,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2214054533252
G01_R0623,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.0141188891805
G01_R0624,G01,LOGO,holdout_G01,G01,500,3,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.435839567229
G01_R0625,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.1,0.0,0.0,101.954271,111.56298014391432
G01_R0626,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.2,0.0,0.0,149.806504,164.65474420605827
G01_R0627,G01,LOGO,holdout_G01,G01,500,6,0.001,0.85,0.3,0.0,0.0,221.47407,244.54870918682457
G01_R0628,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.1,0.0,0.0,102.649913,112.17801821655324
G01_R0629,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.2,0.0,0.0,151.151389,166.13833751944549
G01_R0630,G01,LOGO,holdout_G01,G01,500,6,0.001,0.8,0.3,0.0,0.0,223.91763,247.23811519477695
G01_R0631,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.1,0.0,0.0,103.405226,113.072825088731
G01_R0632,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77630312447266
G01_R0633,G01,LOGO,holdout_G01,G01,500,6,0.001,0.75,0.3,0.0,0.0,226.59066,250.23104460691815
G01_R0634,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.1,0.0,0.0,104.200144,113.81489782709752
G01_R0635,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.2,0.0,0.0,154.209856,169.51115046313365
G01_R0636,G01,LOGO,holdout_G01,G01,500,6,0.001,0.7,0.3,0.0,0.0,229.54306,253.54979879727208
G01_R0637,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47669230606266
G01_R0638,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.2,0.0,0.0,198.28871,216.8320876529694
G01_R0639,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8728334092159
G01_R0640,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.1,0.0,0.0,125.65806,136.99983008917383
G01_R0641,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34616350245133
G01_R0642,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.8,0.3,0.0,0.0,314.99512,346.3975412129411
G01_R0643,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.1,0.0,0.0,126.31497,137.7426875108525
G01_R0644,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.2,0.0,0.0,201.85189,220.28573924010428
G01_R0645,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.75,0.3,0.0,0.0,318.8505,350.36970391843874
G01_R0646,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.1,0.0,0.0,127.04155,138.3826862975651
G01_R0647,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.2,0.0,0.0,204.01795,222.3975117995751
G01_R0648,G01,LOGO,holdout_G01,G01,500,6,0.0001,0.7,0.3,0.0,0.0,323.3054,354.8913684982624
G01_R0649,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.1,0.0,0.0,183.17389,196.3370217878713
G01_R0650,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.2,0.0,0.0,379.74146,401.7470770060124
G01_R0651,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8787363364203
G01_R0652,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.1,0.0,0.0,184.58263,197.8698996459967
G01_R0653,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.2,0.0,0.0,384.28978,406.4382018516819
G01_R0654,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3446534146306
G01_R0655,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.1,0.0,0.0,186.23125,199.55107993501468
G01_R0656,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6752220724026
G01_R0657,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0483667928515
G01_R0658,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.1,0.0,0.0,188.18972,201.266841347208
G01_R0659,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.2,0.0,0.0,395.59593,417.3361542028037
G01_R0660,G01,LOGO,holdout_G01,G01,500,6,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.0606769810653
G01_R0661,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.1,0.0,0.0,568.96424,584.2913239394322
G01_R0662,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4868446807056
G01_R0663,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.85,0.3,0.0,0.0,3742.59955,3780.149720907734
G01_R0664,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.1,0.0,0.0,573.63372,589.19675291236
G01_R0665,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.1770807905584
G01_R0666,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.8,0.3,0.0,0.0,3772.29867,3809.452165501379
G01_R0667,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0944145771955
G01_R0668,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.5168918614256
G01_R0669,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.027906932255
G01_R0670,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2282501690992
G01_R0671,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.031232237929
G01_R0672,G01,LOGO,holdout_G01,G01,500,6,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.4809649911863
G01_R0673,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.1,0.0,0.0,101.954271,111.55673870217176
G01_R0674,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.2,0.0,0.0,149.806504,164.65471825477695
G01_R0675,G01,LOGO,holdout_G01,G01,500,20,0.001,0.85,0.3,0.0,0.0,221.47407,244.54023709977093
G01_R0676,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.1,0.0,0.0,102.649913,112.171371731269
G01_R0677,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.2,0.0,0.0,151.151389,166.13803968967758
G01_R0678,G01,LOGO,holdout_G01,G01,500,20,0.001,0.8,0.3,0.0,0.0,223.91763,247.2539884831401
G01_R0679,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.1,0.0,0.0,103.405226,113.07173906751076
G01_R0680,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.2,0.0,0.0,152.61586599999998,167.77623808349654
G01_R0681,G01,LOGO,holdout_G01,G01,500,20,0.001,0.75,0.3,0.0,0.0,226.59066,250.228764447305
G01_R0682,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.1,0.0,0.0,104.200144,113.81060435652898
G01_R0683,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.2,0.0,0.0,154.209856,169.51257212515296
G01_R0684,G01,LOGO,holdout_G01,G01,500,20,0.001,0.7,0.3,0.0,0.0,229.54306,253.5436497713941
G01_R0685,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.1,0.0,0.0,125.07088,136.47909859420858
G01_R0686,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.2,0.0,0.0,198.28871,216.82919500201692
G01_R0687,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.85,0.3,0.0,0.0,311.60931,342.8731935215075
G01_R0688,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.1,0.0,0.0,125.65806,137.00454134586133
G01_R0689,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.2,0.0,0.0,199.95546,218.34437606565032
G01_R0690,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.8,0.3,0.0,0.0,314.99512,346.41304481853643
G01_R0691,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.1,0.0,0.0,126.31497,137.74364741881377
G01_R0692,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.2,0.0,0.0,201.85189,220.27908295206845
G01_R0693,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.75,0.3,0.0,0.0,318.8505,350.3779334177245
G01_R0694,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.1,0.0,0.0,127.04155,138.38285246031802
G01_R0695,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.2,0.0,0.0,204.01795,222.38459238844408
G01_R0696,G01,LOGO,holdout_G01,G01,500,20,0.0001,0.7,0.3,0.0,0.0,323.3054,354.88699451909565
G01_R0697,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.1,0.0,0.0,183.17389,196.33628434853705
G01_R0698,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.2,0.0,0.0,379.74146,401.74477259108687
G01_R0699,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.85,0.3,0.0,0.0,688.84847,724.8884524064202
G01_R0700,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.1,0.0,0.0,184.58263,197.86799959468684
G01_R0701,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.2,0.0,0.0,384.28978,406.4358816094792
G01_R0702,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.8,0.3,0.0,0.0,698.26634,734.3418916794227
G01_R0703,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.1,0.0,0.0,186.23125,199.5591004015625
G01_R0704,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.2,0.0,0.0,389.56795,411.6735300076997
G01_R0705,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.75,0.3,0.0,0.0,709.17401,745.0619202070184
G01_R0706,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.1,0.0,0.0,188.18972,201.27938070116636
G01_R0707,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.2,0.0,0.0,395.59593,417.31296407713376
G01_R0708,G01,LOGO,holdout_G01,G01,500,20,1e-05,0.7,0.3,0.0,0.0,721.7014300000001,757.080626034369
G01_R0709,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.1,0.0,0.0,568.96424,584.2880757541203
G01_R0710,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4652368799916
G01_R0711,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.85,0.3,0.0,0.0,3742.59954,3780.1187846013954
G01_R0712,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.1,0.0,0.0,573.63372,589.2027029031345
G01_R0713,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.2,0.0,0.0,1790.26728,1816.158923741153
G01_R0714,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.8,0.3,0.0,0.0,3772.39867,3809.4079008241474
G01_R0715,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.1,0.0,0.0,579.11316,595.0885781457957
G01_R0716,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.2,0.0,0.0,1807.36656,1833.505510577795
G01_R0717,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.75,0.3,0.0,0.0,3807.09773,3844.0475376559457
G01_R0718,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.1,0.0,0.0,585.63257,601.2059382955874
G01_R0719,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.2,0.0,0.0,1827.56578,1852.0139192341796
G01_R0720,G01,LOGO,holdout_G01,G01,500,20,1e-06,0.7,0.3,0.0,0.0,3847.79671,3882.485512353552
G01_R0721,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.1,0.0,0.0,101.954271,111.55538750765092
G01_R0722,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.2,0.0,0.0,149.806503,164.6554349416193
G01_R0723,G01,LOGO,holdout_G01,G01,500,50,0.001,0.85,0.3,0.0,0.0,221.47407,244.53634379747928
G01_R0724,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.1,0.0,0.0,102.659913,112.17041708848927
G01_R0725,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.2,0.0,0.0,151.151388,166.13874664470433
G01_R0726,G01,LOGO,holdout_G01,G01,500,50,0.001,0.8,0.3,0.0,0.0,223.91763,247.2554703083484
G01_R0727,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.1,0.0,0.0,103.405226,113.07904253558512
G01_R0728,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.2,0.0,0.0,152.615865,167.77479912269789
G01_R0729,G01,LOGO,holdout_G01,G01,500,50,0.001,0.75,0.3,0.0,0.0,226.59066,250.2308377245966
G01_R0730,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.1,0.0,0.0,104.200144,113.81586985957064
G01_R0731,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.2,0.0,0.0,154.209855,169.5111561830696
G01_R0732,G01,LOGO,holdout_G01,G01,500,50,0.001,0.7,0.3,0.0,0.0,229.54306,253.5405488474355
G01_R0733,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.1,0.0,0.0,125.080879,136.4784953979586
G01_R0734,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.2,0.0,0.0,198.29871,216.8333026786837
G01_R0735,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.85,0.3,0.0,0.0,311.62931,342.8682917590073
G01_R0736,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.8,0.1,0.0,0.0,125.66806,137.003247860653
G01_R0737,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.8,0.2,0.0,0.0,199.97546,218.34091611606712
G01_R0738,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.8,0.3,0.0,0.0,315.00512000000003,346.41541904243525
G01_R0739,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.75,0.1,0.0,0.0,126.32497,137.7486708586054
G01_R0740,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.75,0.2,0.0,0.0,201.87189,220.27414634290184
G01_R0741,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.75,0.3,0.0,0.0,318.8705,350.37077244334944
G01_R0742,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.7,0.1,0.0,0.0,127.06155,138.38660866135967
G01_R0743,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.7,0.2,0.0,0.0,204.03795,222.3802905699023
G01_R0744,G01,LOGO,holdout_G01,G01,500,50,0.0001,0.7,0.3,0.0,0.0,323.31539000000004,354.88631808409576
G01_R0745,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.85,0.1,0.0,0.0,183.19389,196.3467363456205
G01_R0746,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.85,0.2,0.0,0.0,379.78146,401.73686315358697
G01_R0747,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.85,0.3,0.0,0.0,688.90847,724.8955342003791
G01_R0748,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.8,0.1,0.0,0.0,184.61263,197.8667564148952
G01_R0749,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.8,0.2,0.0,0.0,384.34978,406.4484189369791
G01_R0750,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.8,0.3,0.0,0.0,698.34634,734.3360001448393
G01_R0751,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.75,0.1,0.0,0.0,186.27125,199.56572172885416
G01_R0752,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.75,0.2,0.0,0.0,389.65795,411.6702602747831
G01_R0753,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.75,0.3,0.0,0.0,709.29401,745.0606926278517
G01_R0754,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.7,0.1,0.0,0.0,188.19972,201.28198828324963
G01_R0755,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.7,0.2,0.0,0.0,395.70593,417.3088357771339
G01_R0756,G01,LOGO,holdout_G01,G01,500,50,1e-05,0.7,0.3,0.0,0.0,721.8414300000001,757.0823884352019
G01_R0757,G01,LOGO,holdout_G01,G01,500,50,1e-06,0.85,0.1,0.0,0.0,568.96424,584.2819095809957
G01_R0758,G01,LOGO,holdout_G01,G01,500,50,1e-06,0.85,0.2,0.0,0.0,1775.56795,1801.4597469862415
