case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G01_R0360,G01,LOGO,holdout_G01,G01,100,50,0.0001,0.7,0.3,0.0,0.0,24.19,23.62784054502445,-0.56215945497555,0.56215945497555
G01_R0361,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.85,0.1,0.0,0.0,21.019,20.26856719047624,-0.7504328095237618,0.7504328095237618
G01_R0362,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.85,0.2,0.0,0.0,22.42,21.9256629681638,-0.4943370318361992,0.4943370318361992
G01_R0363,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.85,0.3,0.0,0.0,24.395,23.862922638077134,-0.532077361922866,0.532077361922866
G01_R0364,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.8,0.1,0.0,0.0,21.021,20.268670919642908,-0.752329080357093,0.752329080357093
G01_R0365,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.8,0.2,0.0,0.0,22.424,21.925994375901897,-0.4980056240981021,0.4980056240981021
G01_R0366,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.8,0.3,0.0,0.0,24.4,23.86313955027953,-0.5368604497204679,0.5368604497204679
G01_R0367,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.75,0.1,0.0,0.0,21.024,20.269679050595265,-0.754320949404736,0.754320949404736
G01_R0368,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.75,0.2,0.0,0.0,22.427,21.9274643982233,-0.4995356017766994,0.4995356017766994
G01_R0369,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.75,0.3,0.0,0.0,24.405,23.86486360087477,-0.540136399125231,0.540136399125231
G01_R0370,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.7,0.1,0.0,0.0,21.026,20.26975212202385,-0.7562478779761541,0.7562478779761541
G01_R0371,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.7,0.2,0.0,0.0,22.431,21.92764793988997,-0.5033520601100285,0.5033520601100285
G01_R0372,G01,LOGO,holdout_G01,G01,100,50,1e-05,0.7,0.3,0.0,0.0,24.41,23.865135000495982,-0.5448649995040178,0.5448649995040178
G01_R0373,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.85,0.1,0.0,0.0,21.074,20.30501421031738,-0.7689857896826204,0.7689857896826204
G01_R0374,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.85,0.2,0.0,0.0,22.472,21.9790380193454,-0.4929619806546057,0.4929619806546057
G01_R0375,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.85,0.3,0.0,0.0,24.462,23.912658317415207,-0.5493416825847923,0.5493416825847923
G01_R0376,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.8,0.1,0.0,0.0,21.074,20.30504352281739,-0.7689564771826127,0.7689564771826127
G01_R0377,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.8,0.2,0.0,0.0,22.473,21.979025199900946,-0.4939748000990569,0.4939748000990569
G01_R0378,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.8,0.3,0.0,0.0,24.463,23.912955765331887,-0.550044234668114,0.550044234668114
G01_R0379,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.75,0.1,0.0,0.0,21.075,20.305475807043603,-0.7695241929563963,0.7695241929563963
G01_R0380,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.75,0.2,0.0,0.0,22.473,21.979103081845388,-0.4938969181546113,0.4938969181546113
G01_R0381,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.75,0.3,0.0,0.0,24.464,23.913725223665253,-0.5502747763347458,0.5502747763347458
G01_R0382,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.7,0.1,0.0,0.0,21.075,20.305549149305516,-0.7694508506944864,0.7694508506944864
G01_R0383,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.7,0.2,0.0,0.0,22.474,21.97912399851205,-0.4948760014879489,0.4948760014879489
G01_R0384,G01,LOGO,holdout_G01,G01,100,50,1e-06,0.7,0.3,0.0,0.0,24.466,23.913985769119797,-0.5520142308802072,0.5520142308802072
G01_R0385,G01,LOGO,holdout_G01,G01,250,3,0.001,0.85,0.1,0.0,0.0,11.248,10.928432513392853,-0.3195674866071467,0.3195674866071467
G01_R0386,G01,LOGO,holdout_G01,G01,250,3,0.001,0.85,0.2,0.0,0.0,12.002,11.733290929563475,-0.2687090704365253,0.2687090704365253
G01_R0387,G01,LOGO,holdout_G01,G01,250,3,0.001,0.85,0.3,0.0,0.0,12.927,12.722498489583334,-0.2045015104166658,0.2045015104166658
G01_R0388,G01,LOGO,holdout_G01,G01,250,3,0.001,0.8,0.1,0.0,0.0,11.26,10.929124334821422,-0.3308756651785778,0.3308756651785778
G01_R0389,G01,LOGO,holdout_G01,G01,250,3,0.001,0.8,0.2,0.0,0.0,12.016,11.733818048611097,-0.282181951388905,0.282181951388905
G01_R0390,G01,LOGO,holdout_G01,G01,250,3,0.001,0.8,0.3,0.0,0.0,12.945,12.723294706845238,-0.2217052931547627,0.2217052931547627
G01_R0391,G01,LOGO,holdout_G01,G01,250,3,0.001,0.75,0.1,0.0,0.0,11.271,10.934539629464297,-0.3364603705357059,0.3364603705357059
G01_R0392,G01,LOGO,holdout_G01,G01,250,3,0.001,0.75,0.2,0.0,0.0,12.031,11.739276672123,-0.2917233278770013,0.2917233278770013
G01_R0393,G01,LOGO,holdout_G01,G01,250,3,0.001,0.75,0.3,0.0,0.0,12.965,12.731988531746005,-0.233011468253995,0.233011468253995
G01_R0394,G01,LOGO,holdout_G01,G01,250,3,0.001,0.7,0.1,0.0,0.0,11.284,10.93508658779763,-0.3489134122023714,0.3489134122023714
G01_R0395,G01,LOGO,holdout_G01,G01,250,3,0.001,0.7,0.2,0.0,0.0,12.048,11.739452713789666,-0.3085472862103344,0.3085472862103344
G01_R0396,G01,LOGO,holdout_G01,G01,250,3,0.001,0.7,0.3,0.0,0.0,12.986,12.73245507936505,-0.2535449206349511,0.2535449206349511
G01_R0397,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.85,0.1,0.0,0.0,11.497,11.162523309523822,-0.334476690476178,0.334476690476178
G01_R0398,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.85,0.2,0.0,0.0,12.319,11.994346952651522,-0.3246530473484785,0.3246530473484785
G01_R0399,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.85,0.3,0.0,0.0,13.424,13.123905472222232,-0.300094527777766,0.300094527777766
G01_R0400,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.8,0.1,0.0,0.0,11.501,11.163140247023824,-0.3378597529761755,0.3378597529761755
G01_R0401,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.8,0.2,0.0,0.0,12.325,11.994887482413423,-0.3301125175865742,0.3301125175865742
G01_R0402,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.8,0.3,0.0,0.0,13.432,13.124977027281757,-0.3070229727182436,0.3070229727182436
G01_R0403,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.75,0.1,0.0,0.0,11.505,11.16487219146827,-0.3401278085317312,0.3401278085317312
G01_R0404,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.75,0.2,0.0,0.0,12.332,11.997154817234858,-0.3348451827651431,0.3348451827651431
G01_R0405,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.75,0.3,0.0,0.0,13.441,13.128037555555558,-0.3129624444444427,0.3129624444444427
G01_R0406,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.7,0.1,0.0,0.0,11.51,11.164716503968268,-0.3452834960317332,0.3452834960317332
G01_R0407,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.7,0.2,0.0,0.0,12.339,11.997221202651524,-0.3417787973484767,0.3417787973484767
G01_R0408,G01,LOGO,holdout_G01,G01,250,3,0.0001,0.7,0.3,0.0,0.0,13.45,13.128259945436511,-0.3217400545634881,0.3217400545634881
G01_R0409,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.85,0.1,0.0,0.0,11.564,11.216639119543675,-0.3473608804563248,0.3473608804563248
G01_R0410,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.85,0.2,0.0,0.0,12.364,12.018337831845274,-0.3456621681547265,0.3456621681547265
G01_R0411,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.85,0.3,0.0,0.0,13.506,13.169366294687938,-0.336633705312062,0.336633705312062
G01_R0412,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.8,0.1,0.0,0.0,11.565,11.217317403769869,-0.3476825962301308,0.3476825962301308
G01_R0413,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.8,0.2,0.0,0.0,12.367,12.019455650297663,-0.3475443497023356,0.3475443497023356
G01_R0414,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.8,0.3,0.0,0.0,13.51,13.171204349747487,-0.3387956502525107,0.3387956502525107
G01_R0415,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.75,0.1,0.0,0.0,11.567,11.218098318452384,-0.3489016815476162,0.3489016815476162
G01_R0416,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.75,0.2,0.0,0.0,12.37,12.021763852678571,-0.3482361473214261,0.3482361473214261
G01_R0417,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.75,0.3,0.0,0.0,13.514,13.17337995982145,-0.3406200401785497,0.3406200401785497
G01_R0418,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.7,0.1,0.0,0.0,11.568,11.218021380952385,-0.349978619047615,0.349978619047615
G01_R0419,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.7,0.2,0.0,0.0,12.373,12.022501401785712,-0.3504985982142869,0.3504985982142869
G01_R0420,G01,LOGO,holdout_G01,G01,250,3,1e-05,0.7,0.3,0.0,0.0,13.519,13.17420325545637,-0.3447967445436308,0.3447967445436308
G01_R0421,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.85,0.1,0.0,0.0,11.587,11.23380787996031,-0.3531921200396901,0.3531921200396901
G01_R0422,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.85,0.2,0.0,0.0,12.368,12.018397610615123,-0.3496023893848772,0.3496023893848772
G01_R0423,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.85,0.3,0.0,0.0,13.509,13.167609203914084,-0.3413907960859177,0.3413907960859177
G01_R0424,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.8,0.1,0.0,0.0,11.587,11.234308476686506,-0.3526915233134939,0.3526915233134939
G01_R0425,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.8,0.2,0.0,0.0,12.369,12.01946986656752,-0.3495301334324807,0.3495301334324807
G01_R0426,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.8,0.3,0.0,0.0,13.51,13.169170534271256,-0.3408294657287438,0.3408294657287438
G01_R0427,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.75,0.1,0.0,0.0,11.587,11.234516061011911,-0.3524839389880885,0.3524839389880885
G01_R0428,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.75,0.2,0.0,0.0,12.37,12.021569818948429,-0.3484301810515706,0.3484301810515706
G01_R0429,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.75,0.3,0.0,0.0,13.512,13.171089976190489,-0.3409100238095135,0.3409100238095135
G01_R0430,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.7,0.1,0.0,0.0,11.588,11.234561727678578,-0.3534382723214211,0.3534382723214211
G01_R0431,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.7,0.2,0.0,0.0,12.371,12.022362253472233,-0.3486377465277677,0.3486377465277677
G01_R0432,G01,LOGO,holdout_G01,G01,250,3,1e-06,0.7,0.3,0.0,0.0,13.513,13.171915178571444,-0.3410848214285558,0.3410848214285558
G01_R0433,G01,LOGO,holdout_G01,G01,250,6,0.001,0.85,0.1,0.0,0.0,13.884,13.418554388032096,-0.4654456119679047,0.4654456119679047
G01_R0434,G01,LOGO,holdout_G01,G01,250,6,0.001,0.85,0.2,0.0,0.0,14.746,14.395330937003978,-0.3506690629960225,0.3506690629960225
G01_R0435,G01,LOGO,holdout_G01,G01,250,6,0.001,0.85,0.3,0.0,0.0,15.858,15.580742886273438,-0.2772571137265629,0.2772571137265629
G01_R0436,G01,LOGO,holdout_G01,G01,250,6,0.001,0.8,0.1,0.0,0.0,13.897,13.418726286841622,-0.4782737131583783,0.4782737131583783
G01_R0437,G01,LOGO,holdout_G01,G01,250,6,0.001,0.8,0.2,0.0,0.0,14.763,14.396243032242076,-0.3667569677579241,0.3667569677579241
G01_R0438,G01,LOGO,holdout_G01,G01,250,6,0.001,0.8,0.3,0.0,0.0,15.88,15.581878740440104,-0.2981212595598972,0.2981212595598972
G01_R0439,G01,LOGO,holdout_G01,G01,250,6,0.001,0.75,0.1,0.0,0.0,13.912,13.424192566603546,-0.4878074333964548,0.4878074333964548
G01_R0440,G01,LOGO,holdout_G01,G01,250,6,0.001,0.75,0.2,0.0,0.0,14.782,14.40413559474209,-0.3778644052579096,0.3778644052579096
G01_R0441,G01,LOGO,holdout_G01,G01,250,6,0.001,0.75,0.3,0.0,0.0,15.903,15.591814474071036,-0.3111855259289644,0.3111855259289644
G01_R0442,G01,LOGO,holdout_G01,G01,250,6,0.001,0.7,0.1,0.0,0.0,13.927,13.424851222853544,-0.5021487771464557,0.5021487771464557
G01_R0443,G01,LOGO,holdout_G01,G01,250,6,0.001,0.7,0.2,0.0,0.0,14.802,14.404352556051611,-0.3976474439483883,0.3976474439483883
G01_R0444,G01,LOGO,holdout_G01,G01,250,6,0.001,0.7,0.3,0.0,0.0,15.928,15.59278159510279,-0.3352184048972102,0.3352184048972102
G01_R0445,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.85,0.1,0.0,0.0,14.134,13.693857897321422,-0.4401421026785783,0.4401421026785783
G01_R0446,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.85,0.2,0.0,0.0,15.122,14.696528660714293,-0.4254713392857088,0.4254713392857088
G01_R0447,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.85,0.3,0.0,0.0,16.446,16.047754173611096,-0.398245826388905,0.398245826388905
G01_R0448,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.8,0.1,0.0,0.0,14.139,13.694314528273804,-0.4446854717261956,0.4446854717261956
G01_R0449,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.8,0.2,0.0,0.0,15.13,14.6970149680736,-0.4329850319264015,0.4329850319264015
G01_R0450,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.8,0.3,0.0,0.0,16.456,16.048662881944423,-0.407337118055576,0.407337118055576
G01_R0451,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.75,0.1,0.0,0.0,14.144,13.695993061011896,-0.4480069389881045,0.4480069389881045
G01_R0452,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.75,0.2,0.0,0.0,15.138,14.70048522700217,-0.4375147729978295,0.4375147729978295
G01_R0453,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.75,0.3,0.0,0.0,16.466,16.052271320932533,-0.4137286790674679,0.4137286790674679
G01_R0454,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.7,0.1,0.0,0.0,14.15,13.695728248511896,-0.454271751488104,0.454271751488104
G01_R0455,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.7,0.2,0.0,0.0,15.147,14.700651212121215,-0.446348787878783,0.446348787878783
G01_R0456,G01,LOGO,holdout_G01,G01,250,6,0.0001,0.7,0.3,0.0,0.0,16.477,16.052231676091267,-0.424768323908733,0.424768323908733
G01_R0457,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.85,0.1,0.0,0.0,14.214,13.757012087662268,-0.4569879123377323,0.4569879123377323
G01_R0458,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.85,0.2,0.0,0.0,15.171,14.718121499278508,-0.452878500721491,0.452878500721491
G01_R0459,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.85,0.3,0.0,0.0,16.536,16.096743184704202,-0.4392568152957992,0.4392568152957992
G01_R0460,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.8,0.1,0.0,0.0,14.215,13.757557093614643,-0.4574429063853547,0.4574429063853547
G01_R0461,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.8,0.2,0.0,0.0,15.175,14.71966759532828,-0.4553324046717222,0.4553324046717222
G01_R0462,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.8,0.3,0.0,0.0,16.54,16.09792791982324,-0.4420720801767608,0.4420720801767608
G01_R0463,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.75,0.1,0.0,0.0,14.217,13.758209417027366,-0.4587905829726342,0.4587905829726342
G01_R0464,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.75,0.2,0.0,0.0,15.178,14.723483282061682,-0.4545167179383185,0.4545167179383185
G01_R0465,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.75,0.3,0.0,0.0,16.546,16.100437012085155,-0.4455629879148439,0.4455629879148439
G01_R0466,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.7,0.1,0.0,0.0,14.219,13.75797307341265,-0.4610269265873494,0.4610269265873494
G01_R0467,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.7,0.2,0.0,0.0,15.182,14.724147895156934,-0.4578521048430666,0.4578521048430666
G01_R0468,G01,LOGO,holdout_G01,G01,250,6,1e-05,0.7,0.3,0.0,0.0,16.551,16.10103568668832,-0.4499643133116784,0.4499643133116784
G01_R0469,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.85,0.1,0.0,0.0,14.241,13.77705513329717,-0.4639448667028301,0.4639448667028301
G01_R0470,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.85,0.2,0.0,0.0,15.175,14.715529357909457,-0.4594706420905439,0.4594706420905439
G01_R0471,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.85,0.3,0.0,0.0,16.536,16.09115540449143,-0.4448445955085702,0.4448445955085702
G01_R0472,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.8,0.1,0.0,0.0,14.241,13.777550680916214,-0.4634493190837858,0.4634493190837858
G01_R0473,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.8,0.2,0.0,0.0,15.176,14.716847212887789,-0.4591527871122132,0.4591527871122132
G01_R0474,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.8,0.3,0.0,0.0,16.538,16.09213430627713,-0.4458656937228689,0.4458656937228689
G01_R0475,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.75,0.1,0.0,0.0,14.242,13.777887519209878,-0.4641124807901224,0.4641124807901224
G01_R0476,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.75,0.2,0.0,0.0,15.177,14.720720146645004,-0.4562798533549959,0.4562798533549959
G01_R0477,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.75,0.3,0.0,0.0,16.54,16.093904469967583,-0.4460955300324158,0.4460955300324158
G01_R0478,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.7,0.1,0.0,0.0,14.242,13.777839550595164,-0.4641604494048383,0.4641604494048383
G01_R0479,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.7,0.2,0.0,0.0,15.178,14.721461471049777,-0.4565385289502242,0.4565385289502242
G01_R0480,G01,LOGO,holdout_G01,G01,250,6,1e-06,0.7,0.3,0.0,0.0,16.542,16.09461167730884,-0.447388322691161,0.447388322691161
G01_R0481,G01,LOGO,holdout_G01,G01,250,20,0.001,0.85,0.1,0.0,0.0,20.506,19.817193696428557,-0.6888063035714467,0.6888063035714467
G01_R0482,G01,LOGO,holdout_G01,G01,250,20,0.001,0.85,0.2,0.0,0.0,21.924,21.302693940882037,-0.6213060591179662,0.6213060591179662
G01_R0483,G01,LOGO,holdout_G01,G01,250,20,0.001,0.85,0.3,0.0,0.0,23.529,23.03182966220238,-0.4971703377976197,0.4971703377976197
G01_R0484,G01,LOGO,holdout_G01,G01,250,20,0.001,0.8,0.1,0.0,0.0,20.527,19.81981007142856,-0.7071899285714451,0.7071899285714451
G01_R0485,G01,LOGO,holdout_G01,G01,250,20,0.001,0.8,0.2,0.0,0.0,21.951,21.304285045048697,-0.6467149549513032,0.6467149549513032
G01_R0486,G01,LOGO,holdout_G01,G01,250,20,0.001,0.8,0.3,0.0,0.0,23.563,23.033451224702382,-0.5295487752976129,0.5295487752976129
G01_R0487,G01,LOGO,holdout_G01,G01,250,20,0.001,0.75,0.1,0.0,0.0,20.55,19.827389669642844,-0.7226103303571563,0.7226103303571563
G01_R0488,G01,LOGO,holdout_G01,G01,250,20,0.001,0.75,0.2,0.0,0.0,21.979,21.315711643262947,-0.663288356737052,0.663288356737052
G01_R0489,G01,LOGO,holdout_G01,G01,250,20,0.001,0.75,0.3,0.0,0.0,23.598,23.04970109821428,-0.5482989017857172,0.5482989017857172
G01_R0490,G01,LOGO,holdout_G01,G01,250,20,0.001,0.7,0.1,0.0,0.0,20.574,19.8287422172619,-0.7452577827381006,0.7452577827381006
G01_R0491,G01,LOGO,holdout_G01,G01,250,20,0.001,0.7,0.2,0.0,0.0,22.009,21.31745245873914,-0.69154754126086,0.69154754126086
G01_R0492,G01,LOGO,holdout_G01,G01,250,20,0.001,0.7,0.3,0.0,0.0,23.636,23.051753907738085,-0.5842460922619139,0.5842460922619139
G01_R0493,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.85,0.1,0.0,0.0,20.984,20.225318627435048,-0.7586813725649542,0.7586813725649542
G01_R0494,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.85,0.2,0.0,0.0,22.512,21.76490739980159,-0.7470926001984104,0.7470926001984104
G01_R0495,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.85,0.3,0.0,0.0,24.471,23.8037785074405,-0.6672214925594986,0.6672214925594986
G01_R0496,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.8,0.1,0.0,0.0,20.991,20.226612392316,-0.7643876076840002,0.7643876076840002
G01_R0497,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.8,0.2,0.0,0.0,22.524,21.766482590277786,-0.7575174097222188,0.7575174097222188
G01_R0498,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.8,0.3,0.0,0.0,24.486,23.8049583090278,-0.6810416909722043,0.6810416909722043
G01_R0499,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.75,0.1,0.0,0.0,21.0,20.2301394101732,-0.769860589826802,0.769860589826802
G01_R0500,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.75,0.2,0.0,0.0,22.537,21.77267890376982,-0.7643210962301801,0.7643210962301801
G01_R0501,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.75,0.3,0.0,0.0,24.502,23.8111283209326,-0.6908716790673992,0.6908716790673992
G01_R0502,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.7,0.1,0.0,0.0,21.009,20.22981926136367,-0.779180738636331,0.779180738636331
G01_R0503,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.7,0.2,0.0,0.0,22.551,21.77343723115077,-0.7775627688492293,0.7775627688492293
G01_R0504,G01,LOGO,holdout_G01,G01,250,20,0.0001,0.7,0.3,0.0,0.0,24.519,23.81155650248021,-0.7074434975197867,0.7074434975197867
G01_R0505,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.85,0.1,0.0,0.0,21.1,20.316055045770224,-0.7839449542297778,0.7839449542297778
G01_R0506,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.85,0.2,0.0,0.0,22.568,21.786997433441535,-0.7810025665584632,0.7810025665584632
G01_R0507,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.85,0.3,0.0,0.0,24.618,23.875500664186514,-0.7424993358134842,0.7424993358134842
G01_R0508,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.8,0.1,0.0,0.0,21.102,20.317176221365457,-0.7848237786345429,0.7848237786345429
G01_R0509,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.8,0.2,0.0,0.0,22.573,21.78886874891774,-0.7841312510822611,0.7841312510822611
G01_R0510,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.8,0.3,0.0,0.0,24.627,23.876534964285725,-0.7504650357142744,0.7504650357142744
G01_R0511,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.75,0.1,0.0,0.0,21.105,20.318624798746352,-0.786375201253648,0.786375201253648
G01_R0512,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.75,0.2,0.0,0.0,22.579,21.792814248421703,-0.7861857515782944,0.7861857515782944
G01_R0513,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.75,0.3,0.0,0.0,24.634,23.88000059523811,-0.7539994047618919,0.7539994047618919
G01_R0514,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.7,0.1,0.0,0.0,21.108,20.31845721243681,-0.7895427875631889,0.7895427875631889
G01_R0515,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.7,0.2,0.0,0.0,22.586,21.793205659135992,-0.7927943408640061,0.7927943408640061
G01_R0516,G01,LOGO,holdout_G01,G01,250,20,1e-05,0.7,0.3,0.0,0.0,24.644,23.88077709375001,-0.7632229062499896,0.7632229062499896
G01_R0517,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.85,0.1,0.0,0.0,21.137,20.343975520472668,-0.7930244795273325,0.7930244795273325
G01_R0518,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.85,0.2,0.0,0.0,22.568,21.711973481646847,-0.8560265183531541,0.8560265183531541
G01_R0519,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.85,0.3,0.0,0.0,24.603,23.86368050000001,-0.7393194999999864,0.7393194999999864
G01_R0520,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.8,0.1,0.0,0.0,21.137,20.34480355618696,-0.7921964438130438,0.7921964438130438
G01_R0521,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.8,0.2,0.0,0.0,22.57,21.71318660664685,-0.8568133933531463,0.8568133933531463
G01_R0522,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.8,0.3,0.0,0.0,24.606,23.86448042857144,-0.7415195714285616,0.7415195714285616
G01_R0523,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.75,0.1,0.0,0.0,21.138,20.345536065115528,-0.7924639348844735,0.7924639348844735
G01_R0524,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.75,0.2,0.0,0.0,22.572,21.715057122519788,-0.8569428774802113,0.8569428774802113
G01_R0525,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.75,0.3,0.0,0.0,24.61,23.866994178571414,-0.7430058214285857,0.7430058214285857
G01_R0526,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.7,0.1,0.0,0.0,21.138,20.34527181511552,-0.7927281848844849,0.7927281848844849
G01_R0527,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.7,0.2,0.0,0.0,22.574,21.71510717609121,-0.8588928239087927,0.8588928239087927
G01_R0528,G01,LOGO,holdout_G01,G01,250,20,1e-06,0.7,0.3,0.0,0.0,24.615,23.86790205208332,-0.7470979479166786,0.7470979479166786
G01_R0529,G01,LOGO,holdout_G01,G01,250,50,0.001,0.85,0.1,0.0,0.0,28.119,27.32040200297624,-0.7985979970237622,0.7985979970237622
G01_R0530,G01,LOGO,holdout_G01,G01,250,50,0.001,0.85,0.2,0.0,0.0,30.582,29.46727650942457,-1.1147234905754324,1.1147234905754324
G01_R0531,G01,LOGO,holdout_G01,G01,250,50,0.001,0.85,0.3,0.0,0.0,33.078,31.91190075414866,-1.166099245851342,1.166099245851342
G01_R0532,G01,LOGO,holdout_G01,G01,250,50,0.001,0.8,0.1,0.0,0.0,28.148,27.32217678769848,-0.8258232123015219,0.8258232123015219
