case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G01_R0646,G01,train,500,6,0.0001,0.7,0.1,0.0,0.0,18.1,18.07212014484132,-0.0278798551586838,0.0278798551586838
G01_R0647,G01,train,500,6,0.0001,0.7,0.2,0.0,0.0,19.38,19.31834025496029,-0.0616597450397051,0.0616597450397051
G01_R0648,G01,train,500,6,0.0001,0.7,0.3,0.0,0.0,21.176,21.09222897916664,-0.0837710208333604,0.0837710208333604
G01_R0649,G01,train,500,6,1e-05,0.85,0.1,0.0,0.0,18.096,18.089037042658724,-0.0069629573412761,0.0069629573412761
G01_R0650,G01,train,500,6,1e-05,0.85,0.2,0.0,0.0,19.19,19.191254743055524,0.0012547430555223,0.0012547430555223
G01_R0651,G01,test,500,6,1e-05,0.85,0.3,0.0,0.0,20.992,21.00060852728176,0.0086085272817584,0.0086085272817584
G01_R0652,G01,train,500,6,1e-05,0.8,0.1,0.0,0.0,18.098,18.096473678075395,-0.0015263219246044,0.0015263219246044
G01_R0653,G01,train,500,6,1e-05,0.8,0.2,0.0,0.0,19.198,19.190628568948384,-0.0073714310516166,0.0073714310516166
G01_R0654,G01,train,500,6,1e-05,0.8,0.3,0.0,0.0,21.003,20.998647717757947,-0.0043522822420527,0.0043522822420527
G01_R0655,G01,train,500,6,1e-05,0.75,0.1,0.0,0.0,18.101,18.098540219742063,-0.0024597802579329,0.0024597802579329
G01_R0656,G01,test,500,6,1e-05,0.75,0.2,0.0,0.0,19.206,19.19161776686507,-0.0143822331349312,0.0143822331349312
G01_R0657,G01,train,500,6,1e-05,0.75,0.3,0.0,0.0,21.014,20.998995426091284,-0.0150045739087154,0.0150045739087154
G01_R0658,G01,test,500,6,1e-05,0.7,0.1,0.0,0.0,18.1,18.098850657242064,-0.0011493427579374,0.0011493427579374
G01_R0659,G01,train,500,6,1e-05,0.7,0.2,0.0,0.0,19.214,19.193870075892857,-0.0201299241071417,0.0201299241071417
G01_R0660,G01,train,500,6,1e-05,0.7,0.3,0.0,0.0,21.026,20.99538202281748,-0.0306179771825227,0.0306179771825227
G01_R0661,G01,train,500,6,1e-06,0.85,0.1,0.0,0.0,18.114,18.10321312351184,-0.0107868764881651,0.0107868764881651
G01_R0662,G01,train,500,6,1e-06,0.85,0.2,0.0,0.0,19.091,19.127677084325367,0.0366770843253654,0.0366770843253654
G01_R0663,G01,train,500,6,1e-06,0.85,0.3,0.0,0.0,20.871,20.91062628273816,0.0396262827381583,0.0396262827381583
G01_R0664,G01,train,500,6,1e-06,0.8,0.1,0.0,0.0,18.115,18.11056831547612,-0.0044316845238761,0.0044316845238761
G01_R0665,G01,train,500,6,1e-06,0.8,0.2,0.0,0.0,19.094,19.12682121230156,0.0328212123015561,0.0328212123015561
G01_R0666,G01,train,500,6,1e-06,0.8,0.3,0.0,0.0,20.878,20.908665473214352,0.030665473214352,0.030665473214352
G01_R0667,G01,train,500,6,1e-06,0.75,0.1,0.0,0.0,18.115,18.111384749999942,-0.0036152500000525,0.0036152500000525
G01_R0668,G01,train,500,6,1e-06,0.75,0.2,0.0,0.0,19.098,19.130647081349185,0.0326470813491859,0.0326470813491859
G01_R0669,G01,test,500,6,1e-06,0.75,0.3,0.0,0.0,20.855,20.91413947172625,0.059139471726251,0.059139471726251
G01_R0670,G01,train,500,6,1e-06,0.7,0.1,0.0,0.0,18.116,18.111695187499944,-0.0043048125000559,0.0043048125000559
G01_R0671,G01,test,500,6,1e-06,0.7,0.2,0.0,0.0,19.102,19.135789263888874,0.0337892638888739,0.0337892638888739
G01_R0672,G01,train,500,6,1e-06,0.7,0.3,0.0,0.0,20.862,20.91065846130958,0.0486584613095821,0.0486584613095821
G01_R0673,G01,train,500,20,0.001,0.85,0.1,0.0,0.0,27.045,27.135101618551584,0.0901016185515821,0.0901016185515821
G01_R0674,G01,train,500,20,0.001,0.85,0.2,0.0,0.0,29.136,29.316422778273783,0.1804227782737832,0.1804227782737832
G01_R0675,G01,train,500,20,0.001,0.85,0.3,0.0,0.0,31.741,32.404219663690505,0.663219663690505,0.663219663690505
G01_R0676,G01,train,500,20,0.001,0.8,0.1,0.0,0.0,27.075,27.137859919146823,0.0628599191468239,0.0628599191468239
G01_R0677,G01,test,500,20,0.001,0.8,0.2,0.0,0.0,29.176,29.328163736607102,0.152163736607104,0.152163736607104
G01_R0678,G01,test,500,20,0.001,0.8,0.3,0.0,0.0,31.792,32.631600078373026,0.8396000783730244,0.8396000783730244
G01_R0679,G01,train,500,20,0.001,0.75,0.1,0.0,0.0,27.108,27.146323091765847,0.0383230917658465,0.0383230917658465
G01_R0680,G01,train,500,20,0.001,0.75,0.2,0.0,0.0,29.218,29.31521697172616,0.0972169717261621,0.0972169717261621
G01_R0681,G01,test,500,20,0.001,0.75,0.3,0.0,0.0,31.846,32.68682113045634,0.8408211304563373,0.8408211304563373
G01_R0682,G01,train,500,20,0.001,0.7,0.1,0.0,0.0,27.143,27.13980630505949,-0.00319369494051,0.00319369494051
G01_R0683,G01,train,500,20,0.001,0.7,0.2,0.0,0.0,29.263,29.33612337053567,0.0731233705356686,0.0731233705356686
G01_R0684,G01,test,500,20,0.001,0.7,0.3,0.0,0.0,31.902,32.693812181051584,0.7918121810515828,0.7918121810515828
G01_R0685,G01,train,500,20,0.0001,0.85,0.1,0.0,0.0,27.511,27.48525670238091,-0.0257432976190905,0.0257432976190905
G01_R0686,G01,train,500,20,0.0001,0.85,0.2,0.0,0.0,29.679,29.545662402281707,-0.1333375977182918,0.1333375977182918
G01_R0687,G01,train,500,20,0.0001,0.85,0.3,0.0,0.0,32.78,32.40935374702384,-0.3706462529761651,0.3706462529761651
G01_R0688,G01,train,500,20,0.0001,0.8,0.1,0.0,0.0,27.523,27.487529045138828,-0.0354709548611715,0.0354709548611715
G01_R0689,G01,train,500,20,0.0001,0.8,0.2,0.0,0.0,29.697,29.558524298115024,-0.1384757018849747,0.1384757018849747
G01_R0690,G01,train,500,20,0.0001,0.8,0.3,0.0,0.0,32.803,32.63673416170636,-0.1662658382936399,0.1662658382936399
G01_R0691,G01,train,500,20,0.0001,0.75,0.1,0.0,0.0,27.536,27.486418304067403,-0.0495816959325985,0.0495816959325985
G01_R0692,G01,test,500,20,0.0001,0.75,0.2,0.0,0.0,29.717,29.545504512400747,-0.1714954875992518,0.1714954875992518
G01_R0693,G01,train,500,20,0.0001,0.75,0.3,0.0,0.0,32.827,32.69195521378967,-0.1350447862103294,0.1350447862103294
G01_R0694,G01,test,500,20,0.0001,0.7,0.1,0.0,0.0,27.549,27.479901517361046,-0.0690984826389531,0.0690984826389531
G01_R0695,G01,train,500,20,0.0001,0.7,0.2,0.0,0.0,29.738,29.56554828621026,-0.1724517137897407,0.1724517137897407
G01_R0696,G01,train,500,20,0.0001,0.7,0.3,0.0,0.0,32.853,32.698946264384915,-0.1540537356150864,0.1540537356150864
G01_R0697,G01,train,500,20,1e-05,0.85,0.1,0.0,0.0,27.4,27.416232182539687,0.0162321825396887,0.0162321825396887
G01_R0698,G01,train,500,20,1e-05,0.85,0.2,0.0,0.0,29.177,29.179368461805552,0.0023684618055526,0.0023684618055526
G01_R0699,G01,train,500,20,1e-05,0.85,0.3,0.0,0.0,32.178,32.14336341098485,-0.0346365890151503,0.0346365890151503
G01_R0700,G01,train,500,20,1e-05,0.8,0.1,0.0,0.0,27.403,27.41716192410714,0.0141619241071424,0.0141619241071424
G01_R0701,G01,train,500,20,1e-05,0.8,0.2,0.0,0.0,29.188,29.183776836805546,-0.0042231631944567,0.0042231631944567
G01_R0702,G01,train,500,20,1e-05,0.8,0.3,0.0,0.0,32.195,32.18540596257211,-0.0095940374278882,0.0095940374278882
G01_R0703,G01,train,500,20,1e-05,0.75,0.1,0.0,0.0,27.408,27.418570982638865,0.010570982638864,0.010570982638864
G01_R0704,G01,train,500,20,1e-05,0.75,0.2,0.0,0.0,29.202,29.191144168650744,-0.0108558313492572,0.0108558313492572
G01_R0705,G01,train,500,20,1e-05,0.75,0.3,0.0,0.0,32.214,32.20894983608398,-0.0050501639160174,0.0050501639160174
G01_R0706,G01,test,500,20,1e-05,0.7,0.1,0.0,0.0,27.371,27.41458914236108,0.0435891423610783,0.0435891423610783
G01_R0707,G01,train,500,20,1e-05,0.7,0.2,0.0,0.0,29.216,29.211570984126915,-0.0044290158730859,0.0044290158730859
G01_R0708,G01,train,500,20,1e-05,0.7,0.3,0.0,0.0,32.234,32.21561501167923,-0.0183849883207685,0.0183849883207685
G01_R0709,G01,train,500,20,1e-06,0.85,0.1,0.0,0.0,27.431,27.427576947420707,-0.0034230525792935,0.0034230525792935
G01_R0710,G01,train,500,20,1e-06,0.85,0.2,0.0,0.0,29.011,29.059295518849137,0.0482955188491374,0.0482955188491374
G01_R0711,G01,train,500,20,1e-06,0.85,0.3,0.0,0.0,31.936,31.97750512202383,0.0415051220238318,0.0415051220238318
G01_R0712,G01,train,500,20,1e-06,0.8,0.1,0.0,0.0,27.432,27.4294208302809,-0.0025791697190982,0.0025791697190982
G01_R0713,G01,train,500,20,1e-06,0.8,0.2,0.0,0.0,29.015,29.062021498015792,0.0470214980157912,0.0470214980157912
G01_R0714,G01,train,500,20,1e-06,0.8,0.3,0.0,0.0,31.946,31.996993757936515,0.0509937579365136,0.0509937579365136
G01_R0715,G01,train,500,20,1e-06,0.75,0.1,0.0,0.0,27.433,27.42995265666973,-0.0030473433302695,0.0030473433302695
G01_R0716,G01,train,500,20,1e-06,0.75,0.2,0.0,0.0,29.021,29.069140398313383,0.0481403983133823,0.0481403983133823
G01_R0717,G01,train,500,20,1e-06,0.75,0.3,0.0,0.0,31.956,32.016480324900826,0.0604803249008263,0.0604803249008263
G01_R0718,G01,train,500,20,1e-06,0.7,0.1,0.0,0.0,27.434,27.425586587225272,-0.008413412774729,0.008413412774729
G01_R0719,G01,test,500,20,1e-06,0.7,0.2,0.0,0.0,29.028,29.098654419146712,0.0706544191467131,0.0706544191467131
G01_R0720,G01,train,500,20,1e-06,0.7,0.3,0.0,0.0,31.969,32.02244654216274,0.0534465421627388,0.0534465421627388
G01_R0721,G01,test,500,50,0.001,0.85,0.1,0.0,0.0,37.512,37.73938809586934,0.2273880958693368,0.2273880958693368
G01_R0722,G01,test,500,50,0.001,0.85,0.2,0.0,0.0,40.021,39.8614238696789,-0.1595761303210991,0.1595761303210991
G01_R0723,G01,train,500,50,0.001,0.85,0.3,0.0,0.0,44.456,44.15238403291846,-0.3036159670815408,0.3036159670815408
G01_R0724,G01,train,500,50,0.001,0.8,0.1,0.0,0.0,37.556,37.73859147086935,0.1825914708693474,0.1825914708693474
G01_R0725,G01,train,500,50,0.001,0.8,0.2,0.0,0.0,40.071,39.85613975509556,-0.2148602449044361,0.2148602449044361
G01_R0726,G01,train,500,50,0.001,0.8,0.3,0.0,0.0,44.522,44.19093493916844,-0.3310650608315626,0.3310650608315626
G01_R0727,G01,train,500,50,0.001,0.75,0.1,0.0,0.0,37.602,37.73630999170268,0.1343099917026862,0.1343099917026862
G01_R0728,G01,train,500,50,0.001,0.75,0.2,0.0,0.0,40.128,39.898505490214646,-0.2294945097853542,0.2294945097853542
G01_R0729,G01,train,500,50,0.001,0.75,0.3,0.0,0.0,44.591,44.25909725892848,-0.3319027410715236,0.3319027410715236
G01_R0730,G01,train,500,50,0.001,0.7,0.1,0.0,0.0,37.649,37.72788435975824,0.0788843597582342,0.0788843597582342
G01_R0731,G01,train,500,50,0.001,0.7,0.2,0.0,0.0,40.199,39.930130953012274,-0.2688690469877244,0.2688690469877244
G01_R0732,G01,test,500,50,0.001,0.7,0.3,0.0,0.0,44.661,44.25158659374991,-0.4094134062500956,0.4094134062500956
G01_R0733,G01,train,500,50,0.0001,0.85,0.1,0.0,0.0,38.127,38.122930465413056,-0.0040695345869465,0.0040695345869465
G01_R0734,G01,train,500,50,0.0001,0.85,0.2,0.0,0.0,40.47,40.46315959338922,-0.0068404066107774,0.0068404066107774
G01_R0735,G01,test,500,50,0.0001,0.85,0.3,0.0,0.0,44.451,44.41977780722397,-0.0312221927760276,0.0312221927760276
G01_R0736,G01,train,500,50,0.0001,0.8,0.1,0.0,0.0,38.14,38.12300910529401,-0.0169908947059909,0.0169908947059909
G01_R0737,G01,train,500,50,0.0001,0.8,0.2,0.0,0.0,40.494,40.45876143713923,-0.0352385628607692,0.0352385628607692
G01_R0738,G01,train,500,50,0.0001,0.8,0.3,0.0,0.0,44.479,44.43843712270015,-0.0405628772998483,0.0405628772998483
G01_R0739,G01,train,500,50,0.0001,0.75,0.1,0.0,0.0,38.153,38.12437097582971,-0.0286290241702857,0.0286290241702857
G01_R0740,G01,train,500,50,0.0001,0.75,0.2,0.0,0.0,40.52,40.46713560082971,-0.0528643991702963,0.0528643991702963
G01_R0741,G01,train,500,50,0.0001,0.75,0.3,0.0,0.0,44.509,44.48819092162688,-0.0208090783731194,0.0208090783731194
G01_R0742,G01,train,500,50,0.0001,0.7,0.1,0.0,0.0,38.165,38.11584867721859,-0.0491513227814124,0.0491513227814124
G01_R0743,G01,train,500,50,0.0001,0.7,0.2,0.0,0.0,40.548,40.46841293862733,-0.0795870613726776,0.0795870613726776
G01_R0744,G01,train,500,50,0.0001,0.7,0.3,0.0,0.0,44.539,44.48302440228163,-0.0559755977183726,0.0559755977183726
G01_R0745,G01,train,500,50,1e-05,0.85,0.1,0.0,0.0,38.305,38.29603587251988,-0.0089641274801195,0.0089641274801195
G01_R0746,G01,train,500,50,1e-05,0.85,0.2,0.0,0.0,40.304,40.33080059839463,0.0268005983946224,0.0268005983946224
G01_R0747,G01,test,500,50,1e-05,0.85,0.3,0.0,0.0,44.409,44.34651443799599,-0.0624855620040065,0.0624855620040065
G01_R0748,G01,train,500,50,1e-05,0.8,0.1,0.0,0.0,38.282,38.2902154072421,0.0082154072421047,0.0082154072421047
G01_R0749,G01,train,500,50,1e-05,0.8,0.2,0.0,0.0,40.329,40.32860242875178,-0.0003975712482215,0.0003975712482215
G01_R0750,G01,train,500,50,1e-05,0.8,0.3,0.0,0.0,44.405,44.36723651537694,-0.0377634846230634,0.0377634846230634
G01_R0751,G01,train,500,50,1e-05,0.75,0.1,0.0,0.0,38.241,38.2916837529763,0.0506837529762975,0.0506837529762975
G01_R0752,G01,test,500,50,1e-05,0.75,0.2,0.0,0.0,40.343,40.33137974720415,-0.0116202527958506,0.0116202527958506
G01_R0753,G01,train,500,50,1e-05,0.75,0.3,0.0,0.0,44.451,44.41451273015871,-0.0364872698412881,0.0364872698412881
G01_R0754,G01,train,500,50,1e-05,0.7,0.1,0.0,0.0,38.32,38.28463327380962,-0.0353667261903822,0.0353667261903822
G01_R0755,G01,train,500,50,1e-05,0.7,0.2,0.0,0.0,40.372,40.33204109393032,-0.0399589060696783,0.0399589060696783
G01_R0756,G01,train,500,50,1e-05,0.7,0.3,0.0,0.0,44.457,44.405647554563465,-0.0513524454365352,0.0513524454365352
G01_R0757,G01,train,500,50,1e-06,0.85,0.1,0.0,0.0,38.387,38.332549290674585,-0.0544507093254154,0.0544507093254154
G01_R0758,G01,train,500,50,1e-06,0.85,0.2,0.0,0.0,40.122,40.16278035421162,0.0407803542116198,0.0407803542116198
G01_R0759,G01,train,500,50,1e-06,0.85,0.3,0.0,0.0,44.115,44.14169941815475,0.0266994181547488,0.0266994181547488
G01_R0760,G01,test,500,50,1e-06,0.8,0.1,0.0,0.0,38.388,38.32651890873014,-0.0614810912698615,0.0614810912698615
G01_R0761,G01,train,500,50,1e-06,0.8,0.2,0.0,0.0,40.129,40.15942974706878,0.0304297470687799,0.0304297470687799
G01_R0762,G01,train,500,50,1e-06,0.8,0.3,0.0,0.0,44.126,44.15388095386902,0.0278809538690225,0.0278809538690225
G01_R0763,G01,train,500,50,1e-06,0.75,0.1,0.0,0.0,38.389,38.32837852232145,-0.060621477678552,0.060621477678552
G01_R0764,G01,train,500,50,1e-06,0.75,0.2,0.0,0.0,40.136,40.16037906403312,0.0243790640331198,0.0243790640331198
G01_R0765,G01,test,500,50,1e-06,0.75,0.3,0.0,0.0,44.138,44.21062109375,0.0726210937500013,0.0726210937500013
G01_R0766,G01,test,500,50,1e-06,0.7,0.1,0.0,0.0,38.39,38.32033083482144,-0.0696691651785599,0.0696691651785599
G01_R0767,G01,train,500,50,1e-06,0.7,0.2,0.0,0.0,40.147,40.16296697028312,0.0159669702831237,0.0159669702831237
G01_R0768,G01,train,500,50,1e-06,0.7,0.3,0.0,0.0,44.153,44.204893822916674,0.0518938229166749,0.0518938229166749
G02_R0001,G02,train,25,3,0.001,0.85,0.1,0.1,4.0,6.6445,6.648724543402779,0.0042245434027794,0.0042245434027794
G02_R0002,G02,train,25,3,0.001,0.85,0.2,0.1,4.0,7.1671,7.1748047903544485,0.0077047903544489,0.0077047903544489
G02_R0003,G02,train,25,3,0.001,0.85,0.3,0.1,4.0,7.7781,7.779910983897007,0.0018109838970072,0.0018109838970072
G02_R0004,G02,train,25,3,0.001,0.8,0.1,0.1,4.0,6.6494,6.649238118253973,-0.0001618817460267,0.0001618817460267
G02_R0005,G02,train,25,3,0.001,0.8,0.2,0.1,4.0,7.1739,7.174843998349576,0.0009439983495758,0.0009439983495758
G02_R0006,G02,train,25,3,0.001,0.8,0.3,0.1,4.0,7.7859,7.790208884591453,0.0043088845914533,0.0043088845914533
G02_R0007,G02,train,25,3,0.001,0.75,0.1,0.1,4.0,6.6545,6.653565832638883,-0.0009341673611169,0.0009341673611169
G02_R0008,G02,train,25,3,0.001,0.75,0.2,0.1,4.0,7.1812,7.179927635452743,-0.0012723645472565,0.0012723645472565
G02_R0009,G02,test,25,3,0.001,0.75,0.3,0.1,4.0,7.7943,7.797245761129143,0.0029457611291432,0.0029457611291432
G02_R0010,G02,train,25,3,0.001,0.7,0.1,0.1,4.0,6.6599,6.654802702281743,-0.0050972977182572,0.0050972977182572
G02_R0011,G02,train,25,3,0.001,0.7,0.2,0.1,4.0,7.1888,7.181847868488456,-0.0069521315115439,0.0069521315115439
G02_R0012,G02,train,25,3,0.001,0.7,0.3,0.1,4.0,7.8032,7.798610183400971,-0.0045898165990294,0.0045898165990294
G02_R0013,G02,train,25,3,0.0001,0.85,0.1,0.1,4.0,6.955,6.957205506354769,0.0022055063547687,0.0022055063547687
G02_R0014,G02,train,25,3,0.0001,0.85,0.2,0.1,4.0,7.573,7.5757793219245935,0.002779321924593,0.002779321924593
G02_R0015,G02,train,25,3,0.0001,0.85,0.3,0.1,4.0,8.3776,8.388211286593624,0.0106112865936243,0.0106112865936243
G02_R0016,G02,train,25,3,0.0001,0.8,0.1,0.1,4.0,6.9578,6.958473049807148,0.0006730498071485,0.0006730498071485
G02_R0017,G02,train,25,3,0.0001,0.8,0.2,0.1,4.0,7.5767,7.576792194940468,9.21949404686373e-05,9.21949404686373e-05
G02_R0018,G02,train,25,3,0.0001,0.8,0.3,0.1,4.0,8.3822,8.391957741305923,0.0097577413059237,0.0097577413059237
G02_R0019,G02,train,25,3,0.0001,0.75,0.1,0.1,4.0,6.9608,6.960280083302822,-0.0005199166971774,0.0005199166971774
G02_R0020,G02,test,25,3,0.0001,0.75,0.2,0.1,4.0,7.5804,7.579437131398793,-0.0009628686012073,0.0009628686012073
G02_R0021,G02,train,25,3,0.0001,0.75,0.3,0.1,4.0,8.3869,8.401818217645214,0.0149182176452136,0.0149182176452136
G02_R0022,G02,test,25,3,0.0001,0.7,0.1,0.1,4.0,6.9639,6.960018560088535,-0.0038814399114652,0.0038814399114652
G02_R0023,G02,test,25,3,0.0001,0.7,0.2,0.1,4.0,7.5843,7.5836091750992,-0.0006908249007997,0.0006908249007997
G02_R0024,G02,train,25,3,0.0001,0.7,0.3,0.1,4.0,8.3918,8.400272157674983,0.0084721576749835,0.0084721576749835
G02_R0025,G02,train,25,3,1e-05,0.85,0.1,0.1,4.0,7.0395,7.037585597321419,-0.0019144026785813,0.0019144026785813
G02_R0026,G02,train,25,3,1e-05,0.85,0.2,0.1,4.0,7.688,7.692223401533189,0.0042234015331894,0.0042234015331894
G02_R0027,G02,train,25,3,1e-05,0.85,0.3,0.1,4.0,8.5438,8.553532070386893,0.0097320703868941,0.0097320703868941
G02_R0028,G02,train,25,3,1e-05,0.8,0.1,0.1,4.0,7.0405,7.037220811011895,-0.0032791889881051,0.0032791889881051
G02_R0029,G02,train,25,3,1e-05,0.8,0.2,0.1,4.0,7.6893,7.691064651185963,0.0017646511859625,0.0017646511859625
G02_R0030,G02,train,25,3,1e-05,0.8,0.3,0.1,4.0,8.5455,8.555113050148812,0.0096130501488111,0.0096130501488111
G02_R0031,G02,test,25,3,1e-05,0.75,0.1,0.1,4.0,7.0416,7.036085206448401,-0.0055147935515984,0.0055147935515984
G02_R0032,G02,train,25,3,1e-05,0.75,0.2,0.1,4.0,7.6906,7.690776617257391,0.0001766172573915,0.0001766172573915
G02_R0033,G02,test,25,3,1e-05,0.75,0.3,0.1,4.0,8.5472,8.564620672668653,0.0174206726686527,0.0174206726686527
G02_R0034,G02,train,25,3,1e-05,0.7,0.1,0.1,4.0,7.0427,7.036831039484112,-0.0058689605158877,0.0058689605158877
G02_R0035,G02,test,25,3,1e-05,0.7,0.2,0.1,4.0,7.692,7.69135188422168,-0.0006481157783202,0.0006481157783202
G02_R0036,G02,test,25,3,1e-05,0.7,0.3,0.1,4.0,8.549,8.566633249355158,0.0176332493551587,0.0176332493551587
G02_R0037,G02,train,25,3,1e-06,0.85,0.1,0.1,4.0,7.0656,7.054439107986124,-0.0111608920138754,0.0111608920138754
G02_R0038,G02,test,25,3,1e-06,0.85,0.2,0.1,4.0,7.7228,7.728625187648819,0.0058251876488188,0.0058251876488188
G02_R0039,G02,train,25,3,1e-06,0.85,0.3,0.1,4.0,8.5922,8.59955553206375,0.0073555320637499,0.0073555320637499
G02_R0040,G02,test,25,3,1e-06,0.8,0.1,0.1,4.0,7.0659,7.052782934771837,-0.0131170652281626,0.0131170652281626
G02_R0041,G02,train,25,3,1e-06,0.8,0.2,0.1,4.0,7.723,7.726743605357152,0.003743605357152,0.003743605357152
G02_R0042,G02,train,25,3,1e-06,0.8,0.3,0.1,4.0,8.5925,8.599170424176847,0.006670424176848,0.006670424176848
G02_R0043,G02,test,25,3,1e-06,0.75,0.1,0.1,4.0,7.0662,7.052510895486115,-0.0136891045138849,0.0136891045138849
G02_R0044,G02,test,25,3,1e-06,0.75,0.2,0.1,4.0,7.7234,7.728951164880958,0.0055511648809583,0.0055511648809583
G02_R0045,G02,test,25,3,1e-06,0.75,0.3,0.1,4.0,8.5929,8.599697908105414,0.0067979081054136,0.0067979081054136
G02_R0046,G02,train,25,3,1e-06,0.7,0.1,0.1,4.0,7.0665,7.054216794841276,-0.0122832051587238,0.0122832051587238
G02_R0047,G02,train,25,3,1e-06,0.7,0.2,0.1,4.0,7.7237,7.7281202157738145,0.0044202157738144,0.0044202157738144
G02_R0048,G02,train,25,3,1e-06,0.7,0.3,0.1,4.0,8.5933,8.600547240843506,0.0072472408435064,0.0072472408435064
G02_R0049,G02,train,25,6,0.001,0.85,0.1,0.1,4.0,7.3225,7.327351254216271,0.0048512542162715,0.0048512542162715
G02_R0050,G02,train,25,6,0.001,0.85,0.2,0.1,4.0,7.8985,7.903173974355151,0.0046739743551507,0.0046739743551507
G02_R0051,G02,train,25,6,0.001,0.85,0.3,0.1,4.0,8.5656,8.578552543799598,0.0129525437995976,0.0129525437995976
G02_R0052,G02,train,25,6,0.001,0.8,0.1,0.1,4.0,7.3276,7.328505009374997,0.0009050093749962,0.0009050093749962
G02_R0053,G02,train,25,6,0.001,0.8,0.2,0.1,4.0,7.9057,7.905934424603167,0.0002344246031666,0.0002344246031666
G02_R0054,G02,train,25,6,0.001,0.8,0.3,0.1,4.0,8.574,8.580665745585323,0.0066657455853231,0.0066657455853231
G02_R0055,G02,train,25,6,0.001,0.75,0.1,0.1,4.0,7.3329,7.334233871974193,0.0013338719741922,0.0013338719741922
G02_R0056,G02,train,25,6,0.001,0.75,0.2,0.1,4.0,7.9133,7.914838416946245,0.0015384169462455,0.0015384169462455
G02_R0057,G02,train,25,6,0.001,0.75,0.3,0.1,4.0,8.583,8.59120510610117,0.0082051061011689,0.0082051061011689
G02_R0058,G02,train,25,6,0.001,0.7,0.1,0.1,4.0,7.3384,7.338003158333331,-0.000396841666669,0.000396841666669
G02_R0059,G02,train,25,6,0.001,0.7,0.2,0.1,4.0,7.9213,7.921272471626994,-2.7528373005125676e-05,2.7528373005125676e-05
G02_R0060,G02,train,25,6,0.001,0.7,0.3,0.1,4.0,8.5925,8.597129822023787,0.0046298220237872,0.0046298220237872
G02_R0061,G02,test,25,6,0.0001,0.85,0.1,0.1,4.0,7.6338,7.640800888740075,0.0070008887400749,0.0070008887400749
G02_R0062,G02,test,25,6,0.0001,0.85,0.2,0.1,4.0,8.3,8.316112299801599,0.0161122998015983,0.0161122998015983
G02_R0063,G02,train,25,6,0.0001,0.85,0.3,0.1,4.0,9.1502,9.163048246726191,0.0128482467261914,0.0128482467261914
G02_R0064,G02,test,25,6,0.0001,0.8,0.1,0.1,4.0,7.6367,7.641913920734119,0.0052139207341186,0.0052139207341186
G02_R0065,G02,train,25,6,0.0001,0.8,0.2,0.1,4.0,8.3036,8.316739055158738,0.0131390551587387,0.0131390551587387
G02_R0066,G02,test,25,6,0.0001,0.8,0.3,0.1,4.0,9.1548,9.162458224107144,0.0076582241071445,0.0076582241071445
G02_R0067,G02,train,25,6,0.0001,0.75,0.1,0.1,4.0,7.6398,7.643411079067445,0.0036110790674452,0.0036110790674452
G02_R0068,G02,train,25,6,0.0001,0.75,0.2,0.1,4.0,8.3074,8.319532752182559,0.0121327521825591,0.0121327521825591
G02_R0069,G02,train,25,6,0.0001,0.75,0.3,0.1,4.0,9.1596,9.164119582142858,0.0045195821428585,0.0045195821428585
G02_R0070,G02,train,25,6,0.0001,0.7,0.1,0.1,4.0,7.6429,7.641760723859113,-0.0011392761408872,0.0011392761408872
G02_R0071,G02,test,25,6,0.0001,0.7,0.2,0.1,4.0,8.3114,8.321244362599222,0.009844362599221,0.009844362599221
G02_R0072,G02,train,25,6,0.0001,0.7,0.3,0.1,4.0,9.1646,9.166477041666669,0.0018770416666669,0.0018770416666669
G02_R0073,G02,train,25,6,1e-05,0.85,0.1,0.1,4.0,7.7185,7.71890515992062,0.0004051599206205,0.0004051599206205
G02_R0074,G02,train,25,6,1e-05,0.85,0.2,0.1,4.0,8.4135,8.420406486918266,0.0069064869182646,0.0069064869182646
G02_R0075,G02,test,25,6,1e-05,0.85,0.3,0.1,4.0,9.3114,9.32032686876353,0.0089268687635293,0.0089268687635293
G02_R0076,G02,test,25,6,1e-05,0.8,0.1,0.1,4.0,7.7195,7.719772564682525,0.0002725646825254,0.0002725646825254
G02_R0077,G02,train,25,6,1e-05,0.8,0.2,0.1,4.0,8.4148,8.421849164944055,0.0070491649440551,0.0070491649440551
G02_R0078,G02,train,25,6,1e-05,0.8,0.3,0.1,4.0,9.3131,9.320305233346865,0.0072052333468626,0.0072052333468626
G02_R0079,G02,train,25,6,1e-05,0.75,0.1,0.1,4.0,7.7206,7.719854794593244,-0.0007452054067558,0.0007452054067558
G02_R0080,G02,train,25,6,1e-05,0.75,0.2,0.1,4.0,8.4161,8.421217957205968,0.005117957205968,0.005117957205968
G02_R0081,G02,train,25,6,1e-05,0.75,0.3,0.1,4.0,9.3148,9.318594703336949,0.0037947033369487,0.0037947033369487
G02_R0082,G02,train,25,6,1e-05,0.7,0.1,0.1,4.0,7.7217,7.720314866319436,-0.0013851336805643,0.0013851336805643
G02_R0083,G02,train,25,6,1e-05,0.7,0.2,0.1,4.0,8.4175,8.424489149751958,0.0069891497519574,0.0069891497519574
