case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,pct_error
G01_R0547,G01,train,250,50,0.0001,0.75,0.1,0.0,0.0,28.82,28.807628987824657,-0.0429250942933494
G01_R0548,G01,train,250,50,0.0001,0.75,0.2,0.0,0.0,31.505,31.33994076537696,-0.5239144092145387
G01_R0549,G01,train,250,50,0.0001,0.75,0.3,0.0,0.0,34.632,34.420618620039775,-0.610364344999488
G01_R0550,G01,train,250,50,0.0001,0.7,0.1,0.0,0.0,28.832,28.805960640602443,-0.0903140933600092
G01_R0551,G01,train,250,50,0.0001,0.7,0.2,0.0,0.0,31.526,31.35921063244044,-0.5290533767669838
G01_R0552,G01,test,250,50,0.0001,0.7,0.3,0.0,0.0,34.657,34.375802296627086,-0.8113734696393535
G01_R0553,G01,train,250,50,1e-05,0.85,0.1,0.0,0.0,28.987,28.985871176587374,-0.0038942402201841
G01_R0554,G01,train,250,50,1e-05,0.85,0.2,0.0,0.0,31.078,31.105891262310653,0.0897460013857183
G01_R0555,G01,train,250,50,1e-05,0.85,0.3,0.0,0.0,34.774,34.770570984126906,-0.0098608611982958
G01_R0556,G01,test,250,50,1e-05,0.8,0.1,0.0,0.0,28.991,28.988664873015946,-0.0080546617365869
G01_R0557,G01,train,250,50,1e-05,0.8,0.2,0.0,0.0,31.085,31.09270271121939,0.0247795117239423
G01_R0558,G01,train,250,50,1e-05,0.8,0.3,0.0,0.0,34.786,34.77318603769834,-0.0368365500536527
G01_R0559,G01,train,250,50,1e-05,0.75,0.1,0.0,0.0,28.995,28.996797066468336,0.0061978495200367
G01_R0560,G01,train,250,50,1e-05,0.75,0.2,0.0,0.0,31.093,31.115600323818548,0.0726862117471704
G01_R0561,G01,train,250,50,1e-05,0.75,0.3,0.0,0.0,34.8,34.76381060912704,-0.103992502508493
G01_R0562,G01,test,250,50,1e-05,0.7,0.1,0.0,0.0,28.998,28.997226545635,-0.0026672679667669
G01_R0563,G01,train,250,50,1e-05,0.7,0.2,0.0,0.0,31.102,31.13498369385823,0.1060500734944089
G01_R0564,G01,train,250,50,1e-05,0.7,0.3,0.0,0.0,34.814,34.710078766865145,-0.2985041452716008
G01_R0565,G01,train,250,50,1e-06,0.85,0.1,0.0,0.0,29.051,29.009044829365067,-0.1444190239059987
G01_R0566,G01,test,250,50,1e-06,0.85,0.2,0.0,0.0,31.095,31.10238958671541,0.0237645496556106
G01_R0567,G01,train,250,50,1e-06,0.85,0.3,0.0,0.0,34.743,34.7489418487103,0.017102290275164
G01_R0568,G01,test,250,50,1e-06,0.8,0.1,0.0,0.0,29.052,29.01183852579364,-0.1382399635355816
G01_R0569,G01,test,250,50,1e-06,0.8,0.2,0.0,0.0,31.097,31.089666306457485,-0.0235832830900626
G01_R0570,G01,train,250,50,1e-06,0.8,0.3,0.0,0.0,34.748,34.75082099603175,0.0081184414405177
G01_R0571,G01,train,250,50,1e-06,0.75,0.1,0.0,0.0,29.052,29.019970719246025,-0.1102481094381604
G01_R0572,G01,train,250,50,1e-06,0.75,0.2,0.0,0.0,31.099,31.110426731556636,0.0367430835609901
G01_R0573,G01,train,250,50,1e-06,0.75,0.3,0.0,0.0,34.753,34.73918727132941,-0.0397454282237121
G01_R0574,G01,train,250,50,1e-06,0.7,0.1,0.0,0.0,29.053,29.02040019841269,-0.1122080390572735
G01_R0575,G01,train,250,50,1e-06,0.7,0.2,0.0,0.0,31.101,31.12981010159632,0.092634004039475
G01_R0576,G01,train,250,50,1e-06,0.7,0.3,0.0,0.0,34.759,34.687207165674664,-0.206544590826365
G01_R0577,G01,train,500,3,0.001,0.85,0.1,0.0,0.0,14.265,14.328946796987768,0.4482775814074156
G01_R0578,G01,train,500,3,0.001,0.85,0.2,0.0,0.0,15.213,15.274407706349212,0.4036528386854196
G01_R0579,G01,train,500,3,0.001,0.85,0.3,0.0,0.0,16.392,16.51273411259918,0.7365429026304314
G01_R0580,G01,train,500,3,0.001,0.8,0.1,0.0,0.0,14.279,14.333343274666342,0.3805817961085675
G01_R0581,G01,train,500,3,0.001,0.8,0.2,0.0,0.0,15.232,15.285606806051597,0.3519354388891512
G01_R0582,G01,train,500,3,0.001,0.8,0.3,0.0,0.0,16.417,16.521470985615057,0.6363585649939416
G01_R0583,G01,test,500,3,0.001,0.75,0.1,0.0,0.0,14.295,14.333221462166344,0.2673764404780874
G01_R0584,G01,train,500,3,0.001,0.75,0.2,0.0,0.0,15.252,15.28785670486112,0.2350951013710961
G01_R0585,G01,test,500,3,0.001,0.75,0.3,0.0,0.0,16.443,16.523269375496017,0.488167460293231
G01_R0586,G01,train,500,3,0.001,0.7,0.1,0.0,0.0,14.312,14.331854072285392,0.1387232552081636
G01_R0587,G01,test,500,3,0.001,0.7,0.2,0.0,0.0,15.273,15.287856413194453,0.0972723970042091
G01_R0588,G01,train,500,3,0.001,0.7,0.3,0.0,0.0,16.471,16.515640280257927,0.2710234974071182
G01_R0589,G01,train,500,3,0.0001,0.85,0.1,0.0,0.0,14.474,14.467478351190488,-0.045057681425398
G01_R0590,G01,test,500,3,0.0001,0.85,0.2,0.0,0.0,15.468,15.411619501488108,-0.3644976629938717
G01_R0591,G01,train,500,3,0.0001,0.85,0.3,0.0,0.0,16.864,16.796707102182552,-0.3990328381015711
G01_R0592,G01,train,500,3,0.0001,0.8,0.1,0.0,0.0,14.48,14.472224953869077,-0.053695069964942
G01_R0593,G01,train,500,3,0.0001,0.8,0.2,0.0,0.0,15.477,15.423349642857154,-0.3466457139164318
G01_R0594,G01,train,500,3,0.0001,0.8,0.3,0.0,0.0,16.875,16.804997829365096,-0.4148276778364688
G01_R0595,G01,test,500,3,0.0001,0.75,0.1,0.0,0.0,14.486,14.472287694940496,-0.0946590160120441
G01_R0596,G01,train,500,3,0.0001,0.75,0.2,0.0,0.0,15.487,15.425503946924616,-0.3970817658383423
G01_R0597,G01,test,500,3,0.0001,0.75,0.3,0.0,0.0,16.887,16.804685726686536,-0.4874416611207705
G01_R0598,G01,train,500,3,0.0001,0.7,0.1,0.0,0.0,14.493,14.470869813988111,-0.1526956876553331
G01_R0599,G01,test,500,3,0.0001,0.7,0.2,0.0,0.0,15.497,15.425448613591282,-0.4617112112584231
G01_R0600,G01,test,500,3,0.0001,0.7,0.3,0.0,0.0,16.898,16.796940503472253,-0.5980559624082511
G01_R0601,G01,train,500,3,1e-05,0.85,0.1,0.0,0.0,14.5,14.49759526190476,-0.0165844006568176
G01_R0602,G01,train,500,3,1e-05,0.85,0.2,0.0,0.0,15.384,15.38655463144844,0.0166057686456067
G01_R0603,G01,test,500,3,1e-05,0.85,0.3,0.0,0.0,16.81,16.794749277281756,-0.0907241089722937
G01_R0604,G01,train,500,3,1e-05,0.8,0.1,0.0,0.0,14.502,14.500529708333351,-0.0101385441087269
G01_R0605,G01,train,500,3,1e-05,0.8,0.2,0.0,0.0,15.39,15.395506397817492,0.0357790631415945
G01_R0606,G01,test,500,3,1e-05,0.8,0.3,0.0,0.0,16.818,16.80371634375001,-0.0849307661433593
G01_R0607,G01,train,500,3,1e-05,0.75,0.1,0.0,0.0,14.504,14.501122499999973,-0.019839354660969
G01_R0608,G01,train,500,3,1e-05,0.75,0.2,0.0,0.0,15.396,15.398285553075416,0.0148451096090889
G01_R0609,G01,train,500,3,1e-05,0.75,0.3,0.0,0.0,16.827,16.80432532738098,-0.1347517241280211
G01_R0610,G01,train,500,3,1e-05,0.7,0.1,0.0,0.0,14.506,14.499601619047594,-0.0441085133903654
G01_R0611,G01,train,500,3,1e-05,0.7,0.2,0.0,0.0,15.403,15.398119553075416,-0.0316850413853434
G01_R0612,G01,train,500,3,1e-05,0.7,0.3,0.0,0.0,16.836,16.797057072916697,-0.2313074785180641
G01_R0613,G01,train,500,3,1e-06,0.85,0.1,0.0,0.0,14.514,14.50221988591264,-0.0811638010704141
G01_R0614,G01,train,500,3,1e-06,0.85,0.2,0.0,0.0,15.307,15.31762049107141,0.0693832303613412
G01_R0615,G01,train,500,3,1e-06,0.85,0.3,0.0,0.0,16.71,16.721621868055557,0.0695503773522214
G01_R0616,G01,train,500,3,1e-06,0.8,0.1,0.0,0.0,14.514,14.504813790674556,-0.0632920581882458
G01_R0617,G01,train,500,3,1e-06,0.8,0.2,0.0,0.0,15.309,15.32126193601189,0.080096257181336
G01_R0618,G01,train,500,3,1e-06,0.8,0.3,0.0,0.0,16.715,16.726057422619053,0.0661526929048975
G01_R0619,G01,test,500,3,1e-06,0.75,0.1,0.0,0.0,14.515,14.505124534722144,-0.0680362747354896
G01_R0620,G01,train,500,3,1e-06,0.75,0.2,0.0,0.0,15.312,15.322941583829348,0.0714575746430792
G01_R0621,G01,train,500,3,1e-06,0.75,0.3,0.0,0.0,16.715,16.729288974702428,0.0854859389914911
G01_R0622,G01,test,500,3,1e-06,0.7,0.1,0.0,0.0,14.515,14.503542439484056,-0.0789360007987931
G01_R0623,G01,train,500,3,1e-06,0.7,0.2,0.0,0.0,15.315,15.32277558382935,0.050771033818804
G01_R0624,G01,train,500,3,1e-06,0.7,0.3,0.0,0.0,16.72,16.72542612797624,0.0324529185181989
G01_R0625,G01,train,500,6,0.001,0.85,0.1,0.0,0.0,17.816,17.88919019742065,0.4108116155177975
G01_R0626,G01,test,500,6,0.001,0.85,0.2,0.0,0.0,19.017,19.13873650049604,0.640145661755489
G01_R0627,G01,test,500,6,0.001,0.85,0.3,0.0,0.0,20.545,20.736266410714325,0.9309633035498835
G01_R0628,G01,train,500,6,0.001,0.8,0.1,0.0,0.0,17.834,17.896719200396845,0.3516833037840378
G01_R0629,G01,train,500,6,0.001,0.8,0.2,0.0,0.0,19.041,19.13544240674604,0.4959949936770144
G01_R0630,G01,train,500,6,0.001,0.8,0.3,0.0,0.0,20.576,20.733781851190518,0.7668247044640045
G01_R0631,G01,train,500,6,0.001,0.75,0.1,0.0,0.0,17.854,17.894875134920653,0.228941049180318
G01_R0632,G01,train,500,6,0.001,0.75,0.2,0.0,0.0,19.066,19.13113775049604,0.3416435041227431
G01_R0633,G01,train,500,6,0.001,0.75,0.3,0.0,0.0,20.609,20.732014345238127,0.5968962358102071
G01_R0634,G01,test,500,6,0.001,0.7,0.1,0.0,0.0,17.875,17.895164947420653,0.1128108946609976
G01_R0635,G01,train,500,6,0.001,0.7,0.2,0.0,0.0,19.093,19.13272319047621,0.2080510683297851
G01_R0636,G01,train,500,6,0.001,0.7,0.3,0.0,0.0,20.645,20.7231265431548,0.3784283998779298
G01_R0637,G01,train,500,6,0.0001,0.85,0.1,0.0,0.0,18.078,18.063061982638928,-0.0826309180278326
G01_R0638,G01,train,500,6,0.0001,0.85,0.2,0.0,0.0,19.343,19.318627892361093,-0.1259996259055326
G01_R0639,G01,train,500,6,0.0001,0.85,0.3,0.0,0.0,21.135,21.10405866220236,-0.1463985701331565
G01_R0640,G01,train,500,6,0.0001,0.8,0.1,0.0,0.0,18.085,18.0717783055556,-0.0731086228609364
G01_R0641,G01,train,500,6,0.0001,0.8,0.2,0.0,0.0,19.354,19.31692980456348,-0.1915376430532202
G01_R0642,G01,train,500,6,0.0001,0.8,0.3,0.0,0.0,21.148,21.101370769345216,-0.2204900257933777
G01_R0643,G01,test,500,6,0.0001,0.75,0.1,0.0,0.0,18.092,18.07180970734132,-0.1115979032648825
G01_R0644,G01,train,500,6,0.0001,0.75,0.2,0.0,0.0,19.366,19.318477148313463,-0.2453932236214868
G01_R0645,G01,train,500,6,0.0001,0.75,0.3,0.0,0.0,21.161,21.101730936011872,-0.2800863096646143
G01_R0646,G01,train,500,6,0.0001,0.7,0.1,0.0,0.0,18.1,18.07212014484132,-0.1540323489430047
G01_R0647,G01,train,500,6,0.0001,0.7,0.2,0.0,0.0,19.38,19.31834025496029,-0.3181617391109658
G01_R0648,G01,train,500,6,0.0001,0.7,0.3,0.0,0.0,21.176,21.09222897916664,-0.3955941671390273
G01_R0649,G01,train,500,6,1e-05,0.85,0.1,0.0,0.0,18.096,18.089037042658724,-0.0384778809752219
G01_R0650,G01,train,500,6,1e-05,0.85,0.2,0.0,0.0,19.19,19.191254743055524,0.0065385255629093
G01_R0651,G01,test,500,6,1e-05,0.85,0.3,0.0,0.0,20.992,21.00060852728176,0.0410086093833766
G01_R0652,G01,train,500,6,1e-05,0.8,0.1,0.0,0.0,18.098,18.096473678075395,-0.0084336497104898
G01_R0653,G01,train,500,6,1e-05,0.8,0.2,0.0,0.0,19.198,19.190628568948384,-0.038396869734434
G01_R0654,G01,train,500,6,1e-05,0.8,0.3,0.0,0.0,21.003,20.998647717757947,-0.0207221932202673
G01_R0655,G01,train,500,6,1e-05,0.75,0.1,0.0,0.0,18.101,18.098540219742063,-0.0135891953921491
G01_R0656,G01,test,500,6,1e-05,0.75,0.2,0.0,0.0,19.206,19.19161776686507,-0.074884062974754
G01_R0657,G01,train,500,6,1e-05,0.75,0.3,0.0,0.0,21.014,20.998995426091284,-0.0714027501128555
G01_R0658,G01,test,500,6,1e-05,0.7,0.1,0.0,0.0,18.1,18.098850657242064,-0.0063499599886046
G01_R0659,G01,train,500,6,1e-05,0.7,0.2,0.0,0.0,19.214,19.193870075892857,-0.1047669621481303
G01_R0660,G01,train,500,6,1e-05,0.7,0.3,0.0,0.0,21.026,20.99538202281748,-0.1456196004115038
G01_R0661,G01,train,500,6,1e-06,0.85,0.1,0.0,0.0,18.114,18.10321312351184,-0.0595499419684504
G01_R0662,G01,train,500,6,1e-06,0.85,0.2,0.0,0.0,19.091,19.127677084325367,0.1921171459083621
G01_R0663,G01,train,500,6,1e-06,0.85,0.3,0.0,0.0,20.871,20.91062628273816,0.1898628850469952
G01_R0664,G01,train,500,6,1e-06,0.8,0.1,0.0,0.0,18.115,18.11056831547612,-0.0244641707086729
G01_R0665,G01,train,500,6,1e-06,0.8,0.2,0.0,0.0,19.094,19.12682121230156,0.1718928056015298
G01_R0666,G01,train,500,6,1e-06,0.8,0.3,0.0,0.0,20.878,20.908665473214352,0.1468793620765978
G01_R0667,G01,train,500,6,1e-06,0.75,0.1,0.0,0.0,18.115,18.111384749999942,-0.0199572177756145
G01_R0668,G01,train,500,6,1e-06,0.75,0.2,0.0,0.0,19.098,19.130647081349185,0.1709450274855269
G01_R0669,G01,test,500,6,1e-06,0.75,0.3,0.0,0.0,20.855,20.91413947172625,0.2835745467573771
G01_R0670,G01,train,500,6,1e-06,0.7,0.1,0.0,0.0,18.116,18.111695187499944,-0.0237624889603443
G01_R0671,G01,test,500,6,1e-06,0.7,0.2,0.0,0.0,19.102,19.135789263888874,0.1768886184110246
G01_R0672,G01,train,500,6,1e-06,0.7,0.3,0.0,0.0,20.862,20.91065846130958,0.2332396764911426
G01_R0673,G01,train,500,20,0.001,0.85,0.1,0.0,0.0,27.045,27.135101618551584,0.3331544409376304
G01_R0674,G01,train,500,20,0.001,0.85,0.2,0.0,0.0,29.136,29.316422778273783,0.6192434729330838
G01_R0675,G01,train,500,20,0.001,0.85,0.3,0.0,0.0,31.741,32.404219663690505,2.089473122114946
G01_R0676,G01,train,500,20,0.001,0.8,0.1,0.0,0.0,27.075,27.137859919146823,0.2321695998035973
G01_R0677,G01,test,500,20,0.001,0.8,0.2,0.0,0.0,29.176,29.328163736607102,0.521537347844475
G01_R0678,G01,test,500,20,0.001,0.8,0.3,0.0,0.0,31.792,32.631600078373026,2.6409162002171125
G01_R0679,G01,train,500,20,0.001,0.75,0.1,0.0,0.0,27.108,27.146323091765847,0.1413718893531304
G01_R0680,G01,train,500,20,0.001,0.75,0.2,0.0,0.0,29.218,29.31521697172616,0.332729727312486
G01_R0681,G01,test,500,20,0.001,0.75,0.3,0.0,0.0,31.846,32.68682113045634,2.6402723433283217
G01_R0682,G01,train,500,20,0.001,0.7,0.1,0.0,0.0,27.143,27.13980630505949,-0.0117661825903917
G01_R0683,G01,train,500,20,0.001,0.7,0.2,0.0,0.0,29.263,29.33612337053567,0.2498833699062592
G01_R0684,G01,test,500,20,0.001,0.7,0.3,0.0,0.0,31.902,32.693812181051584,2.482014234378982
G01_R0685,G01,train,500,20,0.0001,0.85,0.1,0.0,0.0,27.511,27.48525670238091,-0.0935745615175404
G01_R0686,G01,train,500,20,0.0001,0.85,0.2,0.0,0.0,29.679,29.545662402281707,-0.4492658031547282
G01_R0687,G01,train,500,20,0.0001,0.85,0.3,0.0,0.0,32.78,32.40935374702384,-1.1307085203665808
G01_R0688,G01,train,500,20,0.0001,0.8,0.1,0.0,0.0,27.523,27.487529045138828,-0.1288775019480855
G01_R0689,G01,train,500,20,0.0001,0.8,0.2,0.0,0.0,29.697,29.558524298115024,-0.466295255025675
G01_R0690,G01,train,500,20,0.0001,0.8,0.3,0.0,0.0,32.803,32.63673416170636,-0.5068616842777793
G01_R0691,G01,train,500,20,0.0001,0.75,0.1,0.0,0.0,27.536,27.486418304067403,-0.1800613594298319
G01_R0692,G01,test,500,20,0.0001,0.75,0.2,0.0,0.0,29.717,29.545504512400747,-0.5770955601145871
G01_R0693,G01,train,500,20,0.0001,0.75,0.3,0.0,0.0,32.827,32.69195521378967,-0.4113832705100358
G01_R0694,G01,test,500,20,0.0001,0.7,0.1,0.0,0.0,27.549,27.479901517361046,-0.2508202934369782
G01_R0695,G01,train,500,20,0.0001,0.7,0.2,0.0,0.0,29.738,29.56554828621026,-0.5799035368543304
G01_R0696,G01,train,500,20,0.0001,0.7,0.3,0.0,0.0,32.853,32.698946264384915,-0.468918319834068
G01_R0697,G01,train,500,20,1e-05,0.85,0.1,0.0,0.0,27.4,27.416232182539687,0.0592415421156522
G01_R0698,G01,train,500,20,1e-05,0.85,0.2,0.0,0.0,29.177,29.179368461805552,0.0081175645390294
G01_R0699,G01,train,500,20,1e-05,0.85,0.3,0.0,0.0,32.178,32.14336341098485,-0.1076405898910756
G01_R0700,G01,train,500,20,1e-05,0.8,0.1,0.0,0.0,27.403,27.41716192410714,0.05168019599001
G01_R0701,G01,train,500,20,1e-05,0.8,0.2,0.0,0.0,29.188,29.183776836805546,-0.0144688337483099
G01_R0702,G01,train,500,20,1e-05,0.8,0.3,0.0,0.0,32.195,32.18540596257211,-0.0297997745857686
G01_R0703,G01,train,500,20,1e-05,0.75,0.1,0.0,0.0,27.408,27.418570982638865,0.0385689675965558
G01_R0704,G01,train,500,20,1e-05,0.75,0.2,0.0,0.0,29.202,29.191144168650744,-0.0371749583907173
G01_R0705,G01,train,500,20,1e-05,0.75,0.3,0.0,0.0,32.214,32.20894983608398,-0.0156769228162209
G01_R0706,G01,test,500,20,1e-05,0.7,0.1,0.0,0.0,27.371,27.41458914236108,0.1592530136315018
G01_R0707,G01,train,500,20,1e-05,0.7,0.2,0.0,0.0,29.216,29.211570984126915,-0.0151595559730489
G01_R0708,G01,train,500,20,1e-05,0.7,0.3,0.0,0.0,32.234,32.21561501167923,-0.0570360126598266
G01_R0709,G01,train,500,20,1e-06,0.85,0.1,0.0,0.0,27.431,27.427576947420707,-0.0124787743038662
G01_R0710,G01,train,500,20,1e-06,0.85,0.2,0.0,0.0,29.011,29.059295518849137,0.1664731269144028
G01_R0711,G01,train,500,20,1e-06,0.85,0.3,0.0,0.0,31.936,31.97750512202383,0.1299634331908561
G01_R0712,G01,train,500,20,1e-06,0.8,0.1,0.0,0.0,27.432,27.4294208302809,-0.0094020476782524
G01_R0713,G01,train,500,20,1e-06,0.8,0.2,0.0,0.0,29.015,29.062021498015792,0.1620592728443606
G01_R0714,G01,train,500,20,1e-06,0.8,0.3,0.0,0.0,31.946,31.996993757936515,0.159624860503705
G01_R0715,G01,train,500,20,1e-06,0.75,0.1,0.0,0.0,27.433,27.42995265666973,-0.0111083123620076
G01_R0716,G01,train,500,20,1e-06,0.75,0.2,0.0,0.0,29.021,29.069140398313383,0.1658812525873758
G01_R0717,G01,train,500,20,1e-06,0.75,0.3,0.0,0.0,31.956,32.016480324900826,0.1892612495331904
G01_R0718,G01,train,500,20,1e-06,0.7,0.1,0.0,0.0,27.434,27.425586587225272,-0.0306678310663011
G01_R0719,G01,test,500,20,1e-06,0.7,0.2,0.0,0.0,29.028,29.098654419146712,0.2434009203069902
G01_R0720,G01,train,500,20,1e-06,0.7,0.3,0.0,0.0,31.969,32.02244654216274,0.1671824022107003
G01_R0721,G01,test,500,50,0.001,0.85,0.1,0.0,0.0,37.512,37.73938809586934,0.6061742798820027
G01_R0722,G01,test,500,50,0.001,0.85,0.2,0.0,0.0,40.021,39.8614238696789,-0.3987309920319312
G01_R0723,G01,train,500,50,0.001,0.85,0.3,0.0,0.0,44.456,44.15238403291846,-0.682958356760709
G01_R0724,G01,train,500,50,0.001,0.8,0.1,0.0,0.0,37.556,37.73859147086935,0.4861845533852046
G01_R0725,G01,train,500,50,0.001,0.8,0.2,0.0,0.0,40.071,39.85613975509556,-0.5361988592858579
G01_R0726,G01,train,500,50,0.001,0.8,0.3,0.0,0.0,44.522,44.19093493916844,-0.7435988069528832
G01_R0727,G01,train,500,50,0.001,0.75,0.1,0.0,0.0,37.602,37.73630999170268,0.3571884253568592
G01_R0728,G01,train,500,50,0.001,0.75,0.2,0.0,0.0,40.128,39.898505490214646,-0.5719061747043317
G01_R0729,G01,train,500,50,0.001,0.75,0.3,0.0,0.0,44.591,44.25909725892848,-0.7443267499529582
G01_R0730,G01,train,500,50,0.001,0.7,0.1,0.0,0.0,37.649,37.72788435975824,0.2095257769349365
G01_R0731,G01,train,500,50,0.001,0.7,0.2,0.0,0.0,40.199,39.930130953012274,-0.6688451130319769
G01_R0732,G01,test,500,50,0.001,0.7,0.3,0.0,0.0,44.661,44.25158659374991,-0.9167134776429
G01_R0733,G01,train,500,50,0.0001,0.85,0.1,0.0,0.0,38.127,38.122930465413056,-0.0106736291524289
G01_R0734,G01,train,500,50,0.0001,0.85,0.2,0.0,0.0,40.47,40.46315959338922,-0.0169024131721706
G01_R0735,G01,test,500,50,0.0001,0.85,0.3,0.0,0.0,44.451,44.41977780722397,-0.0702395734089844
G01_R0736,G01,train,500,50,0.0001,0.8,0.1,0.0,0.0,38.14,38.12300910529401,-0.0445487538174905
G01_R0737,G01,train,500,50,0.0001,0.8,0.2,0.0,0.0,40.494,40.45876143713923,-0.0870216892892013
G01_R0738,G01,train,500,50,0.0001,0.8,0.3,0.0,0.0,44.479,44.43843712270015,-0.0911955693694739
G01_R0739,G01,train,500,50,0.0001,0.75,0.1,0.0,0.0,38.153,38.12437097582971,-0.075037412969585
G01_R0740,G01,train,500,50,0.0001,0.75,0.2,0.0,0.0,40.52,40.46713560082971,-0.1304649535298528
G01_R0741,G01,train,500,50,0.0001,0.75,0.3,0.0,0.0,44.509,44.48819092162688,-0.0467525183066782
G01_R0742,G01,train,500,50,0.0001,0.7,0.1,0.0,0.0,38.165,38.11584867721859,-0.1287863822387329
G01_R0743,G01,train,500,50,0.0001,0.7,0.2,0.0,0.0,40.548,40.46841293862733,-0.1962786361168927
G01_R0744,G01,train,500,50,0.0001,0.7,0.3,0.0,0.0,44.539,44.48302440228163,-0.1256777155265558
G01_R0745,G01,train,500,50,1e-05,0.85,0.1,0.0,0.0,38.305,38.29603587251988,-0.0234019774967224
G01_R0746,G01,train,500,50,1e-05,0.85,0.2,0.0,0.0,40.304,40.33080059839463,0.0664961254332633
G01_R0747,G01,test,500,50,1e-05,0.85,0.3,0.0,0.0,44.409,44.34651443799599,-0.1407047265284212
G01_R0748,G01,train,500,50,1e-05,0.8,0.1,0.0,0.0,38.282,38.2902154072421,0.0214602352074206
G01_R0749,G01,train,500,50,1e-05,0.8,0.2,0.0,0.0,40.329,40.32860242875178,-0.0009858197530848
G01_R0750,G01,train,500,50,1e-05,0.8,0.3,0.0,0.0,44.405,44.36723651537694,-0.085043316345149
G01_R0751,G01,train,500,50,1e-05,0.75,0.1,0.0,0.0,38.241,38.2916837529763,0.1325377290769006
G01_R0752,G01,test,500,50,1e-05,0.75,0.2,0.0,0.0,40.343,40.33137974720415,-0.0288036407700236
G01_R0753,G01,train,500,50,1e-05,0.75,0.3,0.0,0.0,44.451,44.41451273015871,-0.0820842497160651
G01_R0754,G01,train,500,50,1e-05,0.7,0.1,0.0,0.0,38.32,38.28463327380962,-0.0922931268016239
G01_R0755,G01,train,500,50,1e-05,0.7,0.2,0.0,0.0,40.372,40.33204109393032,-0.098976781109874
G01_R0756,G01,train,500,50,1e-05,0.7,0.3,0.0,0.0,44.457,44.405647554563465,-0.1155103705525232
G01_R0757,G01,train,500,50,1e-06,0.85,0.1,0.0,0.0,38.387,38.332549290674585,-0.1418467432344684
G01_R0758,G01,train,500,50,1e-06,0.85,0.2,0.0,0.0,40.122,40.16278035421162,0.10164088084248
G01_R0759,G01,train,500,50,1e-06,0.85,0.3,0.0,0.0,44.115,44.14169941815475,0.0605223124895134
G01_R0760,G01,test,500,50,1e-06,0.8,0.1,0.0,0.0,38.388,38.32651890873014,-0.1601570575957631
G01_R0761,G01,train,500,50,1e-06,0.8,0.2,0.0,0.0,40.129,40.15942974706878,0.0758298165136933
G01_R0762,G01,train,500,50,1e-06,0.8,0.3,0.0,0.0,44.126,44.15388095386902,0.0631848657685323
G01_R0763,G01,train,500,50,1e-06,0.75,0.1,0.0,0.0,38.389,38.32837852232145,-0.1579136671404623
G01_R0764,G01,train,500,50,1e-06,0.75,0.2,0.0,0.0,40.136,40.16037906403312,0.0607411402060988
G01_R0765,G01,test,500,50,1e-06,0.75,0.3,0.0,0.0,44.138,44.21062109375,0.1645319084462399
G01_R0766,G01,test,500,50,1e-06,0.7,0.1,0.0,0.0,38.39,38.32033083482144,-0.1814773773861941
G01_R0767,G01,train,500,50,1e-06,0.7,0.2,0.0,0.0,40.147,40.16296697028312,0.0397712663041417
G01_R0768,G01,train,500,50,1e-06,0.7,0.3,0.0,0.0,44.153,44.204893822916674,0.1175318164488822
G02_R0001,G02,train,25,3,0.001,0.85,0.1,0.1,4.0,6.6445,6.648724543402779,0.0635795530556015
G02_R0002,G02,train,25,3,0.001,0.85,0.2,0.1,4.0,7.1671,7.1748047903544485,0.107502202487044
G02_R0003,G02,train,25,3,0.001,0.85,0.3,0.1,4.0,7.7781,7.779910983897007,0.0232831140896528
G02_R0004,G02,train,25,3,0.001,0.8,0.1,0.1,4.0,6.6494,6.649238118253973,-0.0024345316273154
G02_R0005,G02,train,25,3,0.001,0.8,0.2,0.1,4.0,7.1739,7.174843998349576,0.0131587887979455
G02_R0006,G02,train,25,3,0.001,0.8,0.3,0.1,4.0,7.7859,7.790208884591453,0.0553421517288097
G02_R0007,G02,train,25,3,0.001,0.75,0.1,0.1,4.0,6.6545,6.653565832638883,-0.0140381300040116
G02_R0008,G02,train,25,3,0.001,0.75,0.2,0.1,4.0,7.1812,7.179927635452743,-0.0177179934726305
G02_R0009,G02,test,25,3,0.001,0.75,0.3,0.1,4.0,7.7943,7.797245761129143,0.0377937868589
G02_R0010,G02,train,25,3,0.001,0.7,0.1,0.1,4.0,6.6599,6.654802702281743,-0.0765371509821061
G02_R0011,G02,train,25,3,0.001,0.7,0.2,0.1,4.0,7.1888,7.181847868488456,-0.0967078164859774
G02_R0012,G02,train,25,3,0.001,0.7,0.3,0.1,4.0,7.8032,7.798610183400971,-0.0588196714044169
G02_R0013,G02,train,25,3,0.0001,0.85,0.1,0.1,4.0,6.955,6.957205506354769,0.0317110906508812
G02_R0014,G02,train,25,3,0.0001,0.85,0.2,0.1,4.0,7.573,7.5757793219245935,0.0367004083532691
G02_R0015,G02,train,25,3,0.0001,0.85,0.3,0.1,4.0,8.3776,8.388211286593624,0.1266626073532314
G02_R0016,G02,train,25,3,0.0001,0.8,0.1,0.1,4.0,6.9578,6.958473049807148,0.0096733135064036
G02_R0017,G02,train,25,3,0.0001,0.8,0.2,0.1,4.0,7.5767,7.576792194940468,0.0012168218415489
