case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G01_R0623,G01,train,500,3,1e-06,0.7,0.2,0.0,0.0,15.315,15.32277558382935
G01_R0624,G01,train,500,3,1e-06,0.7,0.3,0.0,0.0,16.72,16.72542612797624
G01_R0625,G01,train,500,6,0.001,0.85,0.1,0.0,0.0,17.816,17.88919019742065
G01_R0626,G01,test,500,6,0.001,0.85,0.2,0.0,0.0,19.017,19.13873650049604
G01_R0627,G01,test,500,6,0.001,0.85,0.3,0.0,0.0,20.545,20.736266410714325
G01_R0628,G01,train,500,6,0.001,0.8,0.1,0.0,0.0,17.834,17.896719200396845
G01_R0629,G01,train,500,6,0.001,0.8,0.2,0.0,0.0,19.041,19.13544240674604
G01_R0630,G01,train,500,6,0.001,0.8,0.3,0.0,0.0,20.576,20.733781851190518
G01_R0631,G01,train,500,6,0.001,0.75,0.1,0.0,0.0,17.854,17.894875134920653
G01_R0632,G01,train,500,6,0.001,0.75,0.2,0.0,0.0,19.066,19.13113775049604
G01_R0633,G01,train,500,6,0.001,0.75,0.3,0.0,0.0,20.609,20.732014345238127
G01_R0634,G01,test,500,6,0.001,0.7,0.1,0.0,0.0,17.875,17.895164947420653
G01_R0635,G01,train,500,6,0.001,0.7,0.2,0.0,0.0,19.093,19.13272319047621
G01_R0636,G01,train,500,6,0.001,0.7,0.3,0.0,0.0,20.645,20.7231265431548
G01_R0637,G01,train,500,6,0.0001,0.85,0.1,0.0,0.0,18.078,18.063061982638928
G01_R0638,G01,train,500,6,0.0001,0.85,0.2,0.0,0.0,19.343,19.318627892361093
G01_R0639,G01,train,500,6,0.0001,0.85,0.3,0.0,0.0,21.135,21.10405866220236
G01_R0640,G01,train,500,6,0.0001,0.8,0.1,0.0,0.0,18.085,18.0717783055556
G01_R0641,G01,train,500,6,0.0001,0.8,0.2,0.0,0.0,19.354,19.31692980456348
G01_R0642,G01,train,500,6,0.0001,0.8,0.3,0.0,0.0,21.148,21.101370769345216
G01_R0643,G01,test,500,6,0.0001,0.75,0.1,0.0,0.0,18.092,18.07180970734132
G01_R0644,G01,train,500,6,0.0001,0.75,0.2,0.0,0.0,19.366,19.318477148313463
G01_R0645,G01,train,500,6,0.0001,0.75,0.3,0.0,0.0,21.161,21.101730936011872
G01_R0646,G01,train,500,6,0.0001,0.7,0.1,0.0,0.0,18.1,18.07212014484132
G01_R0647,G01,train,500,6,0.0001,0.7,0.2,0.0,0.0,19.38,19.31834025496029
G01_R0648,G01,train,500,6,0.0001,0.7,0.3,0.0,0.0,21.176,21.09222897916664
G01_R0649,G01,train,500,6,1e-05,0.85,0.1,0.0,0.0,18.096,18.089037042658724
G01_R0650,G01,train,500,6,1e-05,0.85,0.2,0.0,0.0,19.19,19.191254743055524
G01_R0651,G01,test,500,6,1e-05,0.85,0.3,0.0,0.0,20.992,21.00060852728176
G01_R0652,G01,train,500,6,1e-05,0.8,0.1,0.0,0.0,18.098,18.096473678075395
G01_R0653,G01,train,500,6,1e-05,0.8,0.2,0.0,0.0,19.198,19.190628568948384
G01_R0654,G01,train,500,6,1e-05,0.8,0.3,0.0,0.0,21.003,20.998647717757947
G01_R0655,G01,train,500,6,1e-05,0.75,0.1,0.0,0.0,18.101,18.098540219742063
G01_R0656,G01,test,500,6,1e-05,0.75,0.2,0.0,0.0,19.206,19.19161776686507
G01_R0657,G01,train,500,6,1e-05,0.75,0.3,0.0,0.0,21.014,20.998995426091284
G01_R0658,G01,test,500,6,1e-05,0.7,0.1,0.0,0.0,18.1,18.098850657242064
G01_R0659,G01,train,500,6,1e-05,0.7,0.2,0.0,0.0,19.214,19.193870075892857
G01_R0660,G01,train,500,6,1e-05,0.7,0.3,0.0,0.0,21.026,20.99538202281748
G01_R0661,G01,train,500,6,1e-06,0.85,0.1,0.0,0.0,18.114,18.10321312351184
G01_R0662,G01,train,500,6,1e-06,0.85,0.2,0.0,0.0,19.091,19.127677084325367
G01_R0663,G01,train,500,6,1e-06,0.85,0.3,0.0,0.0,20.871,20.91062628273816
G01_R0664,G01,train,500,6,1e-06,0.8,0.1,0.0,0.0,18.115,18.11056831547612
G01_R0665,G01,train,500,6,1e-06,0.8,0.2,0.0,0.0,19.094,19.12682121230156
G01_R0666,G01,train,500,6,1e-06,0.8,0.3,0.0,0.0,20.878,20.908665473214352
G01_R0667,G01,train,500,6,1e-06,0.75,0.1,0.0,0.0,18.115,18.111384749999942
G01_R0668,G01,train,500,6,1e-06,0.75,0.2,0.0,0.0,19.098,19.130647081349185
G01_R0669,G01,test,500,6,1e-06,0.75,0.3,0.0,0.0,20.855,20.91413947172625
G01_R0670,G01,train,500,6,1e-06,0.7,0.1,0.0,0.0,18.116,18.111695187499944
G01_R0671,G01,test,500,6,1e-06,0.7,0.2,0.0,0.0,19.102,19.135789263888874
G01_R0672,G01,train,500,6,1e-06,0.7,0.3,0.0,0.0,20.862,20.91065846130958
G01_R0673,G01,train,500,20,0.001,0.85,0.1,0.0,0.0,27.045,27.135101618551584
G01_R0674,G01,train,500,20,0.001,0.85,0.2,0.0,0.0,29.136,29.316422778273783
G01_R0675,G01,train,500,20,0.001,0.85,0.3,0.0,0.0,31.741,32.404219663690505
G01_R0676,G01,train,500,20,0.001,0.8,0.1,0.0,0.0,27.075,27.137859919146823
G01_R0677,G01,test,500,20,0.001,0.8,0.2,0.0,0.0,29.176,29.328163736607102
G01_R0678,G01,test,500,20,0.001,0.8,0.3,0.0,0.0,31.792,32.631600078373026
G01_R0679,G01,train,500,20,0.001,0.75,0.1,0.0,0.0,27.108,27.146323091765847
G01_R0680,G01,train,500,20,0.001,0.75,0.2,0.0,0.0,29.218,29.31521697172616
G01_R0681,G01,test,500,20,0.001,0.75,0.3,0.0,0.0,31.846,32.68682113045634
G01_R0682,G01,train,500,20,0.001,0.7,0.1,0.0,0.0,27.143,27.13980630505949
G01_R0683,G01,train,500,20,0.001,0.7,0.2,0.0,0.0,29.263,29.33612337053567
G01_R0684,G01,test,500,20,0.001,0.7,0.3,0.0,0.0,31.902,32.693812181051584
G01_R0685,G01,train,500,20,0.0001,0.85,0.1,0.0,0.0,27.511,27.48525670238091
G01_R0686,G01,train,500,20,0.0001,0.85,0.2,0.0,0.0,29.679,29.545662402281707
G01_R0687,G01,train,500,20,0.0001,0.85,0.3,0.0,0.0,32.78,32.40935374702384
G01_R0688,G01,train,500,20,0.0001,0.8,0.1,0.0,0.0,27.523,27.487529045138828
G01_R0689,G01,train,500,20,0.0001,0.8,0.2,0.0,0.0,29.697,29.558524298115024
G01_R0690,G01,train,500,20,0.0001,0.8,0.3,0.0,0.0,32.803,32.63673416170636
G01_R0691,G01,train,500,20,0.0001,0.75,0.1,0.0,0.0,27.536,27.486418304067403
G01_R0692,G01,test,500,20,0.0001,0.75,0.2,0.0,0.0,29.717,29.545504512400747
G01_R0693,G01,train,500,20,0.0001,0.75,0.3,0.0,0.0,32.827,32.69195521378967
G01_R0694,G01,test,500,20,0.0001,0.7,0.1,0.0,0.0,27.549,27.479901517361046
G01_R0695,G01,train,500,20,0.0001,0.7,0.2,0.0,0.0,29.738,29.56554828621026
G01_R0696,G01,train,500,20,0.0001,0.7,0.3,0.0,0.0,32.853,32.698946264384915
G01_R0697,G01,train,500,20,1e-05,0.85,0.1,0.0,0.0,27.4,27.416232182539687
G01_R0698,G01,train,500,20,1e-05,0.85,0.2,0.0,0.0,29.177,29.179368461805552
G01_R0699,G01,train,500,20,1e-05,0.85,0.3,0.0,0.0,32.178,32.14336341098485
G01_R0700,G01,train,500,20,1e-05,0.8,0.1,0.0,0.0,27.403,27.41716192410714
G01_R0701,G01,train,500,20,1e-05,0.8,0.2,0.0,0.0,29.188,29.183776836805546
G01_R0702,G01,train,500,20,1e-05,0.8,0.3,0.0,0.0,32.195,32.18540596257211
G01_R0703,G01,train,500,20,1e-05,0.75,0.1,0.0,0.0,27.408,27.418570982638865
G01_R0704,G01,train,500,20,1e-05,0.75,0.2,0.0,0.0,29.202,29.191144168650744
G01_R0705,G01,train,500,20,1e-05,0.75,0.3,0.0,0.0,32.214,32.20894983608398
G01_R0706,G01,test,500,20,1e-05,0.7,0.1,0.0,0.0,27.371,27.41458914236108
G01_R0707,G01,train,500,20,1e-05,0.7,0.2,0.0,0.0,29.216,29.211570984126915
G01_R0708,G01,train,500,20,1e-05,0.7,0.3,0.0,0.0,32.234,32.21561501167923
G01_R0709,G01,train,500,20,1e-06,0.85,0.1,0.0,0.0,27.431,27.427576947420707
G01_R0710,G01,train,500,20,1e-06,0.85,0.2,0.0,0.0,29.011,29.059295518849137
G01_R0711,G01,train,500,20,1e-06,0.85,0.3,0.0,0.0,31.936,31.97750512202383
G01_R0712,G01,train,500,20,1e-06,0.8,0.1,0.0,0.0,27.432,27.4294208302809
G01_R0713,G01,train,500,20,1e-06,0.8,0.2,0.0,0.0,29.015,29.062021498015792
G01_R0714,G01,train,500,20,1e-06,0.8,0.3,0.0,0.0,31.946,31.996993757936515
G01_R0715,G01,train,500,20,1e-06,0.75,0.1,0.0,0.0,27.433,27.42995265666973
G01_R0716,G01,train,500,20,1e-06,0.75,0.2,0.0,0.0,29.021,29.069140398313383
G01_R0717,G01,train,500,20,1e-06,0.75,0.3,0.0,0.0,31.956,32.016480324900826
G01_R0718,G01,train,500,20,1e-06,0.7,0.1,0.0,0.0,27.434,27.425586587225272
G01_R0719,G01,test,500,20,1e-06,0.7,0.2,0.0,0.0,29.028,29.098654419146712
G01_R0720,G01,train,500,20,1e-06,0.7,0.3,0.0,0.0,31.969,32.02244654216274
G01_R0721,G01,test,500,50,0.001,0.85,0.1,0.0,0.0,37.512,37.73938809586934
G01_R0722,G01,test,500,50,0.001,0.85,0.2,0.0,0.0,40.021,39.8614238696789
G01_R0723,G01,train,500,50,0.001,0.85,0.3,0.0,0.0,44.456,44.15238403291846
G01_R0724,G01,train,500,50,0.001,0.8,0.1,0.0,0.0,37.556,37.73859147086935
G01_R0725,G01,train,500,50,0.001,0.8,0.2,0.0,0.0,40.071,39.85613975509556
G01_R0726,G01,train,500,50,0.001,0.8,0.3,0.0,0.0,44.522,44.19093493916844
G01_R0727,G01,train,500,50,0.001,0.75,0.1,0.0,0.0,37.602,37.73630999170268
G01_R0728,G01,train,500,50,0.001,0.75,0.2,0.0,0.0,40.128,39.898505490214646
G01_R0729,G01,train,500,50,0.001,0.75,0.3,0.0,0.0,44.591,44.25909725892848
G01_R0730,G01,train,500,50,0.001,0.7,0.1,0.0,0.0,37.649,37.72788435975824
G01_R0731,G01,train,500,50,0.001,0.7,0.2,0.0,0.0,40.199,39.930130953012274
G01_R0732,G01,test,500,50,0.001,0.7,0.3,0.0,0.0,44.661,44.25158659374991
G01_R0733,G01,train,500,50,0.0001,0.85,0.1,0.0,0.0,38.127,38.122930465413056
G01_R0734,G01,train,500,50,0.0001,0.85,0.2,0.0,0.0,40.47,40.46315959338922
G01_R0735,G01,test,500,50,0.0001,0.85,0.3,0.0,0.0,44.451,44.41977780722397
G01_R0736,G01,train,500,50,0.0001,0.8,0.1,0.0,0.0,38.14,38.12300910529401
G01_R0737,G01,train,500,50,0.0001,0.8,0.2,0.0,0.0,40.494,40.45876143713923
G01_R0738,G01,train,500,50,0.0001,0.8,0.3,0.0,0.0,44.479,44.43843712270015
G01_R0739,G01,train,500,50,0.0001,0.75,0.1,0.0,0.0,38.153,38.12437097582971
G01_R0740,G01,train,500,50,0.0001,0.75,0.2,0.0,0.0,40.52,40.46713560082971
G01_R0741,G01,train,500,50,0.0001,0.75,0.3,0.0,0.0,44.509,44.48819092162688
G01_R0742,G01,train,500,50,0.0001,0.7,0.1,0.0,0.0,38.165,38.11584867721859
G01_R0743,G01,train,500,50,0.0001,0.7,0.2,0.0,0.0,40.548,40.46841293862733
G01_R0744,G01,train,500,50,0.0001,0.7,0.3,0.0,0.0,44.539,44.48302440228163
G01_R0745,G01,train,500,50,1e-05,0.85,0.1,0.0,0.0,38.305,38.29603587251988
G01_R0746,G01,train,500,50,1e-05,0.85,0.2,0.0,0.0,40.304,40.33080059839463
G01_R0747,G01,test,500,50,1e-05,0.85,0.3,0.0,0.0,44.409,44.34651443799599
G01_R0748,G01,train,500,50,1e-05,0.8,0.1,0.0,0.0,38.282,38.2902154072421
G01_R0749,G01,train,500,50,1e-05,0.8,0.2,0.0,0.0,40.329,40.32860242875178
G01_R0750,G01,train,500,50,1e-05,0.8,0.3,0.0,0.0,44.405,44.36723651537694
G01_R0751,G01,train,500,50,1e-05,0.75,0.1,0.0,0.0,38.241,38.2916837529763
G01_R0752,G01,test,500,50,1e-05,0.75,0.2,0.0,0.0,40.343,40.33137974720415
G01_R0753,G01,train,500,50,1e-05,0.75,0.3,0.0,0.0,44.451,44.41451273015871
G01_R0754,G01,train,500,50,1e-05,0.7,0.1,0.0,0.0,38.32,38.28463327380962
G01_R0755,G01,train,500,50,1e-05,0.7,0.2,0.0,0.0,40.372,40.33204109393032
G01_R0756,G01,train,500,50,1e-05,0.7,0.3,0.0,0.0,44.457,44.405647554563465
G01_R0757,G01,train,500,50,1e-06,0.85,0.1,0.0,0.0,38.387,38.332549290674585
G01_R0758,G01,train,500,50,1e-06,0.85,0.2,0.0,0.0,40.122,40.16278035421162
G01_R0759,G01,train,500,50,1e-06,0.85,0.3,0.0,0.0,44.115,44.14169941815475
G01_R0760,G01,test,500,50,1e-06,0.8,0.1,0.0,0.0,38.388,38.32651890873014
G01_R0761,G01,train,500,50,1e-06,0.8,0.2,0.0,0.0,40.129,40.15942974706878
G01_R0762,G01,train,500,50,1e-06,0.8,0.3,0.0,0.0,44.126,44.15388095386902
G01_R0763,G01,train,500,50,1e-06,0.75,0.1,0.0,0.0,38.389,38.32837852232145
G01_R0764,G01,train,500,50,1e-06,0.75,0.2,0.0,0.0,40.136,40.16037906403312
G01_R0765,G01,test,500,50,1e-06,0.75,0.3,0.0,0.0,44.138,44.21062109375
G01_R0766,G01,test,500,50,1e-06,0.7,0.1,0.0,0.0,38.39,38.32033083482144
G01_R0767,G01,train,500,50,1e-06,0.7,0.2,0.0,0.0,40.147,40.16296697028312
G01_R0768,G01,train,500,50,1e-06,0.7,0.3,0.0,0.0,44.153,44.204893822916674
G02_R0001,G02,train,25,3,0.001,0.85,0.1,0.1,4.0,6.6445,6.648724543402779
G02_R0002,G02,train,25,3,0.001,0.85,0.2,0.1,4.0,7.1671,7.1748047903544485
G02_R0003,G02,train,25,3,0.001,0.85,0.3,0.1,4.0,7.7781,7.779910983897007
G02_R0004,G02,train,25,3,0.001,0.8,0.1,0.1,4.0,6.6494,6.649238118253973
G02_R0005,G02,train,25,3,0.001,0.8,0.2,0.1,4.0,7.1739,7.174843998349576
G02_R0006,G02,train,25,3,0.001,0.8,0.3,0.1,4.0,7.7859,7.790208884591453
G02_R0007,G02,train,25,3,0.001,0.75,0.1,0.1,4.0,6.6545,6.653565832638883
G02_R0008,G02,train,25,3,0.001,0.75,0.2,0.1,4.0,7.1812,7.179927635452743
G02_R0009,G02,test,25,3,0.001,0.75,0.3,0.1,4.0,7.7943,7.797245761129143
G02_R0010,G02,train,25,3,0.001,0.7,0.1,0.1,4.0,6.6599,6.654802702281743
G02_R0011,G02,train,25,3,0.001,0.7,0.2,0.1,4.0,7.1888,7.181847868488456
G02_R0012,G02,train,25,3,0.001,0.7,0.3,0.1,4.0,7.8032,7.798610183400971
G02_R0013,G02,train,25,3,0.0001,0.85,0.1,0.1,4.0,6.955,6.957205506354769
G02_R0014,G02,train,25,3,0.0001,0.85,0.2,0.1,4.0,7.573,7.5757793219245935
G02_R0015,G02,train,25,3,0.0001,0.85,0.3,0.1,4.0,8.3776,8.388211286593624
G02_R0016,G02,train,25,3,0.0001,0.8,0.1,0.1,4.0,6.9578,6.958473049807148
G02_R0017,G02,train,25,3,0.0001,0.8,0.2,0.1,4.0,7.5767,7.576792194940468
G02_R0018,G02,train,25,3,0.0001,0.8,0.3,0.1,4.0,8.3822,8.391957741305923
G02_R0019,G02,train,25,3,0.0001,0.75,0.1,0.1,4.0,6.9608,6.960280083302822
G02_R0020,G02,test,25,3,0.0001,0.75,0.2,0.1,4.0,7.5804,7.579437131398793
G02_R0021,G02,train,25,3,0.0001,0.75,0.3,0.1,4.0,8.3869,8.401818217645214
G02_R0022,G02,test,25,3,0.0001,0.7,0.1,0.1,4.0,6.9639,6.960018560088535
G02_R0023,G02,test,25,3,0.0001,0.7,0.2,0.1,4.0,7.5843,7.5836091750992
G02_R0024,G02,train,25,3,0.0001,0.7,0.3,0.1,4.0,8.3918,8.400272157674983
G02_R0025,G02,train,25,3,1e-05,0.85,0.1,0.1,4.0,7.0395,7.037585597321419
G02_R0026,G02,train,25,3,1e-05,0.85,0.2,0.1,4.0,7.688,7.692223401533189
G02_R0027,G02,train,25,3,1e-05,0.85,0.3,0.1,4.0,8.5438,8.553532070386893
G02_R0028,G02,train,25,3,1e-05,0.8,0.1,0.1,4.0,7.0405,7.037220811011895
G02_R0029,G02,train,25,3,1e-05,0.8,0.2,0.1,4.0,7.6893,7.691064651185963
G02_R0030,G02,train,25,3,1e-05,0.8,0.3,0.1,4.0,8.5455,8.555113050148812
G02_R0031,G02,test,25,3,1e-05,0.75,0.1,0.1,4.0,7.0416,7.036085206448401
G02_R0032,G02,train,25,3,1e-05,0.75,0.2,0.1,4.0,7.6906,7.690776617257391
G02_R0033,G02,test,25,3,1e-05,0.75,0.3,0.1,4.0,8.5472,8.564620672668653
G02_R0034,G02,train,25,3,1e-05,0.7,0.1,0.1,4.0,7.0427,7.036831039484112
G02_R0035,G02,test,25,3,1e-05,0.7,0.2,0.1,4.0,7.692,7.69135188422168
G02_R0036,G02,test,25,3,1e-05,0.7,0.3,0.1,4.0,8.549,8.566633249355158
G02_R0037,G02,train,25,3,1e-06,0.85,0.1,0.1,4.0,7.0656,7.054439107986124
G02_R0038,G02,test,25,3,1e-06,0.85,0.2,0.1,4.0,7.7228,7.728625187648819
G02_R0039,G02,train,25,3,1e-06,0.85,0.3,0.1,4.0,8.5922,8.59955553206375
G02_R0040,G02,test,25,3,1e-06,0.8,0.1,0.1,4.0,7.0659,7.052782934771837
G02_R0041,G02,train,25,3,1e-06,0.8,0.2,0.1,4.0,7.723,7.726743605357152
G02_R0042,G02,train,25,3,1e-06,0.8,0.3,0.1,4.0,8.5925,8.599170424176847
G02_R0043,G02,test,25,3,1e-06,0.75,0.1,0.1,4.0,7.0662,7.052510895486115
G02_R0044,G02,test,25,3,1e-06,0.75,0.2,0.1,4.0,7.7234,7.728951164880958
G02_R0045,G02,test,25,3,1e-06,0.75,0.3,0.1,4.0,8.5929,8.599697908105414
G02_R0046,G02,train,25,3,1e-06,0.7,0.1,0.1,4.0,7.0665,7.054216794841276
G02_R0047,G02,train,25,3,1e-06,0.7,0.2,0.1,4.0,7.7237,7.7281202157738145
G02_R0048,G02,train,25,3,1e-06,0.7,0.3,0.1,4.0,8.5933,8.600547240843506
G02_R0049,G02,train,25,6,0.001,0.85,0.1,0.1,4.0,7.3225,7.327351254216271
G02_R0050,G02,train,25,6,0.001,0.85,0.2,0.1,4.0,7.8985,7.903173974355151
G02_R0051,G02,train,25,6,0.001,0.85,0.3,0.1,4.0,8.5656,8.578552543799598
G02_R0052,G02,train,25,6,0.001,0.8,0.1,0.1,4.0,7.3276,7.328505009374997
G02_R0053,G02,train,25,6,0.001,0.8,0.2,0.1,4.0,7.9057,7.905934424603167
G02_R0054,G02,train,25,6,0.001,0.8,0.3,0.1,4.0,8.574,8.580665745585323
G02_R0055,G02,train,25,6,0.001,0.75,0.1,0.1,4.0,7.3329,7.334233871974193
G02_R0056,G02,train,25,6,0.001,0.75,0.2,0.1,4.0,7.9133,7.914838416946245
G02_R0057,G02,train,25,6,0.001,0.75,0.3,0.1,4.0,8.583,8.59120510610117
G02_R0058,G02,train,25,6,0.001,0.7,0.1,0.1,4.0,7.3384,7.338003158333331
G02_R0059,G02,train,25,6,0.001,0.7,0.2,0.1,4.0,7.9213,7.921272471626994
G02_R0060,G02,train,25,6,0.001,0.7,0.3,0.1,4.0,8.5925,8.597129822023787
G02_R0061,G02,test,25,6,0.0001,0.85,0.1,0.1,4.0,7.6338,7.640800888740075
G02_R0062,G02,test,25,6,0.0001,0.85,0.2,0.1,4.0,8.3,8.316112299801599
G02_R0063,G02,train,25,6,0.0001,0.85,0.3,0.1,4.0,9.1502,9.163048246726191
G02_R0064,G02,test,25,6,0.0001,0.8,0.1,0.1,4.0,7.6367,7.641913920734119
G02_R0065,G02,train,25,6,0.0001,0.8,0.2,0.1,4.0,8.3036,8.316739055158738
G02_R0066,G02,test,25,6,0.0001,0.8,0.3,0.1,4.0,9.1548,9.162458224107144
G02_R0067,G02,train,25,6,0.0001,0.75,0.1,0.1,4.0,7.6398,7.643411079067445
G02_R0068,G02,train,25,6,0.0001,0.75,0.2,0.1,4.0,8.3074,8.319532752182559
G02_R0069,G02,train,25,6,0.0001,0.75,0.3,0.1,4.0,9.1596,9.164119582142858
G02_R0070,G02,train,25,6,0.0001,0.7,0.1,0.1,4.0,7.6429,7.641760723859113
G02_R0071,G02,test,25,6,0.0001,0.7,0.2,0.1,4.0,8.3114,8.321244362599222
G02_R0072,G02,train,25,6,0.0001,0.7,0.3,0.1,4.0,9.1646,9.166477041666669
G02_R0073,G02,train,25,6,1e-05,0.85,0.1,0.1,4.0,7.7185,7.71890515992062
G02_R0074,G02,train,25,6,1e-05,0.85,0.2,0.1,4.0,8.4135,8.420406486918266
G02_R0075,G02,test,25,6,1e-05,0.85,0.3,0.1,4.0,9.3114,9.32032686876353
G02_R0076,G02,test,25,6,1e-05,0.8,0.1,0.1,4.0,7.7195,7.719772564682525
G02_R0077,G02,train,25,6,1e-05,0.8,0.2,0.1,4.0,8.4148,8.421849164944055
G02_R0078,G02,train,25,6,1e-05,0.8,0.3,0.1,4.0,9.3131,9.320305233346865
G02_R0079,G02,train,25,6,1e-05,0.75,0.1,0.1,4.0,7.7206,7.719854794593244
G02_R0080,G02,train,25,6,1e-05,0.75,0.2,0.1,4.0,8.4161,8.421217957205968
G02_R0081,G02,train,25,6,1e-05,0.75,0.3,0.1,4.0,9.3148,9.318594703336949
G02_R0082,G02,train,25,6,1e-05,0.7,0.1,0.1,4.0,7.7217,7.720314866319436
G02_R0083,G02,train,25,6,1e-05,0.7,0.2,0.1,4.0,8.4175,8.424489149751958
G02_R0084,G02,train,25,6,1e-05,0.7,0.3,0.1,4.0,9.3166,9.319553334586944
G02_R0085,G02,train,25,6,1e-06,0.85,0.1,0.1,4.0,7.7447,7.744463569633839
G02_R0086,G02,train,25,6,1e-06,0.85,0.2,0.1,4.0,8.448,8.4559208397547
G02_R0087,G02,train,25,6,1e-06,0.85,0.3,0.1,4.0,9.3586,9.363090237946436
G02_R0088,G02,train,25,6,1e-06,0.8,0.1,0.1,4.0,7.745,7.7456148509830465
G02_R0089,G02,test,25,6,1e-06,0.8,0.2,0.1,4.0,8.4483,8.457605516838015
G02_R0090,G02,train,25,6,1e-06,0.8,0.3,0.1,4.0,9.3589,9.362882671081357
G02_R0091,G02,train,25,6,1e-06,0.75,0.1,0.1,4.0,7.7453,7.744372118939384
G02_R0092,G02,test,25,6,1e-06,0.75,0.2,0.1,4.0,8.4486,8.45769542073411
G02_R0093,G02,train,25,6,1e-06,0.75,0.3,0.1,4.0,9.3593,9.362681997271803
G02_R0094,G02,train,25,6,1e-06,0.7,0.1,0.1,4.0,7.7455,7.74588195882034
G02_R0095,G02,test,25,6,1e-06,0.7,0.2,0.1,4.0,8.4489,8.458332538591254
G02_R0096,G02,train,25,6,1e-06,0.7,0.3,0.1,4.0,9.3597,9.36230568655752
G02_R0097,G02,train,25,20,0.001,0.85,0.1,0.1,4.0,9.5688,9.576518074174782
G02_R0098,G02,train,25,20,0.001,0.85,0.2,0.1,4.0,10.256,10.264459193632764
G02_R0099,G02,train,25,20,0.001,0.85,0.3,0.1,4.0,11.051,11.086587288194451
G02_R0100,G02,train,25,20,0.001,0.8,0.1,0.1,4.0,9.5748,9.578795065345416
G02_R0101,G02,train,25,20,0.001,0.8,0.2,0.1,4.0,10.265,10.267926594922448
G02_R0102,G02,test,25,20,0.001,0.8,0.3,0.1,4.0,11.061,11.08455097767858
G02_R0103,G02,train,25,20,0.001,0.75,0.1,0.1,4.0,9.5811,9.593011598777966
G02_R0104,G02,test,25,20,0.001,0.75,0.2,0.1,4.0,10.274,10.282468668335138
G02_R0105,G02,train,25,20,0.001,0.75,0.3,0.1,4.0,11.071,11.082297328869052
G02_R0106,G02,train,25,20,0.001,0.7,0.1,0.1,4.0,9.5877,9.60270894419191
G02_R0107,G02,train,25,20,0.001,0.7,0.2,0.1,4.0,10.283,10.29037936458333
G02_R0108,G02,train,25,20,0.001,0.7,0.3,0.1,4.0,11.083,11.08545651785716
G02_R0109,G02,train,25,20,0.0001,0.85,0.1,0.1,4.0,9.9224,9.932151950446412
G02_R0110,G02,test,25,20,0.0001,0.85,0.2,0.1,4.0,10.7,10.716258393543985
G02_R0111,G02,train,25,20,0.0001,0.85,0.3,0.1,4.0,11.677,11.69329381001984
G02_R0112,G02,test,25,20,0.0001,0.8,0.1,0.1,4.0,9.9257,9.932156093402767
G02_R0113,G02,train,25,20,0.0001,0.8,0.2,0.1,4.0,10.704,10.715821735805893
G02_R0114,G02,test,25,20,0.0001,0.8,0.3,0.1,4.0,11.683,11.695959201388892
G02_R0115,G02,train,25,20,0.0001,0.75,0.1,0.1,4.0,9.9292,9.934607230902785
G02_R0116,G02,train,25,20,0.0001,0.75,0.2,0.1,4.0,10.708,10.718119458524134
G02_R0117,G02,train,25,20,0.0001,0.75,0.3,0.1,4.0,11.688,11.70120329649168
G02_R0118,G02,train,25,20,0.0001,0.7,0.1,0.1,4.0,9.9329,9.93852710069446
G02_R0119,G02,train,25,20,0.0001,0.7,0.2,0.1,4.0,10.713,10.721421591460636
G02_R0120,G02,train,25,20,0.0001,0.7,0.3,0.1,4.0,11.694,11.70432300879325
G02_R0121,G02,train,25,20,1e-05,0.85,0.1,0.1,4.0,10.018,10.019786110019862
G02_R0122,G02,test,25,20,1e-05,0.85,0.2,0.1,4.0,10.825,10.83000527484668
G02_R0123,G02,train,25,20,1e-05,0.85,0.3,0.1,4.0,11.85,11.859222274305578
G02_R0124,G02,train,25,20,1e-05,0.8,0.1,0.1,4.0,10.019,10.020194156250016
G02_R0125,G02,train,25,20,1e-05,0.8,0.2,0.1,4.0,10.826,10.829833087346683
G02_R0126,G02,test,25,20,1e-05,0.8,0.3,0.1,4.0,11.851,11.861053806231949
G02_R0127,G02,train,25,20,1e-05,0.75,0.1,0.1,4.0,10.02,10.020740893749997
G02_R0128,G02,train,25,20,1e-05,0.75,0.2,0.1,4.0,10.828,10.829881489132388
G02_R0129,G02,test,25,20,1e-05,0.75,0.3,0.1,4.0,11.853,11.862995224431783
G02_R0130,G02,train,25,20,1e-05,0.7,0.1,0.1,4.0,10.022,10.02127774196428
G02_R0131,G02,train,25,20,1e-05,0.7,0.2,0.1,4.0,10.829,10.830030956394287
G02_R0132,G02,train,25,20,1e-05,0.7,0.3,0.1,4.0,11.855,11.862621783955593
G02_R0133,G02,train,25,20,1e-06,0.85,0.1,0.1,4.0,10.048,10.048376674603086
G02_R0134,G02,train,25,20,1e-06,0.85,0.2,0.1,4.0,10.863,10.8655951076389
G02_R0135,G02,train,25,20,1e-06,0.85,0.3,0.1,4.0,11.9,11.904147619987604
G02_R0136,G02,train,25,20,1e-06,0.8,0.1,0.1,4.0,10.048,10.04855028174594
G02_R0137,G02,train,25,20,1e-06,0.8,0.2,0.1,4.0,10.863,10.86560787251987
G02_R0138,G02,train,25,20,1e-06,0.8,0.3,0.1,4.0,11.901,11.904351268977496
