case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G02_R0355,G02,train,100,50,0.0001,0.75,0.1,0.1,4.0,19.85736,19.85991927192907
G02_R0356,G02,train,100,50,0.0001,0.75,0.2,0.1,4.0,30.593278,30.55288248019056
G02_R0357,G02,train,100,50,0.0001,0.75,0.3,0.1,4.0,47.735192000000005,47.71293116897674
G02_R0358,G02,train,100,50,0.0001,0.7,0.1,0.1,4.0,19.915459,19.898307544229095
G02_R0359,G02,test,100,50,0.0001,0.7,0.2,0.1,4.0,30.732192,30.68455994564012
G02_R0360,G02,train,100,50,0.0001,0.7,0.3,0.1,4.0,48.001921,47.96277716510754
G02_R0361,G02,test,100,50,1e-05,0.85,0.1,0.1,4.0,29.258465,29.27398263154024
G02_R0362,G02,test,100,50,1e-05,0.85,0.2,0.1,4.0,60.988038,60.946969756001856
G02_R0363,G02,train,100,50,1e-05,0.85,0.3,0.1,4.0,111.957308,111.87666444285306
G02_R0364,G02,train,100,50,1e-05,0.8,0.1,0.1,4.0,29.344177,29.32990585952085
G02_R0365,G02,train,100,50,1e-05,0.8,0.2,0.1,4.0,61.229662000000005,61.17788764980651
G02_R0366,G02,train,100,50,1e-05,0.8,0.3,0.1,4.0,112.426818,112.37919234450156
G02_R0367,G02,train,100,50,1e-05,0.75,0.1,0.1,4.0,29.440861,29.44361272674764
G02_R0368,G02,train,100,50,1e-05,0.75,0.2,0.1,4.0,61.505249,61.47790125259214
G02_R0369,G02,train,100,50,1e-05,0.75,0.3,0.1,4.0,112.976283,112.91913936435338
G02_R0370,G02,train,100,50,1e-05,0.7,0.1,0.1,4.0,29.551511,29.522522871425107
G02_R0371,G02,train,100,50,1e-05,0.7,0.2,0.1,4.0,61.823792000000005,61.73173388244568
G02_R0372,G02,train,100,50,1e-05,0.7,0.3,0.1,4.0,113.605694,113.53808812759748
G02_R0373,G02,train,100,50,1e-06,0.85,0.1,0.1,4.0,101.357149,101.29958510094592
G02_R0374,G02,train,100,50,1e-06,0.85,0.2,0.1,4.0,323.78736999999995,323.7561595057461
G02_R0375,G02,train,100,50,1e-06,0.85,0.3,0.1,4.0,689.0162190000001,689.0584499889354
G02_R0376,G02,train,100,50,1e-06,0.8,0.1,0.1,4.0,101.647038,101.59219497539648
G02_R0377,G02,train,100,50,1e-06,0.8,0.2,0.1,4.0,324.567227,324.5207455305237
G02_R0378,G02,train,100,50,1e-06,0.8,0.3,0.1,4.0,690.5060410000001,690.3475449562499
G02_R0379,G02,train,100,50,1e-06,0.75,0.1,0.1,4.0,101.976919,101.93834472825876
G02_R0380,G02,train,100,50,1e-06,0.75,0.2,0.1,4.0,325.457074,325.3981714806687
G02_R0381,G02,train,100,50,1e-06,0.75,0.3,0.1,4.0,692.2158499999999,692.0871765948896
G02_R0382,G02,test,100,50,1e-06,0.7,0.1,0.1,4.0,102.346791,102.30331937929024
G02_R0383,G02,train,100,50,1e-06,0.7,0.2,0.1,4.0,326.476909,326.3814299541323
G02_R0384,G02,train,100,50,1e-06,0.7,0.3,0.1,4.0,694.205644,693.8290967493516
G02_R0385,G02,train,250,3,0.001,0.85,0.1,0.1,4.0,45.716209,45.75074799366895
G02_R0386,G02,train,250,3,0.001,0.85,0.2,0.1,4.0,66.252958,66.22189469456302
G02_R0387,G02,train,250,3,0.001,0.85,0.3,0.1,4.0,97.300865,97.31529317906852
G02_R0388,G02,train,250,3,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.9396340687468
G02_R0389,G02,train,250,3,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.67598542608465
G02_R0390,G02,train,250,3,0.001,0.8,0.3,0.1,4.0,98.208165,98.1648324880418
G02_R0391,G02,train,250,3,0.001,0.75,0.1,0.1,4.0,46.263498,46.259557498997566
G02_R0392,G02,train,250,3,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.2222940080626
G02_R0393,G02,train,250,3,0.001,0.75,0.3,0.1,4.0,99.194275,99.1919025419166
G02_R0394,G02,test,250,3,0.001,0.7,0.1,0.1,4.0,46.566862,46.38921973069182
G02_R0395,G02,test,250,3,0.001,0.7,0.2,0.1,4.0,67.875852,67.70508315338621
G02_R0396,G02,train,250,3,0.001,0.7,0.3,0.1,4.0,100.27625,100.26289173336312
G02_R0397,G02,test,250,3,0.0001,0.85,0.1,0.1,4.0,56.479241,56.56660698815645
G02_R0398,G02,train,250,3,0.0001,0.85,0.2,0.1,4.0,88.083718,88.11946405465204
G02_R0399,G02,train,250,3,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.13667229708383
G02_R0400,G02,train,250,3,0.0001,0.8,0.1,0.1,4.0,56.670659,56.6554346598143
G02_R0401,G02,train,250,3,0.0001,0.8,0.2,0.1,4.0,88.580876,88.4428539083512
G02_R0402,G02,train,250,3,0.0001,0.8,0.3,0.1,4.0,139.199103,139.06221703055377
G02_R0403,G02,test,250,3,0.0001,0.75,0.1,0.1,4.0,56.877924,56.8927091060517
G02_R0404,G02,train,250,3,0.0001,0.75,0.2,0.1,4.0,89.137857,89.09451055254813
G02_R0405,G02,train,250,3,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.8826148936661
G02_R0406,G02,test,250,3,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.977827775617314
G02_R0407,G02,train,250,3,0.0001,0.7,0.2,0.1,4.0,89.766632,89.45739753952033
G02_R0408,G02,train,250,3,0.0001,0.7,0.3,0.1,4.0,141.604319,141.48004936173945
G02_R0409,G02,train,250,3,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.48922372311645
G02_R0410,G02,train,250,3,1e-05,0.85,0.2,0.1,4.0,170.49156,170.3887787133093
G02_R0411,G02,train,250,3,1e-05,0.85,0.3,0.1,4.0,310.83976,310.57570196846376
G02_R0412,G02,train,250,3,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.81251245305262
G02_R0413,G02,train,250,3,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.53956029401928
G02_R0414,G02,test,250,3,1e-05,0.8,0.3,0.1,4.0,313.37872,313.0118888287558
G02_R0415,G02,train,250,3,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.27243251752012
G02_R0416,G02,test,250,3,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.78720363752075
G02_R0417,G02,train,250,3,1e-05,0.75,0.3,0.1,4.0,316.31758,316.1273947254282
G02_R0418,G02,train,250,3,1e-05,0.7,0.1,0.1,4.0,83.853257,83.72671046095985
G02_R0419,G02,train,250,3,1e-05,0.7,0.2,0.1,4.0,174.84886,174.73029055761816
G02_R0420,G02,test,250,3,1e-05,0.7,0.3,0.1,4.0,319.74633,318.984356408998
G02_R0421,G02,train,250,3,1e-06,0.85,0.1,0.1,4.0,266.88079,266.8024882844694
G02_R0422,G02,train,250,3,1e-06,0.85,0.2,0.1,4.0,841.9586,841.7990152807655
G02_R0423,G02,train,250,3,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.3159755753195
G02_R0424,G02,train,250,3,1e-06,0.8,0.1,0.1,4.0,268.210538,268.1107106707281
G02_R0425,G02,test,250,3,1e-06,0.8,0.2,0.1,4.0,845.99828,845.2951878330558
G02_R0426,G02,train,250,3,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3417476187565
G02_R0427,G02,train,250,3,1e-06,0.75,0.1,0.1,4.0,269.820268,269.65942368415705
G02_R0428,G02,train,250,3,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5186236406164
G02_R0429,G02,test,250,3,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1799.7574018656646
G02_R0430,G02,test,250,3,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5467096053317
G02_R0431,G02,train,250,3,1e-06,0.7,0.2,0.1,4.0,856.36756,855.9245008308073
G02_R0432,G02,train,250,3,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.3900900168612
G02_R0433,G02,test,250,6,0.001,0.85,0.1,0.1,4.0,45.716209,45.75385221346059
G02_R0434,G02,train,250,6,0.001,0.85,0.2,0.1,4.0,66.252958,66.21979103814635
G02_R0435,G02,train,250,6,0.001,0.85,0.3,0.1,4.0,97.300865,97.30984716125003
G02_R0436,G02,train,250,6,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.94450254355928
G02_R0437,G02,test,250,6,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.67421820966798
G02_R0438,G02,train,250,6,0.001,0.8,0.3,0.1,4.0,98.208165,98.16057406826503
G02_R0439,G02,train,250,6,0.001,0.75,0.1,0.1,4.0,46.263498,46.26265167511663
G02_R0440,G02,train,250,6,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.22073966066678
G02_R0441,G02,train,250,6,0.001,0.75,0.3,0.1,4.0,99.194275,99.19134381583032
G02_R0442,G02,test,250,6,0.001,0.7,0.1,0.1,4.0,46.566862,46.39288531726922
G02_R0443,G02,test,250,6,0.001,0.7,0.2,0.1,4.0,67.875852,67.70606133296955
G02_R0444,G02,train,250,6,0.001,0.7,0.3,0.1,4.0,100.27625,100.26242503063102
G02_R0445,G02,test,250,6,0.0001,0.85,0.1,0.1,4.0,56.479241,56.56790151348979
G02_R0446,G02,train,250,6,0.0001,0.85,0.2,0.1,4.0,88.083718,88.12121315685442
G02_R0447,G02,train,250,6,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.13494844887543
G02_R0448,G02,train,250,6,0.0001,0.8,0.1,0.1,4.0,56.670659,56.65823408073097
G02_R0449,G02,train,250,6,0.0001,0.8,0.2,0.1,4.0,88.580876,88.45373664238696
G02_R0450,G02,train,250,6,0.0001,0.8,0.3,0.1,4.0,139.199103,139.0565648022294
G02_R0451,G02,train,250,6,0.0001,0.75,0.1,0.1,4.0,56.877924,56.89605770311122
G02_R0452,G02,train,250,6,0.0001,0.75,0.2,0.1,4.0,89.137857,89.06977716511818
G02_R0453,G02,test,250,6,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.84418930950807
G02_R0454,G02,test,250,6,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.98058340392684
G02_R0455,G02,test,250,6,0.0001,0.7,0.2,0.1,4.0,89.766632,89.42353829205615
G02_R0456,G02,train,250,6,0.0001,0.7,0.3,0.1,4.0,141.604319,141.49120936244773
G02_R0457,G02,train,250,6,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49577931365813
G02_R0458,G02,train,250,6,1e-05,0.85,0.2,0.1,4.0,170.49156,170.3912667248717
G02_R0459,G02,train,250,6,1e-05,0.85,0.3,0.1,4.0,310.83976,310.56892827679724
G02_R0460,G02,train,250,6,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.81625921888595
G02_R0461,G02,test,250,6,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.52998372214432
G02_R0462,G02,train,250,6,1e-05,0.8,0.3,0.1,4.0,313.37872,313.0123410614641
G02_R0463,G02,train,250,6,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.2688790110305
G02_R0464,G02,test,250,6,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.7873336375208
G02_R0465,G02,train,250,6,1e-05,0.75,0.3,0.1,4.0,316.31758,316.13713391754146
G02_R0466,G02,train,250,6,1e-05,0.7,0.1,0.1,4.0,83.853257,83.72394352356405
G02_R0467,G02,train,250,6,1e-05,0.7,0.2,0.1,4.0,174.84886,174.73029055761816
G02_R0468,G02,test,250,6,1e-05,0.7,0.3,0.1,4.0,319.74633,318.97918581003967
G02_R0469,G02,train,250,6,1e-06,0.85,0.1,0.1,4.0,266.88079,266.8086184890528
G02_R0470,G02,train,250,6,1e-06,0.85,0.2,0.1,4.0,841.9586,841.839268456093
G02_R0471,G02,train,250,6,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.325027330737
G02_R0472,G02,train,250,6,1e-06,0.8,0.1,0.1,4.0,268.210538,268.1148187615406
G02_R0473,G02,train,250,6,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3213585586811
G02_R0474,G02,train,250,6,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3397272958412
G02_R0475,G02,test,250,6,1e-06,0.75,0.1,0.1,4.0,269.820268,269.65942368415705
G02_R0476,G02,train,250,6,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5294552718657
G02_R0477,G02,test,250,6,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1799.7944372580253
G02_R0478,G02,train,250,6,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5467096053317
G02_R0479,G02,train,250,6,1e-06,0.7,0.2,0.1,4.0,856.36756,856.0610910933075
G02_R0480,G02,train,250,6,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.366363501832
G02_R0481,G02,train,250,20,0.001,0.85,0.1,0.1,4.0,45.716209,45.75429502083556
G02_R0482,G02,train,250,20,0.001,0.85,0.2,0.1,4.0,66.252958,66.21754613850054
G02_R0483,G02,train,250,20,0.001,0.85,0.3,0.1,4.0,97.300865,97.31156646149404
G02_R0484,G02,train,250,20,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.942696198270575
G02_R0485,G02,train,250,20,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.6760993923912
G02_R0486,G02,test,250,20,0.001,0.8,0.3,0.1,4.0,98.208165,98.15992975568766
G02_R0487,G02,train,250,20,0.001,0.75,0.1,0.1,4.0,46.263498,46.27718866855415
G02_R0488,G02,test,250,20,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.21418546302097
G02_R0489,G02,train,250,20,0.001,0.75,0.3,0.1,4.0,99.194275,99.19210920274703
G02_R0490,G02,train,250,20,0.001,0.7,0.1,0.1,4.0,46.566862,46.4139385860996
G02_R0491,G02,train,250,20,0.001,0.7,0.2,0.1,4.0,67.875852,67.72676507749355
G02_R0492,G02,train,250,20,0.001,0.7,0.3,0.1,4.0,100.27625,100.26185135853574
G02_R0493,G02,test,250,20,0.0001,0.85,0.1,0.1,4.0,56.479241,56.5649009208722
G02_R0494,G02,test,250,20,0.0001,0.85,0.2,0.1,4.0,88.083718,88.09676144031422
G02_R0495,G02,train,250,20,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.1330053032831
G02_R0496,G02,train,250,20,0.0001,0.8,0.1,0.1,4.0,56.670659,56.65547441009256
G02_R0497,G02,test,250,20,0.0001,0.8,0.2,0.1,4.0,88.580876,88.44161962646285
G02_R0498,G02,train,250,20,0.0001,0.8,0.3,0.1,4.0,139.199103,139.05006798221154
G02_R0499,G02,train,250,20,0.0001,0.75,0.1,0.1,4.0,56.877924,56.89879510449666
G02_R0500,G02,train,250,20,0.0001,0.75,0.2,0.1,4.0,89.137857,89.08174124232352
G02_R0501,G02,test,250,20,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.83809181321632
G02_R0502,G02,train,250,20,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.98654584515602
G02_R0503,G02,test,250,20,0.0001,0.7,0.2,0.1,4.0,89.766632,89.42699586037459
G02_R0504,G02,train,250,20,0.0001,0.7,0.3,0.1,4.0,141.604319,141.47384314493576
G02_R0505,G02,train,250,20,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49523376805699
G02_R0506,G02,train,250,20,1e-05,0.85,0.2,0.1,4.0,170.49156,170.39434217082402
G02_R0507,G02,train,250,20,1e-05,0.85,0.3,0.1,4.0,310.83976,310.54167342709485
G02_R0508,G02,train,250,20,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.8173188528592
G02_R0509,G02,train,250,20,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.5459959103882
G02_R0510,G02,train,250,20,1e-05,0.8,0.3,0.1,4.0,313.37872,313.08151098857724
G02_R0511,G02,train,250,20,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.26287432387868
G02_R0512,G02,train,250,20,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.8241063653778
G02_R0513,G02,train,250,20,1e-05,0.75,0.3,0.1,4.0,316.31758,316.20316202173785
G02_R0514,G02,test,250,20,1e-05,0.7,0.1,0.1,4.0,83.853257,83.71911360765326
G02_R0515,G02,train,250,20,1e-05,0.7,0.2,0.1,4.0,174.84886,174.7207852572611
G02_R0516,G02,train,250,20,1e-05,0.7,0.3,0.1,4.0,319.74633,319.0864130840868
G02_R0517,G02,train,250,20,1e-06,0.85,0.1,0.1,4.0,266.88079,266.7990291425707
G02_R0518,G02,train,250,20,1e-06,0.85,0.2,0.1,4.0,841.9586,841.8476075638458
G02_R0519,G02,train,250,20,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.333524747989
G02_R0520,G02,train,250,20,1e-06,0.8,0.1,0.1,4.0,268.210538,268.111902266228
G02_R0521,G02,test,250,20,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3002355485021
G02_R0522,G02,train,250,20,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3103322219426
G02_R0523,G02,train,250,20,1e-06,0.75,0.1,0.1,4.0,269.820268,269.6604962813449
G02_R0524,G02,train,250,20,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5529882014484
G02_R0525,G02,train,250,20,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1799.9171673750318
G02_R0526,G02,train,250,20,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5432249261858
G02_R0527,G02,train,250,20,1e-06,0.7,0.2,0.1,4.0,856.36756,855.9791162233673
G02_R0528,G02,test,250,20,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.1937999694053
G02_R0529,G02,train,250,50,0.001,0.85,0.1,0.1,4.0,45.716209,45.75251333449182
G02_R0530,G02,train,250,50,0.001,0.85,0.2,0.1,4.0,66.252958,66.21722858556306
G02_R0531,G02,train,250,50,0.001,0.85,0.3,0.1,4.0,97.300865,97.31223191711908
G02_R0532,G02,train,250,50,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.94003625873934
G02_R0533,G02,train,250,50,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.671340124296
G02_R0534,G02,train,250,50,0.001,0.8,0.3,0.1,4.0,98.208165,98.16145286756266
G02_R0535,G02,train,250,50,0.001,0.75,0.1,0.1,4.0,46.263498,46.28920331974758
G02_R0536,G02,train,250,50,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.21810930058345
G02_R0537,G02,train,250,50,0.001,0.75,0.3,0.1,4.0,99.194275,99.19082496449698
G02_R0538,G02,train,250,50,0.001,0.7,0.1,0.1,4.0,46.566862,46.42618808302221
G02_R0539,G02,train,250,50,0.001,0.7,0.2,0.1,4.0,67.875852,67.74214945908297
G02_R0540,G02,train,250,50,0.001,0.7,0.3,0.1,4.0,100.27625,100.26147062511905
G02_R0541,G02,train,250,50,0.0001,0.85,0.1,0.1,4.0,56.479241,56.55053401735423
G02_R0542,G02,test,250,50,0.0001,0.85,0.2,0.1,4.0,88.083718,88.09676144031422
G02_R0543,G02,train,250,50,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.13497422923257
G02_R0544,G02,train,250,50,0.0001,0.8,0.1,0.1,4.0,56.670659,56.63243926126205
G02_R0545,G02,train,250,50,0.0001,0.8,0.2,0.1,4.0,88.580876,88.44161962646285
G02_R0546,G02,train,250,50,0.0001,0.8,0.3,0.1,4.0,139.199103,139.05588078580672
G02_R0547,G02,train,250,50,0.0001,0.75,0.1,0.1,4.0,56.877924,56.90528626179723
G02_R0548,G02,test,250,50,0.0001,0.75,0.2,0.1,4.0,89.137857,89.09658261742771
G02_R0549,G02,train,250,50,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.88609863413313
G02_R0550,G02,train,250,50,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.99410028774826
G02_R0551,G02,train,250,50,0.0001,0.7,0.2,0.1,4.0,89.766632,89.45891259349953
G02_R0552,G02,train,250,50,0.0001,0.7,0.3,0.1,4.0,141.604319,141.45246257765598
G02_R0553,G02,train,250,50,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49548451534869
G02_R0554,G02,train,250,50,1e-05,0.85,0.2,0.1,4.0,170.49156,170.3977831114491
G02_R0555,G02,test,250,50,1e-05,0.85,0.3,0.1,4.0,310.83976,310.5431258770948
G02_R0556,G02,train,250,50,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.81939986227593
G02_R0557,G02,train,250,50,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.55555243347848
G02_R0558,G02,train,250,50,1e-05,0.8,0.3,0.1,4.0,313.37872,313.07816299857706
G02_R0559,G02,train,250,50,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.26521841162872
G02_R0560,G02,train,250,50,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.86251485494108
G02_R0561,G02,train,250,50,1e-05,0.75,0.3,0.1,4.0,316.31758,316.2221548132557
G02_R0562,G02,train,250,50,1e-05,0.7,0.1,0.1,4.0,83.853257,83.72096456680505
G02_R0563,G02,train,250,50,1e-05,0.7,0.2,0.1,4.0,174.84886,174.7167304187195
G02_R0564,G02,train,250,50,1e-05,0.7,0.3,0.1,4.0,319.74633,319.1654318760209
G02_R0565,G02,train,250,50,1e-06,0.85,0.1,0.1,4.0,266.88079,266.7881169573486
G02_R0566,G02,train,250,50,1e-06,0.85,0.2,0.1,4.0,841.9586,841.7783306893189
G02_R0567,G02,train,250,50,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.3321387751907
G02_R0568,G02,train,250,50,1e-06,0.8,0.1,0.1,4.0,268.210538,268.1199361786625
G02_R0569,G02,train,250,50,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3600420436946
G02_R0570,G02,train,250,50,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3317188216731
G02_R0571,G02,train,250,50,1e-06,0.75,0.1,0.1,4.0,269.820268,269.66432291682065
G02_R0572,G02,train,250,50,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5358582411369
G02_R0573,G02,train,250,50,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1800.003561499227
G02_R0574,G02,train,250,50,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5362770372554
G02_R0575,G02,train,250,50,1e-06,0.7,0.2,0.1,4.0,856.36756,855.8749735708075
G02_R0576,G02,train,250,50,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.1920550553289
G02_R0577,G02,test,500,3,0.001,0.85,0.1,0.1,4.0,111.502121,111.58346397547396
G02_R0578,G02,test,500,3,0.001,0.85,0.2,0.1,4.0,164.665982,164.66491731202964
G02_R0579,G02,train,500,3,0.001,0.85,0.3,0.1,4.0,244.34431,244.56371958552984
G02_R0580,G02,train,500,3,0.001,0.8,0.1,0.1,4.0,112.267632,112.10329526287482
G02_R0581,G02,train,500,3,0.001,0.8,0.2,0.1,4.0,166.161144,166.12433976394885
G02_R0582,G02,train,500,3,0.001,0.8,0.3,0.1,4.0,247.06893,247.40502555518
G02_R0583,G02,train,500,3,0.001,0.75,0.1,0.1,4.0,113.082806,113.0447189702954
G02_R0584,G02,train,500,3,0.001,0.75,0.2,0.1,4.0,167.775959,167.79539908388426
G02_R0585,G02,train,500,3,0.001,0.75,0.3,0.1,4.0,250.05325,250.44300921104605
G02_R0586,G02,train,500,3,0.001,0.7,0.1,0.1,4.0,113.957727,113.81216745442327
G02_R0587,G02,train,500,3,0.001,0.7,0.2,0.1,4.0,169.54039,169.49839225796265
G02_R0588,G02,train,500,3,0.001,0.7,0.3,0.1,4.0,253.33725,253.5268487675774
G02_R0589,G02,train,500,3,0.0001,0.85,0.1,0.1,4.0,136.42487300000002,136.52581719746888
G02_R0590,G02,train,500,3,0.0001,0.85,0.2,0.1,4.0,216.8412,216.69818637983747
G02_R0591,G02,train,500,3,0.0001,0.85,0.3,0.1,4.0,343.16717,342.6484300748209
G02_R0592,G02,train,500,3,0.0001,0.8,0.1,0.1,4.0,137.062055,136.8141988719003
G02_R0593,G02,test,500,3,0.0001,0.8,0.2,0.1,4.0,218.5781,217.6540644344745
G02_R0594,G02,train,500,3,0.0001,0.8,0.3,0.1,4.0,346.68384,346.34331474254896
G02_R0595,G02,test,500,3,0.0001,0.75,0.1,0.1,4.0,137.74897,137.74278584213235
G02_R0596,G02,train,500,3,0.0001,0.75,0.2,0.1,4.0,220.50471,219.9249978518796
G02_R0597,G02,train,500,3,0.0001,0.75,0.3,0.1,4.0,350.65023,350.25616165870633
G02_R0598,G02,train,500,3,0.0001,0.7,0.1,0.1,4.0,138.50558,137.9895508059984
G02_R0599,G02,train,500,3,0.0001,0.7,0.2,0.1,4.0,222.69099,222.15652065251084
G02_R0600,G02,train,500,3,0.0001,0.7,0.3,0.1,4.0,355.18631000000005,354.896564405147
G02_R0601,G02,train,500,3,1e-05,0.85,0.1,0.1,4.0,196.46441,196.29636047421195
G02_R0602,G02,train,500,3,1e-05,0.85,0.2,0.1,4.0,402.03798,401.70064417292144
G02_R0603,G02,train,500,3,1e-05,0.85,0.3,0.1,4.0,725.2446,725.3076239317446
G02_R0604,G02,train,500,3,1e-05,0.8,0.1,0.1,4.0,198.04323,196.96873126100283
G02_R0605,G02,train,500,3,1e-05,0.8,0.2,0.1,4.0,406.70653,406.3470759055695
G02_R0606,G02,train,500,3,1e-05,0.8,0.3,0.1,4.0,734.77295,733.6062545376054
G02_R0607,G02,test,500,3,1e-05,0.75,0.1,0.1,4.0,199.74195,199.3576142206209
G02_R0608,G02,test,500,3,1e-05,0.75,0.2,0.1,4.0,411.89493,411.4531811251163
G02_R0609,G02,train,500,3,1e-05,0.75,0.3,0.1,4.0,745.40116,745.0406481833519
G02_R0610,G02,train,500,3,1e-05,0.7,0.1,0.1,4.0,201.46053,201.0092410238944
G02_R0611,G02,test,500,3,1e-05,0.7,0.2,0.1,4.0,417.67317,414.7707101755648
G02_R0612,G02,train,500,3,1e-05,0.7,0.3,0.1,4.0,757.56923,756.345234135512
G02_R0613,G02,train,500,3,1e-06,0.85,0.1,0.1,4.0,584.51482,584.188392544974
G02_R0614,G02,train,500,3,1e-06,0.85,0.2,0.1,4.0,1801.76112,1801.516673832508
G02_R0615,G02,train,500,3,1e-06,0.85,0.3,0.1,4.0,3780.4106,3779.671111854657
G02_R0616,G02,train,500,3,1e-06,0.8,0.1,0.1,4.0,589.45434,588.8475588456836
G02_R0617,G02,train,500,3,1e-06,0.8,0.2,0.1,4.0,1816.56051,1815.8610863768545
G02_R0618,G02,train,500,3,1e-06,0.8,0.3,0.1,4.0,3810.10988,3809.1961158375
G02_R0619,G02,train,500,3,1e-06,0.75,0.1,0.1,4.0,595.28382,595.0981708180162
G02_R0620,G02,train,500,3,1e-06,0.75,0.2,0.1,4.0,1833.65986,1833.3407788387872
G02_R0621,G02,train,500,3,1e-06,0.75,0.3,0.1,4.0,3844.50911,3839.055397446743
G02_R0622,G02,train,500,3,1e-06,0.7,0.1,0.1,4.0,601.52327,599.3673930722714
G02_R0623,G02,train,500,3,1e-06,0.7,0.2,0.1,4.0,1852.45917,1849.8400967653315
G02_R0624,G02,test,500,3,1e-06,0.7,0.3,0.1,4.0,3883.10828,3879.674538324749
G02_R0625,G02,train,500,6,0.001,0.85,0.1,0.1,4.0,111.502121,111.58469220661978
G02_R0626,G02,train,500,6,0.001,0.85,0.2,0.1,4.0,164.665982,164.66410682702966
G02_R0627,G02,train,500,6,0.001,0.85,0.3,0.1,4.0,244.34431,244.5545742938631
G02_R0628,G02,train,500,6,0.001,0.8,0.1,0.1,4.0,112.267632,112.101806247354
G02_R0629,G02,train,500,6,0.001,0.8,0.2,0.1,4.0,166.161144,166.12811190987742
