case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G02_R0433,G02,test,250,6,0.001,0.85,0.1,0.1,4.0,45.716209,45.75385221346059,0.0376432134605906,0.0376432134605906
G02_R0434,G02,train,250,6,0.001,0.85,0.2,0.1,4.0,66.252958,66.21979103814635,-0.0331669618536523,0.0331669618536523
G02_R0435,G02,train,250,6,0.001,0.85,0.3,0.1,4.0,97.300865,97.30984716125003,0.0089821612500315,0.0089821612500315
G02_R0436,G02,train,250,6,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.94450254355928,-0.0354374564407251,0.0354374564407251
G02_R0437,G02,test,250,6,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.67421820966798,-0.0782507903320066,0.0782507903320066
G02_R0438,G02,train,250,6,0.001,0.8,0.3,0.1,4.0,98.208165,98.16057406826503,-0.0475909317349589,0.0475909317349589
G02_R0439,G02,train,250,6,0.001,0.75,0.1,0.1,4.0,46.263498,46.26265167511663,-0.0008463248833692,0.0008463248833692
G02_R0440,G02,train,250,6,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.22073966066678,-0.0700333393332073,0.0700333393332073
G02_R0441,G02,train,250,6,0.001,0.75,0.3,0.1,4.0,99.194275,99.19134381583032,-0.0029311841696966,0.0029311841696966
G02_R0442,G02,test,250,6,0.001,0.7,0.1,0.1,4.0,46.566862,46.39288531726922,-0.1739766827307818,0.1739766827307818
G02_R0443,G02,test,250,6,0.001,0.7,0.2,0.1,4.0,67.875852,67.70606133296955,-0.1697906670304405,0.1697906670304405
G02_R0444,G02,train,250,6,0.001,0.7,0.3,0.1,4.0,100.27625,100.26242503063102,-0.0138249693689829,0.0138249693689829
G02_R0445,G02,test,250,6,0.0001,0.85,0.1,0.1,4.0,56.479241,56.56790151348979,0.0886605134897848,0.0886605134897848
G02_R0446,G02,train,250,6,0.0001,0.85,0.2,0.1,4.0,88.083718,88.12121315685442,0.037495156854419,0.037495156854419
G02_R0447,G02,train,250,6,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.13494844887543,-0.0762315511245503,0.0762315511245503
G02_R0448,G02,train,250,6,0.0001,0.8,0.1,0.1,4.0,56.670659,56.65823408073097,-0.01242491926903,0.01242491926903
G02_R0449,G02,train,250,6,0.0001,0.8,0.2,0.1,4.0,88.580876,88.45373664238696,-0.1271393576130464,0.1271393576130464
G02_R0450,G02,train,250,6,0.0001,0.8,0.3,0.1,4.0,139.199103,139.0565648022294,-0.1425381977706195,0.1425381977706195
G02_R0451,G02,train,250,6,0.0001,0.75,0.1,0.1,4.0,56.877924,56.89605770311122,0.0181337031112178,0.0181337031112178
G02_R0452,G02,train,250,6,0.0001,0.75,0.2,0.1,4.0,89.137857,89.06977716511818,-0.0680798348818143,0.0680798348818143
G02_R0453,G02,test,250,6,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.84418930950807,-0.4826366904919155,0.4826366904919155
G02_R0454,G02,test,250,6,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.98058340392684,-0.1274275960731685,0.1274275960731685
G02_R0455,G02,test,250,6,0.0001,0.7,0.2,0.1,4.0,89.766632,89.42353829205615,-0.3430937079438507,0.3430937079438507
G02_R0456,G02,train,250,6,0.0001,0.7,0.3,0.1,4.0,141.604319,141.49120936244773,-0.1131096375522702,0.1131096375522702
G02_R0457,G02,train,250,6,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49577931365813,0.0204073136581257,0.0204073136581257
G02_R0458,G02,train,250,6,1e-05,0.85,0.2,0.1,4.0,170.49156,170.3912667248717,-0.1002932751282799,0.1002932751282799
G02_R0459,G02,train,250,6,1e-05,0.85,0.3,0.1,4.0,310.83976,310.56892827679724,-0.2708317232027752,0.2708317232027752
G02_R0460,G02,train,250,6,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.81625921888595,-0.056474781114062,0.056474781114062
G02_R0461,G02,test,250,6,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.52998372214432,-0.2107562778556939,0.2107562778556939
G02_R0462,G02,train,250,6,1e-05,0.8,0.3,0.1,4.0,313.37872,313.0123410614641,-0.3663789385358882,0.3663789385358882
G02_R0463,G02,train,250,6,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.2688790110305,-0.059152988969501,0.059152988969501
G02_R0464,G02,test,250,6,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.7873336375208,-0.3825063624792335,0.3825063624792335
G02_R0465,G02,train,250,6,1e-05,0.75,0.3,0.1,4.0,316.31758,316.13713391754146,-0.1804460824585589,0.1804460824585589
G02_R0466,G02,train,250,6,1e-05,0.7,0.1,0.1,4.0,83.853257,83.72394352356405,-0.1293134764359536,0.1293134764359536
G02_R0467,G02,train,250,6,1e-05,0.7,0.2,0.1,4.0,174.84886,174.73029055761816,-0.1185694423818404,0.1185694423818404
G02_R0468,G02,test,250,6,1e-05,0.7,0.3,0.1,4.0,319.74633,318.97918581003967,-0.7671441899603337,0.7671441899603337
G02_R0469,G02,train,250,6,1e-06,0.85,0.1,0.1,4.0,266.88079,266.8086184890528,-0.0721715109472143,0.0721715109472143
G02_R0470,G02,train,250,6,1e-06,0.85,0.2,0.1,4.0,841.9586,841.839268456093,-0.1193315439070374,0.1193315439070374
G02_R0471,G02,train,250,6,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.325027330737,-0.2288526692630057,0.2288526692630057
G02_R0472,G02,train,250,6,1e-06,0.8,0.1,0.1,4.0,268.210538,268.1148187615406,-0.0957192384593668,0.0957192384593668
G02_R0473,G02,train,250,6,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3213585586811,-0.676921441318882,0.676921441318882
G02_R0474,G02,train,250,6,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3397272958412,-0.213762704158853,0.213762704158853
G02_R0475,G02,test,250,6,1e-06,0.75,0.1,0.1,4.0,269.820268,269.65942368415705,-0.1608443158429509,0.1608443158429509
G02_R0476,G02,train,250,6,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5294552718657,-0.2384747281342925,0.2384747281342925
G02_R0477,G02,test,250,6,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1799.7944372580253,-1.1586227419745685,1.1586227419745685
G02_R0478,G02,train,250,6,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5467096053317,-0.2032703946683227,0.2032703946683227
G02_R0479,G02,train,250,6,1e-06,0.7,0.2,0.1,4.0,856.36756,856.0610910933075,-0.3064689066925439,0.3064689066925439
G02_R0480,G02,train,250,6,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.366363501832,-0.6862464981682024,0.6862464981682024
G02_R0481,G02,train,250,20,0.001,0.85,0.1,0.1,4.0,45.716209,45.75429502083556,0.0380860208355642,0.0380860208355642
G02_R0482,G02,train,250,20,0.001,0.85,0.2,0.1,4.0,66.252958,66.21754613850054,-0.0354118614994689,0.0354118614994689
G02_R0483,G02,train,250,20,0.001,0.85,0.3,0.1,4.0,97.300865,97.31156646149404,0.010701461494051,0.010701461494051
G02_R0484,G02,train,250,20,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.942696198270575,-0.0372438017294314,0.0372438017294314
G02_R0485,G02,train,250,20,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.6760993923912,-0.0763696076087967,0.0763696076087967
G02_R0486,G02,test,250,20,0.001,0.8,0.3,0.1,4.0,98.208165,98.15992975568766,-0.0482352443123375,0.0482352443123375
G02_R0487,G02,train,250,20,0.001,0.75,0.1,0.1,4.0,46.263498,46.27718866855415,0.0136906685541475,0.0136906685541475
G02_R0488,G02,test,250,20,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.21418546302097,-0.0765875369790194,0.0765875369790194
G02_R0489,G02,train,250,20,0.001,0.75,0.3,0.1,4.0,99.194275,99.19210920274703,-0.0021657972529709,0.0021657972529709
G02_R0490,G02,train,250,20,0.001,0.7,0.1,0.1,4.0,46.566862,46.4139385860996,-0.1529234139003961,0.1529234139003961
G02_R0491,G02,train,250,20,0.001,0.7,0.2,0.1,4.0,67.875852,67.72676507749355,-0.1490869225064415,0.1490869225064415
G02_R0492,G02,train,250,20,0.001,0.7,0.3,0.1,4.0,100.27625,100.26185135853574,-0.0143986414642682,0.0143986414642682
G02_R0493,G02,test,250,20,0.0001,0.85,0.1,0.1,4.0,56.479241,56.5649009208722,0.0856599208721959,0.0856599208721959
G02_R0494,G02,test,250,20,0.0001,0.85,0.2,0.1,4.0,88.083718,88.09676144031422,0.0130434403142203,0.0130434403142203
G02_R0495,G02,train,250,20,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.1330053032831,-0.0781746967168715,0.0781746967168715
G02_R0496,G02,train,250,20,0.0001,0.8,0.1,0.1,4.0,56.670659,56.65547441009256,-0.0151845899074416,0.0151845899074416
G02_R0497,G02,test,250,20,0.0001,0.8,0.2,0.1,4.0,88.580876,88.44161962646285,-0.139256373537151,0.139256373537151
G02_R0498,G02,train,250,20,0.0001,0.8,0.3,0.1,4.0,139.199103,139.05006798221154,-0.1490350177884636,0.1490350177884636
G02_R0499,G02,train,250,20,0.0001,0.75,0.1,0.1,4.0,56.877924,56.89879510449666,0.0208711044966563,0.0208711044966563
G02_R0500,G02,train,250,20,0.0001,0.75,0.2,0.1,4.0,89.137857,89.08174124232352,-0.0561157576764799,0.0561157576764799
G02_R0501,G02,test,250,20,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.83809181321632,-0.4887341867836596,0.4887341867836596
G02_R0502,G02,train,250,20,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.98654584515602,-0.1214651548439817,0.1214651548439817
G02_R0503,G02,test,250,20,0.0001,0.7,0.2,0.1,4.0,89.766632,89.42699586037459,-0.3396361396254121,0.3396361396254121
G02_R0504,G02,train,250,20,0.0001,0.7,0.3,0.1,4.0,141.604319,141.47384314493576,-0.1304758550642475,0.1304758550642475
G02_R0505,G02,train,250,20,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49523376805699,0.0198617680569839,0.0198617680569839
G02_R0506,G02,train,250,20,1e-05,0.85,0.2,0.1,4.0,170.49156,170.39434217082402,-0.0972178291759746,0.0972178291759746
G02_R0507,G02,train,250,20,1e-05,0.85,0.3,0.1,4.0,310.83976,310.54167342709485,-0.2980865729051629,0.2980865729051629
G02_R0508,G02,train,250,20,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.8173188528592,-0.0554151471408062,0.0554151471408062
G02_R0509,G02,train,250,20,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.5459959103882,-0.1947440896118166,0.1947440896118166
G02_R0510,G02,train,250,20,1e-05,0.8,0.3,0.1,4.0,313.37872,313.08151098857724,-0.2972090114227512,0.2972090114227512
G02_R0511,G02,train,250,20,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.26287432387868,-0.0651576761213306,0.0651576761213306
G02_R0512,G02,train,250,20,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.8241063653778,-0.3457336346222348,0.3457336346222348
G02_R0513,G02,train,250,20,1e-05,0.75,0.3,0.1,4.0,316.31758,316.20316202173785,-0.1144179782621677,0.1144179782621677
G02_R0514,G02,test,250,20,1e-05,0.7,0.1,0.1,4.0,83.853257,83.71911360765326,-0.1341433923467434,0.1341433923467434
G02_R0515,G02,train,250,20,1e-05,0.7,0.2,0.1,4.0,174.84886,174.7207852572611,-0.128074742738903,0.128074742738903
G02_R0516,G02,train,250,20,1e-05,0.7,0.3,0.1,4.0,319.74633,319.0864130840868,-0.659916915913243,0.659916915913243
G02_R0517,G02,train,250,20,1e-06,0.85,0.1,0.1,4.0,266.88079,266.7990291425707,-0.0817608574292876,0.0817608574292876
G02_R0518,G02,train,250,20,1e-06,0.85,0.2,0.1,4.0,841.9586,841.8476075638458,-0.1109924361542198,0.1109924361542198
G02_R0519,G02,train,250,20,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.333524747989,-0.2203552520109042,0.2203552520109042
G02_R0520,G02,train,250,20,1e-06,0.8,0.1,0.1,4.0,268.210538,268.111902266228,-0.0986357337719709,0.0986357337719709
G02_R0521,G02,test,250,20,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3002355485021,-0.6980444514979354,0.6980444514979354
G02_R0522,G02,train,250,20,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3103322219426,-0.2431577780573661,0.2431577780573661
G02_R0523,G02,train,250,20,1e-06,0.75,0.1,0.1,4.0,269.820268,269.6604962813449,-0.1597717186551221,0.1597717186551221
G02_R0524,G02,train,250,20,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5529882014484,-0.2149417985515356,0.2149417985515356
G02_R0525,G02,train,250,20,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1799.9171673750318,-1.035892624968028,1.035892624968028
G02_R0526,G02,train,250,20,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5432249261858,-0.2067550738142358,0.2067550738142358
G02_R0527,G02,train,250,20,1e-06,0.7,0.2,0.1,4.0,856.36756,855.9791162233673,-0.3884437766326982,0.3884437766326982
G02_R0528,G02,test,250,20,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.1937999694053,-0.8588100305946682,0.8588100305946682
G02_R0529,G02,train,250,50,0.001,0.85,0.1,0.1,4.0,45.716209,45.75251333449182,0.0363043344918239,0.0363043344918239
G02_R0530,G02,train,250,50,0.001,0.85,0.2,0.1,4.0,66.252958,66.21722858556306,-0.0357294144369433,0.0357294144369433
G02_R0531,G02,train,250,50,0.001,0.85,0.3,0.1,4.0,97.300865,97.31223191711908,0.0113669171190906,0.0113669171190906
G02_R0532,G02,train,250,50,0.001,0.8,0.1,0.1,4.0,45.979940000000006,45.94003625873934,-0.0399037412606659,0.0399037412606659
G02_R0533,G02,train,250,50,0.001,0.8,0.2,0.1,4.0,66.75246899999999,66.671340124296,-0.081128875703996,0.081128875703996
G02_R0534,G02,train,250,50,0.001,0.8,0.3,0.1,4.0,98.208165,98.16145286756266,-0.0467121324373351,0.0467121324373351
G02_R0535,G02,train,250,50,0.001,0.75,0.1,0.1,4.0,46.263498,46.28920331974758,0.0257053197475798,0.0257053197475798
G02_R0536,G02,train,250,50,0.001,0.75,0.2,0.1,4.0,67.29077299999999,67.21810930058345,-0.0726636994165375,0.0726636994165375
G02_R0537,G02,train,250,50,0.001,0.75,0.3,0.1,4.0,99.194275,99.19082496449698,-0.0034500355030218,0.0034500355030218
G02_R0538,G02,train,250,50,0.001,0.7,0.1,0.1,4.0,46.566862,46.42618808302221,-0.1406739169777964,0.1406739169777964
G02_R0539,G02,train,250,50,0.001,0.7,0.2,0.1,4.0,67.875852,67.74214945908297,-0.133702540917028,0.133702540917028
G02_R0540,G02,train,250,50,0.001,0.7,0.3,0.1,4.0,100.27625,100.26147062511905,-0.0147793748809732,0.0147793748809732
G02_R0541,G02,train,250,50,0.0001,0.85,0.1,0.1,4.0,56.479241,56.55053401735423,0.071293017354229,0.071293017354229
G02_R0542,G02,test,250,50,0.0001,0.85,0.2,0.1,4.0,88.083718,88.09676144031422,0.0130434403142203,0.0130434403142203
G02_R0543,G02,train,250,50,0.0001,0.85,0.3,0.1,4.0,138.21117999999998,138.13497422923257,-0.0762057707674159,0.0762057707674159
G02_R0544,G02,train,250,50,0.0001,0.8,0.1,0.1,4.0,56.670659,56.63243926126205,-0.0382197387379505,0.0382197387379505
G02_R0545,G02,train,250,50,0.0001,0.8,0.2,0.1,4.0,88.580876,88.44161962646285,-0.139256373537151,0.139256373537151
G02_R0546,G02,train,250,50,0.0001,0.8,0.3,0.1,4.0,139.199103,139.05588078580672,-0.1432222141932868,0.1432222141932868
G02_R0547,G02,train,250,50,0.0001,0.75,0.1,0.1,4.0,56.877924,56.90528626179723,0.0273622617972293,0.0273622617972293
G02_R0548,G02,test,250,50,0.0001,0.75,0.2,0.1,4.0,89.137857,89.09658261742771,-0.0412743825722827,0.0412743825722827
G02_R0549,G02,train,250,50,0.0001,0.75,0.3,0.1,4.0,140.32682599999998,139.88609863413313,-0.4407273658668487,0.4407273658668487
G02_R0550,G02,train,250,50,0.0001,0.7,0.1,0.1,4.0,57.108011000000005,56.99410028774826,-0.1139107122517444,0.1139107122517444
G02_R0551,G02,train,250,50,0.0001,0.7,0.2,0.1,4.0,89.766632,89.45891259349953,-0.3077194065004676,0.3077194065004676
G02_R0552,G02,train,250,50,0.0001,0.7,0.3,0.1,4.0,141.604319,141.45246257765598,-0.151856422344025,0.151856422344025
G02_R0553,G02,train,250,50,1e-05,0.85,0.1,0.1,4.0,82.47537200000001,82.49548451534869,0.0201125153486856,0.0201125153486856
G02_R0554,G02,train,250,50,1e-05,0.85,0.2,0.1,4.0,170.49156,170.3977831114491,-0.0937768885509058,0.0937768885509058
G02_R0555,G02,test,250,50,1e-05,0.85,0.3,0.1,4.0,310.83976,310.5431258770948,-0.2966341229052318,0.2966341229052318
G02_R0556,G02,train,250,50,1e-05,0.8,0.1,0.1,4.0,82.87273400000001,82.81939986227593,-0.0533341377240788,0.0533341377240788
G02_R0557,G02,train,250,50,1e-05,0.8,0.2,0.1,4.0,171.74074000000002,171.55555243347848,-0.1851875665215345,0.1851875665215345
G02_R0558,G02,train,250,50,1e-05,0.8,0.3,0.1,4.0,313.37872,313.07816299857706,-0.3005570014229306,0.3005570014229306
G02_R0559,G02,train,250,50,1e-05,0.75,0.1,0.1,4.0,83.32803200000001,83.26521841162872,-0.0628135883712843,0.0628135883712843
G02_R0560,G02,train,250,50,1e-05,0.75,0.2,0.1,4.0,173.16984000000002,172.86251485494108,-0.3073251450589396,0.3073251450589396
G02_R0561,G02,train,250,50,1e-05,0.75,0.3,0.1,4.0,316.31758,316.2221548132557,-0.0954251867443076,0.0954251867443076
G02_R0562,G02,train,250,50,1e-05,0.7,0.1,0.1,4.0,83.853257,83.72096456680505,-0.132292433194948,0.132292433194948
G02_R0563,G02,train,250,50,1e-05,0.7,0.2,0.1,4.0,174.84886,174.7167304187195,-0.132129581280509,0.132129581280509
G02_R0564,G02,train,250,50,1e-05,0.7,0.3,0.1,4.0,319.74633,319.1654318760209,-0.5808981239791251,0.5808981239791251
G02_R0565,G02,train,250,50,1e-06,0.85,0.1,0.1,4.0,266.88079,266.7881169573486,-0.09267304265137,0.09267304265137
G02_R0566,G02,train,250,50,1e-06,0.85,0.2,0.1,4.0,841.9586,841.7783306893189,-0.180269310681183,0.180269310681183
G02_R0567,G02,train,250,50,1e-06,0.85,0.3,0.1,4.0,1783.55388,1783.3321387751907,-0.2217412248091932,0.2217412248091932
G02_R0568,G02,train,250,50,1e-06,0.8,0.1,0.1,4.0,268.210538,268.1199361786625,-0.0906018213374864,0.0906018213374864
G02_R0569,G02,train,250,50,1e-06,0.8,0.2,0.1,4.0,845.99828,845.3600420436946,-0.6382379563053746,0.6382379563053746
G02_R0570,G02,train,250,50,1e-06,0.8,0.3,0.1,4.0,1791.55349,1791.3317188216731,-0.2217711783268896,0.2217711783268896
G02_R0571,G02,train,250,50,1e-06,0.75,0.1,0.1,4.0,269.820268,269.66432291682065,-0.1559450831793469,0.1559450831793469
G02_R0572,G02,train,250,50,1e-06,0.75,0.2,0.1,4.0,850.76793,850.5358582411369,-0.2320717588630714,0.2320717588630714
G02_R0573,G02,train,250,50,1e-06,0.75,0.3,0.1,4.0,1800.9530599999998,1800.003561499227,-0.9494985007725064,0.9494985007725064
G02_R0574,G02,train,250,50,1e-06,0.7,0.1,0.1,4.0,271.74998000000005,271.5362770372554,-0.2137029627446622,0.2137029627446622
G02_R0575,G02,train,250,50,1e-06,0.7,0.2,0.1,4.0,856.36756,855.8749735708075,-0.4925864291925563,0.4925864291925563
G02_R0576,G02,train,250,50,1e-06,0.7,0.3,0.1,4.0,1812.05261,1811.1920550553289,-0.8605549446713212,0.8605549446713212
G02_R0577,G02,test,500,3,0.001,0.85,0.1,0.1,4.0,111.502121,111.58346397547396,0.0813429754739445,0.0813429754739445
G02_R0578,G02,test,500,3,0.001,0.85,0.2,0.1,4.0,164.665982,164.66491731202964,-0.0010646879703699,0.0010646879703699
G02_R0579,G02,train,500,3,0.001,0.85,0.3,0.1,4.0,244.34431,244.56371958552984,0.2194095855298314,0.2194095855298314
G02_R0580,G02,train,500,3,0.001,0.8,0.1,0.1,4.0,112.267632,112.10329526287482,-0.1643367371251827,0.1643367371251827
G02_R0581,G02,train,500,3,0.001,0.8,0.2,0.1,4.0,166.161144,166.12433976394885,-0.0368042360511537,0.0368042360511537
G02_R0582,G02,train,500,3,0.001,0.8,0.3,0.1,4.0,247.06893,247.40502555518,0.3360955551800089,0.3360955551800089
G02_R0583,G02,train,500,3,0.001,0.75,0.1,0.1,4.0,113.082806,113.0447189702954,-0.0380870297046129,0.0380870297046129
G02_R0584,G02,train,500,3,0.001,0.75,0.2,0.1,4.0,167.775959,167.79539908388426,0.0194400838842625,0.0194400838842625
G02_R0585,G02,train,500,3,0.001,0.75,0.3,0.1,4.0,250.05325,250.44300921104605,0.389759211046055,0.389759211046055
G02_R0586,G02,train,500,3,0.001,0.7,0.1,0.1,4.0,113.957727,113.81216745442327,-0.1455595455767309,0.1455595455767309
G02_R0587,G02,train,500,3,0.001,0.7,0.2,0.1,4.0,169.54039,169.49839225796265,-0.0419977420373527,0.0419977420373527
G02_R0588,G02,train,500,3,0.001,0.7,0.3,0.1,4.0,253.33725,253.5268487675774,0.1895987675773938,0.1895987675773938
G02_R0589,G02,train,500,3,0.0001,0.85,0.1,0.1,4.0,136.42487300000002,136.52581719746888,0.1009441974688627,0.1009441974688627
G02_R0590,G02,train,500,3,0.0001,0.85,0.2,0.1,4.0,216.8412,216.69818637983747,-0.1430136201625202,0.1430136201625202
G02_R0591,G02,train,500,3,0.0001,0.85,0.3,0.1,4.0,343.16717,342.6484300748209,-0.5187399251790907,0.5187399251790907
G02_R0592,G02,train,500,3,0.0001,0.8,0.1,0.1,4.0,137.062055,136.8141988719003,-0.2478561280996984,0.2478561280996984
G02_R0593,G02,test,500,3,0.0001,0.8,0.2,0.1,4.0,218.5781,217.6540644344745,-0.924035565525486,0.924035565525486
G02_R0594,G02,train,500,3,0.0001,0.8,0.3,0.1,4.0,346.68384,346.34331474254896,-0.34052525745102,0.34052525745102
G02_R0595,G02,test,500,3,0.0001,0.75,0.1,0.1,4.0,137.74897,137.74278584213235,-0.0061841578676649,0.0061841578676649
G02_R0596,G02,train,500,3,0.0001,0.75,0.2,0.1,4.0,220.50471,219.9249978518796,-0.5797121481203931,0.5797121481203931
G02_R0597,G02,train,500,3,0.0001,0.75,0.3,0.1,4.0,350.65023,350.25616165870633,-0.3940683412936892,0.3940683412936892
G02_R0598,G02,train,500,3,0.0001,0.7,0.1,0.1,4.0,138.50558,137.9895508059984,-0.516029194001618,0.516029194001618
G02_R0599,G02,train,500,3,0.0001,0.7,0.2,0.1,4.0,222.69099,222.15652065251084,-0.5344693474891642,0.5344693474891642
G02_R0600,G02,train,500,3,0.0001,0.7,0.3,0.1,4.0,355.18631000000005,354.896564405147,-0.2897455948530592,0.2897455948530592
G02_R0601,G02,train,500,3,1e-05,0.85,0.1,0.1,4.0,196.46441,196.29636047421195,-0.1680495257880352,0.1680495257880352
G02_R0602,G02,train,500,3,1e-05,0.85,0.2,0.1,4.0,402.03798,401.70064417292144,-0.3373358270785616,0.3373358270785616
G02_R0603,G02,train,500,3,1e-05,0.85,0.3,0.1,4.0,725.2446,725.3076239317446,0.0630239317446239,0.0630239317446239
G02_R0604,G02,train,500,3,1e-05,0.8,0.1,0.1,4.0,198.04323,196.96873126100283,-1.074498738997164,1.074498738997164
G02_R0605,G02,train,500,3,1e-05,0.8,0.2,0.1,4.0,406.70653,406.3470759055695,-0.3594540944305322,0.3594540944305322
G02_R0606,G02,train,500,3,1e-05,0.8,0.3,0.1,4.0,734.77295,733.6062545376054,-1.166695462394614,1.166695462394614
G02_R0607,G02,test,500,3,1e-05,0.75,0.1,0.1,4.0,199.74195,199.3576142206209,-0.3843357793791142,0.3843357793791142
G02_R0608,G02,test,500,3,1e-05,0.75,0.2,0.1,4.0,411.89493,411.4531811251163,-0.4417488748836717,0.4417488748836717
G02_R0609,G02,train,500,3,1e-05,0.75,0.3,0.1,4.0,745.40116,745.0406481833519,-0.3605118166481134,0.3605118166481134
G02_R0610,G02,train,500,3,1e-05,0.7,0.1,0.1,4.0,201.46053,201.0092410238944,-0.4512889761055874,0.4512889761055874
G02_R0611,G02,test,500,3,1e-05,0.7,0.2,0.1,4.0,417.67317,414.7707101755648,-2.902459824435254,2.902459824435254
G02_R0612,G02,train,500,3,1e-05,0.7,0.3,0.1,4.0,757.56923,756.345234135512,-1.2239958644879607,1.2239958644879607
G02_R0613,G02,train,500,3,1e-06,0.85,0.1,0.1,4.0,584.51482,584.188392544974,-0.3264274550259642,0.3264274550259642
G02_R0614,G02,train,500,3,1e-06,0.85,0.2,0.1,4.0,1801.76112,1801.516673832508,-0.2444461674920148,0.2444461674920148
G02_R0615,G02,train,500,3,1e-06,0.85,0.3,0.1,4.0,3780.4106,3779.671111854657,-0.7394881453428752,0.7394881453428752
G02_R0616,G02,train,500,3,1e-06,0.8,0.1,0.1,4.0,589.45434,588.8475588456836,-0.6067811543164225,0.6067811543164225
G02_R0617,G02,train,500,3,1e-06,0.8,0.2,0.1,4.0,1816.56051,1815.8610863768545,-0.6994236231457762,0.6994236231457762
G02_R0618,G02,train,500,3,1e-06,0.8,0.3,0.1,4.0,3810.10988,3809.1961158375,-0.9137641625002288,0.9137641625002288
G02_R0619,G02,train,500,3,1e-06,0.75,0.1,0.1,4.0,595.28382,595.0981708180162,-0.1856491819837629,0.1856491819837629
G02_R0620,G02,train,500,3,1e-06,0.75,0.2,0.1,4.0,1833.65986,1833.3407788387872,-0.3190811612128073,0.3190811612128073
G02_R0621,G02,train,500,3,1e-06,0.75,0.3,0.1,4.0,3844.50911,3839.055397446743,-5.453712553256992,5.453712553256992
G02_R0622,G02,train,500,3,1e-06,0.7,0.1,0.1,4.0,601.52327,599.3673930722714,-2.1558769277286274,2.1558769277286274
G02_R0623,G02,train,500,3,1e-06,0.7,0.2,0.1,4.0,1852.45917,1849.8400967653315,-2.6190732346685763,2.6190732346685763
G02_R0624,G02,test,500,3,1e-06,0.7,0.3,0.1,4.0,3883.10828,3879.674538324749,-3.43374167525144,3.43374167525144
G02_R0625,G02,train,500,6,0.001,0.85,0.1,0.1,4.0,111.502121,111.58469220661978,0.0825712066197752,0.0825712066197752
G02_R0626,G02,train,500,6,0.001,0.85,0.2,0.1,4.0,164.665982,164.66410682702966,-0.0018751729703581,0.0018751729703581
G02_R0627,G02,train,500,6,0.001,0.85,0.3,0.1,4.0,244.34431,244.5545742938631,0.2102642938631049,0.2102642938631049
G02_R0628,G02,train,500,6,0.001,0.8,0.1,0.1,4.0,112.267632,112.101806247354,-0.1658257526460147,0.1658257526460147
G02_R0629,G02,train,500,6,0.001,0.8,0.2,0.1,4.0,166.161144,166.12811190987742,-0.0330320901225889,0.0330320901225889
G02_R0630,G02,test,500,6,0.001,0.8,0.3,0.1,4.0,247.06893,247.41391045851324,0.3449804585132483,0.3449804585132483
G02_R0631,G02,train,500,6,0.001,0.75,0.1,0.1,4.0,113.082806,113.04324539249184,-0.0395606075081644,0.0395606075081644
G02_R0632,G02,train,500,6,0.001,0.75,0.2,0.1,4.0,167.775959,167.79476101957175,0.0188020195717513,0.0188020195717513
G02_R0633,G02,train,500,6,0.001,0.75,0.3,0.1,4.0,250.05325,250.44990943777248,0.3966594377724846,0.3966594377724846
G02_R0634,G02,train,500,6,0.001,0.7,0.1,0.1,4.0,113.957727,113.81079141201552,-0.1469355879844727,0.1469355879844727
