case_uid,geometry_id,logo_fold,split
G05_R0713,G05,holdout_G02,train
G05_R0714,G05,holdout_G02,train
G05_R0715,G05,holdout_G02,train
G05_R0716,G05,holdout_G02,train
G05_R0717,G05,holdout_G02,train
G05_R0718,G05,holdout_G02,train
G05_R0719,G05,holdout_G02,train
G05_R0720,G05,holdout_G02,train
G05_R0721,G05,holdout_G02,train
G05_R0722,G05,holdout_G02,train
G05_R0723,G05,holdout_G02,train
G05_R0724,G05,holdout_G02,train
G05_R0725,G05,holdout_G02,train
G05_R0726,G05,holdout_G02,train
G05_R0727,G05,holdout_G02,train
G05_R0728,G05,holdout_G02,train
G05_R0729,G05,holdout_G02,train
G05_R0730,G05,holdout_G02,train
G05_R0731,G05,holdout_G02,train
G05_R0732,G05,holdout_G02,train
G05_R0733,G05,holdout_G02,train
G05_R0734,G05,holdout_G02,train
G05_R0735,G05,holdout_G02,train
G05_R0736,G05,holdout_G02,train
G05_R0737,G05,holdout_G02,train
G05_R0738,G05,holdout_G02,train
G05_R0739,G05,holdout_G02,train
G05_R0740,G05,holdout_G02,train
G05_R0741,G05,holdout_G02,train
G05_R0742,G05,holdout_G02,train
G05_R0743,G05,holdout_G02,train
G05_R0744,G05,holdout_G02,train
G05_R0745,G05,holdout_G02,train
G05_R0746,G05,holdout_G02,train
G05_R0747,G05,holdout_G02,train
G05_R0748,G05,holdout_G02,train
G05_R0749,G05,holdout_G02,train
G05_R0750,G05,holdout_G02,train
G05_R0751,G05,holdout_G02,train
G05_R0752,G05,holdout_G02,train
G05_R0753,G05,holdout_G02,train
G05_R0754,G05,holdout_G02,train
G05_R0755,G05,holdout_G02,train
G05_R0756,G05,holdout_G02,train
G05_R0757,G05,holdout_G02,train
G05_R0758,G05,holdout_G02,train
G05_R0759,G05,holdout_G02,train
G05_R0760,G05,holdout_G02,train
G05_R0761,G05,holdout_G02,train
G05_R0762,G05,holdout_G02,train
G05_R0763,G05,holdout_G02,train
G05_R0764,G05,holdout_G02,train
G05_R0765,G05,holdout_G02,train
G05_R0766,G05,holdout_G02,train
G05_R0767,G05,holdout_G02,train
G05_R0768,G05,holdout_G02,train
G06_R0001,G06,holdout_G02,train
G06_R0002,G06,holdout_G02,train
G06_R0003,G06,holdout_G02,train
G06_R0004,G06,holdout_G02,train
G06_R0005,G06,holdout_G02,train
G06_R0006,G06,holdout_G02,train
G06_R0007,G06,holdout_G02,train
G06_R0008,G06,holdout_G02,train
G06_R0009,G06,holdout_G02,train
G06_R0010,G06,holdout_G02,train
G06_R0011,G06,holdout_G02,train
G06_R0012,G06,holdout_G02,train
G06_R0013,G06,holdout_G02,train
G06_R0014,G06,holdout_G02,train
G06_R0015,G06,holdout_G02,train
G06_R0016,G06,holdout_G02,train
G06_R0017,G06,holdout_G02,train
G06_R0018,G06,holdout_G02,train
G06_R0019,G06,holdout_G02,train
G06_R0020,G06,holdout_G02,train
G06_R0021,G06,holdout_G02,train
G06_R0022,G06,holdout_G02,train
G06_R0023,G06,holdout_G02,train
G06_R0024,G06,holdout_G02,train
G06_R0025,G06,holdout_G02,train
G06_R0026,G06,holdout_G02,train
G06_R0027,G06,holdout_G02,train
G06_R0028,G06,holdout_G02,train
G06_R0029,G06,holdout_G02,train
G06_R0030,G06,holdout_G02,train
G06_R0031,G06,holdout_G02,train
G06_R0032,G06,holdout_G02,train
G06_R0033,G06,holdout_G02,train
G06_R0034,G06,holdout_G02,train
G06_R0035,G06,holdout_G02,train
G06_R0036,G06,holdout_G02,train
G06_R0037,G06,holdout_G02,train
G06_R0038,G06,holdout_G02,train
G06_R0039,G06,holdout_G02,train
G06_R0040,G06,holdout_G02,train
G06_R0041,G06,holdout_G02,train
G06_R0042,G06,holdout_G02,train
G06_R0043,G06,holdout_G02,train
G06_R0044,G06,holdout_G02,train
G06_R0045,G06,holdout_G02,train
G06_R0046,G06,holdout_G02,train
G06_R0047,G06,holdout_G02,train
G06_R0048,G06,holdout_G02,train
G06_R0049,G06,holdout_G02,train
G06_R0050,G06,holdout_G02,train
G06_R0051,G06,holdout_G02,train
G06_R0052,G06,holdout_G02,train
G06_R0053,G06,holdout_G02,train
G06_R0054,G06,holdout_G02,train
G06_R0055,G06,holdout_G02,train
G06_R0056,G06,holdout_G02,train
G06_R0057,G06,holdout_G02,train
G06_R0058,G06,holdout_G02,train
G06_R0059,G06,holdout_G02,train
G06_R0060,G06,holdout_G02,train
G06_R0061,G06,holdout_G02,train
G06_R0062,G06,holdout_G02,train
G06_R0063,G06,holdout_G02,train
G06_R0064,G06,holdout_G02,train
G06_R0065,G06,holdout_G02,train
G06_R0066,G06,holdout_G02,train
G06_R0067,G06,holdout_G02,train
G06_R0068,G06,holdout_G02,train
G06_R0069,G06,holdout_G02,train
G06_R0070,G06,holdout_G02,train
G06_R0071,G06,holdout_G02,train
G06_R0072,G06,holdout_G02,train
G06_R0073,G06,holdout_G02,train
G06_R0074,G06,holdout_G02,train
G06_R0075,G06,holdout_G02,train
G06_R0076,G06,holdout_G02,train
G06_R0077,G06,holdout_G02,train
G06_R0078,G06,holdout_G02,train
G06_R0079,G06,holdout_G02,train
G06_R0080,G06,holdout_G02,train
G06_R0081,G06,holdout_G02,train
G06_R0082,G06,holdout_G02,train
G06_R0083,G06,holdout_G02,train
G06_R0084,G06,holdout_G02,train
G06_R0085,G06,holdout_G02,train
G06_R0086,G06,holdout_G02,train
G06_R0087,G06,holdout_G02,train
G06_R0088,G06,holdout_G02,train
G06_R0089,G06,holdout_G02,train
G06_R0090,G06,holdout_G02,train
G06_R0091,G06,holdout_G02,train
G06_R0092,G06,holdout_G02,train
G06_R0093,G06,holdout_G02,train
G06_R0094,G06,holdout_G02,train
G06_R0095,G06,holdout_G02,train
G06_R0096,G06,holdout_G02,train
G06_R0097,G06,holdout_G02,train
G06_R0098,G06,holdout_G02,train
G06_R0099,G06,holdout_G02,train
G06_R0100,G06,holdout_G02,train
G06_R0101,G06,holdout_G02,train
G06_R0102,G06,holdout_G02,train
G06_R0103,G06,holdout_G02,train
G06_R0104,G06,holdout_G02,train
G06_R0105,G06,holdout_G02,train
G06_R0106,G06,holdout_G02,train
G06_R0107,G06,holdout_G02,train
G06_R0108,G06,holdout_G02,train
G06_R0109,G06,holdout_G02,train
G06_R0110,G06,holdout_G02,train
G06_R0111,G06,holdout_G02,train
G06_R0112,G06,holdout_G02,train
G06_R0113,G06,holdout_G02,train
G06_R0114,G06,holdout_G02,train
G06_R0115,G06,holdout_G02,train
G06_R0116,G06,holdout_G02,train
G06_R0117,G06,holdout_G02,train
G06_R0118,G06,holdout_G02,train
G06_R0119,G06,holdout_G02,train
G06_R0120,G06,holdout_G02,train
G06_R0121,G06,holdout_G02,train
G06_R0122,G06,holdout_G02,train
G06_R0123,G06,holdout_G02,train
G06_R0124,G06,holdout_G02,train
G06_R0125,G06,holdout_G02,train
G06_R0126,G06,holdout_G02,train
G06_R0127,G06,holdout_G02,train
G06_R0128,G06,holdout_G02,train
G06_R0129,G06,holdout_G02,train
G06_R0130,G06,holdout_G02,train
G06_R0131,G06,holdout_G02,train
G06_R0132,G06,holdout_G02,train
G06_R0133,G06,holdout_G02,train
G06_R0134,G06,holdout_G02,train
G06_R0135,G06,holdout_G02,train
G06_R0136,G06,holdout_G02,train
G06_R0137,G06,holdout_G02,train
G06_R0138,G06,holdout_G02,train
G06_R0139,G06,holdout_G02,train
G06_R0140,G06,holdout_G02,train
G06_R0141,G06,holdout_G02,train
G06_R0142,G06,holdout_G02,train
G06_R0143,G06,holdout_G02,train
G06_R0144,G06,holdout_G02,train
G06_R0145,G06,holdout_G02,train
G06_R0146,G06,holdout_G02,train
G06_R0147,G06,holdout_G02,train
G06_R0148,G06,holdout_G02,train
G06_R0149,G06,holdout_G02,train
G06_R0150,G06,holdout_G02,train
G06_R0151,G06,holdout_G02,train
G06_R0152,G06,holdout_G02,train
G06_R0153,G06,holdout_G02,train
G06_R0154,G06,holdout_G02,train
G06_R0155,G06,holdout_G02,train
G06_R0156,G06,holdout_G02,train
G06_R0157,G06,holdout_G02,train
G06_R0158,G06,holdout_G02,train
G06_R0159,G06,holdout_G02,train
G06_R0160,G06,holdout_G02,train
G06_R0161,G06,holdout_G02,train
G06_R0162,G06,holdout_G02,train
G06_R0163,G06,holdout_G02,train
G06_R0164,G06,holdout_G02,train
G06_R0165,G06,holdout_G02,train
G06_R0166,G06,holdout_G02,train
G06_R0167,G06,holdout_G02,train
G06_R0168,G06,holdout_G02,train
G06_R0169,G06,holdout_G02,train
G06_R0170,G06,holdout_G02,train
G06_R0171,G06,holdout_G02,train
G06_R0172,G06,holdout_G02,train
G06_R0173,G06,holdout_G02,train
G06_R0174,G06,holdout_G02,train
G06_R0175,G06,holdout_G02,train
G06_R0176,G06,holdout_G02,train
G06_R0177,G06,holdout_G02,train
G06_R0178,G06,holdout_G02,train
G06_R0179,G06,holdout_G02,train
G06_R0180,G06,holdout_G02,train
G06_R0181,G06,holdout_G02,train
G06_R0182,G06,holdout_G02,train
G06_R0183,G06,holdout_G02,train
G06_R0184,G06,holdout_G02,train
G06_R0185,G06,holdout_G02,train
G06_R0186,G06,holdout_G02,train
G06_R0187,G06,holdout_G02,train
G06_R0188,G06,holdout_G02,train
G06_R0189,G06,holdout_G02,train
G06_R0190,G06,holdout_G02,train
G06_R0191,G06,holdout_G02,train
G06_R0192,G06,holdout_G02,train
G06_R0193,G06,holdout_G02,train
G06_R0194,G06,holdout_G02,train
G06_R0195,G06,holdout_G02,train
G06_R0196,G06,holdout_G02,train
G06_R0197,G06,holdout_G02,train
G06_R0198,G06,holdout_G02,train
G06_R0199,G06,holdout_G02,train
G06_R0200,G06,holdout_G02,train
G06_R0201,G06,holdout_G02,train
G06_R0202,G06,holdout_G02,train
G06_R0203,G06,holdout_G02,train
G06_R0204,G06,holdout_G02,train
G06_R0205,G06,holdout_G02,train
G06_R0206,G06,holdout_G02,train
G06_R0207,G06,holdout_G02,train
G06_R0208,G06,holdout_G02,train
G06_R0209,G06,holdout_G02,train
G06_R0210,G06,holdout_G02,train
G06_R0211,G06,holdout_G02,train
G06_R0212,G06,holdout_G02,train
G06_R0213,G06,holdout_G02,train
G06_R0214,G06,holdout_G02,train
G06_R0215,G06,holdout_G02,train
G06_R0216,G06,holdout_G02,train
G06_R0217,G06,holdout_G02,train
G06_R0218,G06,holdout_G02,train
G06_R0219,G06,holdout_G02,train
G06_R0220,G06,holdout_G02,train
G06_R0221,G06,holdout_G02,train
G06_R0222,G06,holdout_G02,train
G06_R0223,G06,holdout_G02,train
G06_R0224,G06,holdout_G02,train
G06_R0225,G06,holdout_G02,train
G06_R0226,G06,holdout_G02,train
G06_R0227,G06,holdout_G02,train
G06_R0228,G06,holdout_G02,train
G06_R0229,G06,holdout_G02,train
G06_R0230,G06,holdout_G02,train
G06_R0231,G06,holdout_G02,train
G06_R0232,G06,holdout_G02,train
G06_R0233,G06,holdout_G02,train
G06_R0234,G06,holdout_G02,train
G06_R0235,G06,holdout_G02,train
G06_R0236,G06,holdout_G02,train
G06_R0237,G06,holdout_G02,train
G06_R0238,G06,holdout_G02,train
G06_R0239,G06,holdout_G02,train
G06_R0240,G06,holdout_G02,train
G06_R0241,G06,holdout_G02,train
G06_R0242,G06,holdout_G02,train
G06_R0243,G06,holdout_G02,train
G06_R0244,G06,holdout_G02,train
G06_R0245,G06,holdout_G02,train
G06_R0246,G06,holdout_G02,train
G06_R0247,G06,holdout_G02,train
G06_R0248,G06,holdout_G02,train
G06_R0249,G06,holdout_G02,train
G06_R0250,G06,holdout_G02,train
G06_R0251,G06,holdout_G02,train
G06_R0252,G06,holdout_G02,train
G06_R0253,G06,holdout_G02,train
G06_R0254,G06,holdout_G02,train
G06_R0255,G06,holdout_G02,train
G06_R0256,G06,holdout_G02,train
G06_R0257,G06,holdout_G02,train
G06_R0258,G06,holdout_G02,train
G06_R0259,G06,holdout_G02,train
G06_R0260,G06,holdout_G02,train
G06_R0261,G06,holdout_G02,train
G06_R0262,G06,holdout_G02,train
G06_R0263,G06,holdout_G02,train
G06_R0264,G06,holdout_G02,train
G06_R0265,G06,holdout_G02,train
G06_R0266,G06,holdout_G02,train
G06_R0267,G06,holdout_G02,train
G06_R0268,G06,holdout_G02,train
G06_R0269,G06,holdout_G02,train
G06_R0270,G06,holdout_G02,train
G06_R0271,G06,holdout_G02,train
G06_R0272,G06,holdout_G02,train
G06_R0273,G06,holdout_G02,train
G06_R0274,G06,holdout_G02,train
G06_R0275,G06,holdout_G02,train
G06_R0276,G06,holdout_G02,train
G06_R0277,G06,holdout_G02,train
G06_R0278,G06,holdout_G02,train
G06_R0279,G06,holdout_G02,train
G06_R0280,G06,holdout_G02,train
G06_R0281,G06,holdout_G02,train
G06_R0282,G06,holdout_G02,train
G06_R0283,G06,holdout_G02,train
G06_R0284,G06,holdout_G02,train
G06_R0285,G06,holdout_G02,train
G06_R0286,G06,holdout_G02,train
G06_R0287,G06,holdout_G02,train
G06_R0288,G06,holdout_G02,train
G06_R0289,G06,holdout_G02,train
G06_R0290,G06,holdout_G02,train
G06_R0291,G06,holdout_G02,train
G06_R0292,G06,holdout_G02,train
G06_R0293,G06,holdout_G02,train
G06_R0294,G06,holdout_G02,train
G06_R0295,G06,holdout_G02,train
G06_R0296,G06,holdout_G02,train
G06_R0297,G06,holdout_G02,train
G06_R0298,G06,holdout_G02,train
G06_R0299,G06,holdout_G02,train
G06_R0300,G06,holdout_G02,train
G06_R0301,G06,holdout_G02,train
G06_R0302,G06,holdout_G02,train
G06_R0303,G06,holdout_G02,train
G06_R0304,G06,holdout_G02,train
G06_R0305,G06,holdout_G02,train
G06_R0306,G06,holdout_G02,train
G06_R0307,G06,holdout_G02,train
G06_R0308,G06,holdout_G02,train
G06_R0309,G06,holdout_G02,train
G06_R0310,G06,holdout_G02,train
G06_R0311,G06,holdout_G02,train
G06_R0312,G06,holdout_G02,train
G06_R0313,G06,holdout_G02,train
G06_R0314,G06,holdout_G02,train
G06_R0315,G06,holdout_G02,train
G06_R0316,G06,holdout_G02,train
G06_R0317,G06,holdout_G02,train
G06_R0318,G06,holdout_G02,train
G06_R0319,G06,holdout_G02,train
G06_R0320,G06,holdout_G02,train
G06_R0321,G06,holdout_G02,train
G06_R0322,G06,holdout_G02,train
G06_R0323,G06,holdout_G02,train
G06_R0324,G06,holdout_G02,train
G06_R0325,G06,holdout_G02,train
G06_R0326,G06,holdout_G02,train
G06_R0327,G06,holdout_G02,train
G06_R0328,G06,holdout_G02,train
G06_R0329,G06,holdout_G02,train
G06_R0330,G06,holdout_G02,train
G06_R0331,G06,holdout_G02,train
G06_R0332,G06,holdout_G02,train
G06_R0333,G06,holdout_G02,train
G06_R0334,G06,holdout_G02,train
G06_R0335,G06,holdout_G02,train
G06_R0336,G06,holdout_G02,train
G06_R0337,G06,holdout_G02,train
G06_R0338,G06,holdout_G02,train
G06_R0339,G06,holdout_G02,train
G06_R0340,G06,holdout_G02,train
G06_R0341,G06,holdout_G02,train
G06_R0342,G06,holdout_G02,train
G06_R0343,G06,holdout_G02,train
G06_R0344,G06,holdout_G02,train
G06_R0345,G06,holdout_G02,train
G06_R0346,G06,holdout_G02,train
G06_R0347,G06,holdout_G02,train
G06_R0348,G06,holdout_G02,train
G06_R0349,G06,holdout_G02,train
G06_R0350,G06,holdout_G02,train
G06_R0351,G06,holdout_G02,train
G06_R0352,G06,holdout_G02,train
G06_R0353,G06,holdout_G02,train
G06_R0354,G06,holdout_G02,train
G06_R0355,G06,holdout_G02,train
G06_R0356,G06,holdout_G02,train
G06_R0357,G06,holdout_G02,train
G06_R0358,G06,holdout_G02,train
G06_R0359,G06,holdout_G02,train
G06_R0360,G06,holdout_G02,train
G06_R0361,G06,holdout_G02,train
G06_R0362,G06,holdout_G02,train
G06_R0363,G06,holdout_G02,train
G06_R0364,G06,holdout_G02,train
G06_R0365,G06,holdout_G02,train
G06_R0366,G06,holdout_G02,train
G06_R0367,G06,holdout_G02,train
G06_R0368,G06,holdout_G02,train
G06_R0369,G06,holdout_G02,train
G06_R0370,G06,holdout_G02,train
G06_R0371,G06,holdout_G02,train
G06_R0372,G06,holdout_G02,train
G06_R0373,G06,holdout_G02,train
G06_R0374,G06,holdout_G02,train
G06_R0375,G06,holdout_G02,train
G06_R0376,G06,holdout_G02,train
G06_R0377,G06,holdout_G02,train
G06_R0378,G06,holdout_G02,train
G06_R0379,G06,holdout_G02,train
G06_R0380,G06,holdout_G02,train
G06_R0381,G06,holdout_G02,train
G06_R0382,G06,holdout_G02,train
G06_R0383,G06,holdout_G02,train
G06_R0384,G06,holdout_G02,train
G06_R0385,G06,holdout_G02,train
G06_R0386,G06,holdout_G02,train
G06_R0387,G06,holdout_G02,train
G06_R0388,G06,holdout_G02,train
G06_R0389,G06,holdout_G02,train
G06_R0390,G06,holdout_G02,train
G06_R0391,G06,holdout_G02,train
G06_R0392,G06,holdout_G02,train
G06_R0393,G06,holdout_G02,train
G06_R0394,G06,holdout_G02,train
G06_R0395,G06,holdout_G02,train
G06_R0396,G06,holdout_G02,train
G06_R0397,G06,holdout_G02,train
G06_R0398,G06,holdout_G02,train
G06_R0399,G06,holdout_G02,train
G06_R0400,G06,holdout_G02,train
G06_R0401,G06,holdout_G02,train
G06_R0402,G06,holdout_G02,train
G06_R0403,G06,holdout_G02,train
G06_R0404,G06,holdout_G02,train
G06_R0405,G06,holdout_G02,train
G06_R0406,G06,holdout_G02,train
G06_R0407,G06,holdout_G02,train
G06_R0408,G06,holdout_G02,train
G06_R0409,G06,holdout_G02,train
G06_R0410,G06,holdout_G02,train
G06_R0411,G06,holdout_G02,train
G06_R0412,G06,holdout_G02,train
G06_R0413,G06,holdout_G02,train
G06_R0414,G06,holdout_G02,train
G06_R0415,G06,holdout_G02,train
G06_R0416,G06,holdout_G02,train
G06_R0417,G06,holdout_G02,train
G06_R0418,G06,holdout_G02,train
G06_R0419,G06,holdout_G02,train
G06_R0420,G06,holdout_G02,train
G06_R0421,G06,holdout_G02,train
G06_R0422,G06,holdout_G02,train
G06_R0423,G06,holdout_G02,train
G06_R0424,G06,holdout_G02,train
G06_R0425,G06,holdout_G02,train
G06_R0426,G06,holdout_G02,train
G06_R0427,G06,holdout_G02,train
G06_R0428,G06,holdout_G02,train
G06_R0429,G06,holdout_G02,train
G06_R0430,G06,holdout_G02,train
G06_R0431,G06,holdout_G02,train
G06_R0432,G06,holdout_G02,train
G06_R0433,G06,holdout_G02,train
G06_R0434,G06,holdout_G02,train
G06_R0435,G06,holdout_G02,train
G06_R0436,G06,holdout_G02,train
G06_R0437,G06,holdout_G02,train
G06_R0438,G06,holdout_G02,train
G06_R0439,G06,holdout_G02,train
G06_R0440,G06,holdout_G02,train
G06_R0441,G06,holdout_G02,train
G06_R0442,G06,holdout_G02,train
G06_R0443,G06,holdout_G02,train
G06_R0444,G06,holdout_G02,train
G06_R0445,G06,holdout_G02,train
G06_R0446,G06,holdout_G02,train
G06_R0447,G06,holdout_G02,train
G06_R0448,G06,holdout_G02,train
G06_R0449,G06,holdout_G02,train
G06_R0450,G06,holdout_G02,train
G06_R0451,G06,holdout_G02,train
G06_R0452,G06,holdout_G02,train
G06_R0453,G06,holdout_G02,train
G06_R0454,G06,holdout_G02,train
G06_R0455,G06,holdout_G02,train
G06_R0456,G06,holdout_G02,train
G06_R0457,G06,holdout_G02,train
G06_R0458,G06,holdout_G02,train
G06_R0459,G06,holdout_G02,train
G06_R0460,G06,holdout_G02,train
G06_R0461,G06,holdout_G02,train
G06_R0462,G06,holdout_G02,train
G06_R0463,G06,holdout_G02,train
G06_R0464,G06,holdout_G02,train
G06_R0465,G06,holdout_G02,train
G06_R0466,G06,holdout_G02,train
G06_R0467,G06,holdout_G02,train
G06_R0468,G06,holdout_G02,train
G06_R0469,G06,holdout_G02,train
G06_R0470,G06,holdout_G02,train
G06_R0471,G06,holdout_G02,train
G06_R0472,G06,holdout_G02,train
G06_R0473,G06,holdout_G02,train
G06_R0474,G06,holdout_G02,train
G06_R0475,G06,holdout_G02,train
G06_R0476,G06,holdout_G02,train
G06_R0477,G06,holdout_G02,train
G06_R0478,G06,holdout_G02,train
G06_R0479,G06,holdout_G02,train
G06_R0480,G06,holdout_G02,train
G06_R0481,G06,holdout_G02,train
G06_R0482,G06,holdout_G02,train
G06_R0483,G06,holdout_G02,train
G06_R0484,G06,holdout_G02,train
G06_R0485,G06,holdout_G02,train
G06_R0486,G06,holdout_G02,train
G06_R0487,G06,holdout_G02,train
G06_R0488,G06,holdout_G02,train
G06_R0489,G06,holdout_G02,train
G06_R0490,G06,holdout_G02,train
G06_R0491,G06,holdout_G02,train
G06_R0492,G06,holdout_G02,train
G06_R0493,G06,holdout_G02,train
G06_R0494,G06,holdout_G02,train
G06_R0495,G06,holdout_G02,train
G06_R0496,G06,holdout_G02,train
G06_R0497,G06,holdout_G02,train
G06_R0498,G06,holdout_G02,train
G06_R0499,G06,holdout_G02,train
G06_R0500,G06,holdout_G02,train
G06_R0501,G06,holdout_G02,train
G06_R0502,G06,holdout_G02,train
G06_R0503,G06,holdout_G02,train
G06_R0504,G06,holdout_G02,train
G06_R0505,G06,holdout_G02,train
G06_R0506,G06,holdout_G02,train
G06_R0507,G06,holdout_G02,train
G06_R0508,G06,holdout_G02,train
G06_R0509,G06,holdout_G02,train
G06_R0510,G06,holdout_G02,train
G06_R0511,G06,holdout_G02,train
G06_R0512,G06,holdout_G02,train
G06_R0513,G06,holdout_G02,train
G06_R0514,G06,holdout_G02,train
G06_R0515,G06,holdout_G02,train
G06_R0516,G06,holdout_G02,train
G06_R0517,G06,holdout_G02,train
G06_R0518,G06,holdout_G02,train
G06_R0519,G06,holdout_G02,train
G06_R0520,G06,holdout_G02,train
G06_R0521,G06,holdout_G02,train
G06_R0522,G06,holdout_G02,train
G06_R0523,G06,holdout_G02,train
G06_R0524,G06,holdout_G02,train
G06_R0525,G06,holdout_G02,train
G06_R0526,G06,holdout_G02,train
G06_R0527,G06,holdout_G02,train
G06_R0528,G06,holdout_G02,train
G06_R0529,G06,holdout_G02,train
G06_R0530,G06,holdout_G02,train
G06_R0531,G06,holdout_G02,train
G06_R0532,G06,holdout_G02,train
G06_R0533,G06,holdout_G02,train
G06_R0534,G06,holdout_G02,train
G06_R0535,G06,holdout_G02,train
G06_R0536,G06,holdout_G02,train
G06_R0537,G06,holdout_G02,train
G06_R0538,G06,holdout_G02,train
G06_R0539,G06,holdout_G02,train
G06_R0540,G06,holdout_G02,train
G06_R0541,G06,holdout_G02,train
G06_R0542,G06,holdout_G02,train
G06_R0543,G06,holdout_G02,train
G06_R0544,G06,holdout_G02,train
G06_R0545,G06,holdout_G02,train
G06_R0546,G06,holdout_G02,train
G06_R0547,G06,holdout_G02,train
G06_R0548,G06,holdout_G02,train
G06_R0549,G06,holdout_G02,train
G06_R0550,G06,holdout_G02,train
G06_R0551,G06,holdout_G02,train
G06_R0552,G06,holdout_G02,train
G06_R0553,G06,holdout_G02,train
G06_R0554,G06,holdout_G02,train
G06_R0555,G06,holdout_G02,train
G06_R0556,G06,holdout_G02,train
G06_R0557,G06,holdout_G02,train
G06_R0558,G06,holdout_G02,train
G06_R0559,G06,holdout_G02,train
G06_R0560,G06,holdout_G02,train
G06_R0561,G06,holdout_G02,train
G06_R0562,G06,holdout_G02,train
G06_R0563,G06,holdout_G02,train
G06_R0564,G06,holdout_G02,train
G06_R0565,G06,holdout_G02,train
G06_R0566,G06,holdout_G02,train
G06_R0567,G06,holdout_G02,train
G06_R0568,G06,holdout_G02,train
G06_R0569,G06,holdout_G02,train
G06_R0570,G06,holdout_G02,train
G06_R0571,G06,holdout_G02,train
G06_R0572,G06,holdout_G02,train
G06_R0573,G06,holdout_G02,train
G06_R0574,G06,holdout_G02,train
G06_R0575,G06,holdout_G02,train
G06_R0576,G06,holdout_G02,train
G06_R0577,G06,holdout_G02,train
G06_R0578,G06,holdout_G02,train
G06_R0579,G06,holdout_G02,train
G06_R0580,G06,holdout_G02,train
G06_R0581,G06,holdout_G02,train
G06_R0582,G06,holdout_G02,train
G06_R0583,G06,holdout_G02,train
G06_R0584,G06,holdout_G02,train
G06_R0585,G06,holdout_G02,train
G06_R0586,G06,holdout_G02,train
G06_R0587,G06,holdout_G02,train
G06_R0588,G06,holdout_G02,train
G06_R0589,G06,holdout_G02,train
G06_R0590,G06,holdout_G02,train
G06_R0591,G06,holdout_G02,train
G06_R0592,G06,holdout_G02,train
G06_R0593,G06,holdout_G02,train
G06_R0594,G06,holdout_G02,train
G06_R0595,G06,holdout_G02,train
G06_R0596,G06,holdout_G02,train
G06_R0597,G06,holdout_G02,train
G06_R0598,G06,holdout_G02,train
G06_R0599,G06,holdout_G02,train
G06_R0600,G06,holdout_G02,train
G06_R0601,G06,holdout_G02,train
G06_R0602,G06,holdout_G02,train
G06_R0603,G06,holdout_G02,train
G06_R0604,G06,holdout_G02,train
G06_R0605,G06,holdout_G02,train
G06_R0606,G06,holdout_G02,train
G06_R0607,G06,holdout_G02,train
G06_R0608,G06,holdout_G02,train
G06_R0609,G06,holdout_G02,train
G06_R0610,G06,holdout_G02,train
G06_R0611,G06,holdout_G02,train
G06_R0612,G06,holdout_G02,train
G06_R0613,G06,holdout_G02,train
G06_R0614,G06,holdout_G02,train
G06_R0615,G06,holdout_G02,train
G06_R0616,G06,holdout_G02,train
G06_R0617,G06,holdout_G02,train
G06_R0618,G06,holdout_G02,train
G06_R0619,G06,holdout_G02,train
G06_R0620,G06,holdout_G02,train
G06_R0621,G06,holdout_G02,train
G06_R0622,G06,holdout_G02,train
G06_R0623,G06,holdout_G02,train
G06_R0624,G06,holdout_G02,train
G06_R0625,G06,holdout_G02,train
G06_R0626,G06,holdout_G02,train
G06_R0627,G06,holdout_G02,train
G06_R0628,G06,holdout_G02,train
G06_R0629,G06,holdout_G02,train
G06_R0630,G06,holdout_G02,train
G06_R0631,G06,holdout_G02,train
G06_R0632,G06,holdout_G02,train
G06_R0633,G06,holdout_G02,train
G06_R0634,G06,holdout_G02,train
G06_R0635,G06,holdout_G02,train
G06_R0636,G06,holdout_G02,train
G06_R0637,G06,holdout_G02,train
G06_R0638,G06,holdout_G02,train
G06_R0639,G06,holdout_G02,train
G06_R0640,G06,holdout_G02,train
G06_R0641,G06,holdout_G02,train
G06_R0642,G06,holdout_G02,train
G06_R0643,G06,holdout_G02,train
G06_R0644,G06,holdout_G02,train
G06_R0645,G06,holdout_G02,train
G06_R0646,G06,holdout_G02,train
G06_R0647,G06,holdout_G02,train
G06_R0648,G06,holdout_G02,train
G06_R0649,G06,holdout_G02,train
G06_R0650,G06,holdout_G02,train
G06_R0651,G06,holdout_G02,train
G06_R0652,G06,holdout_G02,train
G06_R0653,G06,holdout_G02,train
G06_R0654,G06,holdout_G02,train
G06_R0655,G06,holdout_G02,train
G06_R0656,G06,holdout_G02,train
G06_R0657,G06,holdout_G02,train
G06_R0658,G06,holdout_G02,train
G06_R0659,G06,holdout_G02,train
G06_R0660,G06,holdout_G02,train
G06_R0661,G06,holdout_G02,train
G06_R0662,G06,holdout_G02,train
G06_R0663,G06,holdout_G02,train
G06_R0664,G06,holdout_G02,train
G06_R0665,G06,holdout_G02,train
G06_R0666,G06,holdout_G02,train
G06_R0667,G06,holdout_G02,train
G06_R0668,G06,holdout_G02,train
G06_R0669,G06,holdout_G02,train
G06_R0670,G06,holdout_G02,train
G06_R0671,G06,holdout_G02,train
G06_R0672,G06,holdout_G02,train
G06_R0673,G06,holdout_G02,train
G06_R0674,G06,holdout_G02,train
G06_R0675,G06,holdout_G02,train
G06_R0676,G06,holdout_G02,train
G06_R0677,G06,holdout_G02,train
G06_R0678,G06,holdout_G02,train
G06_R0679,G06,holdout_G02,train
