case_uid,split
G03_R0019,test
G03_R0020,train
G03_R0021,train
G03_R0022,test
G03_R0023,test
G03_R0024,train
G03_R0025,train
G03_R0026,train
G03_R0027,train
G03_R0028,test
G03_R0029,test
G03_R0030,train
G03_R0031,train
G03_R0032,train
G03_R0033,train
G03_R0034,test
G03_R0035,train
G03_R0036,train
G03_R0037,train
G03_R0038,train
G03_R0039,train
G03_R0040,train
G03_R0041,train
G03_R0042,train
G03_R0043,test
G03_R0044,train
G03_R0045,train
G03_R0046,train
G03_R0047,train
G03_R0048,test
G03_R0049,train
G03_R0050,train
G03_R0051,train
G03_R0052,train
G03_R0053,train
G03_R0054,train
G03_R0055,test
G03_R0056,train
G03_R0057,train
G03_R0058,test
G03_R0059,train
G03_R0060,train
G03_R0061,train
G03_R0062,train
G03_R0063,test
G03_R0064,train
G03_R0065,train
G03_R0066,train
G03_R0067,train
G03_R0068,train
G03_R0069,train
G03_R0070,train
G03_R0071,test
G03_R0072,train
G03_R0073,train
G03_R0074,train
G03_R0075,test
G03_R0076,train
G03_R0077,test
G03_R0078,train
G03_R0079,train
G03_R0080,test
G03_R0081,train
G03_R0082,train
G03_R0083,test
G03_R0084,train
G03_R0085,train
G03_R0086,train
G03_R0087,train
G03_R0088,train
G03_R0089,train
G03_R0090,train
G03_R0091,train
G03_R0092,train
G03_R0093,train
G03_R0094,train
G03_R0095,train
G03_R0096,train
G03_R0097,train
G03_R0098,train
G03_R0099,test
G03_R0100,train
G03_R0101,train
G03_R0102,train
G03_R0103,train
G03_R0104,train
G03_R0105,train
G03_R0106,train
G03_R0107,train
G03_R0108,test
G03_R0109,train
G03_R0110,train
G03_R0111,train
G03_R0112,test
G03_R0113,train
G03_R0114,train
G03_R0115,test
G03_R0116,train
G03_R0117,test
G03_R0118,train
G03_R0119,train
G03_R0120,train
G03_R0121,train
G03_R0122,test
G03_R0123,train
G03_R0124,test
G03_R0125,train
G03_R0126,train
G03_R0127,test
G03_R0128,train
G03_R0129,train
G03_R0130,train
G03_R0131,test
G03_R0132,train
G03_R0133,train
G03_R0134,train
G03_R0135,test
G03_R0136,train
G03_R0137,test
G03_R0138,train
G03_R0139,train
G03_R0140,test
G03_R0141,train
G03_R0142,train
G03_R0143,train
G03_R0144,train
G03_R0145,train
G03_R0146,train
G03_R0147,train
G03_R0148,train
G03_R0149,test
G03_R0150,train
G03_R0151,train
G03_R0152,train
G03_R0153,train
G03_R0154,train
G03_R0155,train
G03_R0156,train
G03_R0157,train
G03_R0158,train
G03_R0159,train
G03_R0160,train
G03_R0161,train
G03_R0162,train
G03_R0163,test
G03_R0164,train
G03_R0165,train
G03_R0166,train
G03_R0167,train
G03_R0168,test
G03_R0169,train
G03_R0170,test
G03_R0171,train
G03_R0172,train
G03_R0173,train
G03_R0174,train
G03_R0175,train
G03_R0176,train
G03_R0177,train
G03_R0178,train
G03_R0179,test
G03_R0180,train
G03_R0181,train
G03_R0182,train
G03_R0183,train
G03_R0184,train
G03_R0185,test
G03_R0186,train
G03_R0187,train
G03_R0188,train
G03_R0189,train
G03_R0190,train
G03_R0191,test
G03_R0192,train
G03_R0193,train
G03_R0194,train
G03_R0195,train
G03_R0196,train
G03_R0197,test
G03_R0198,train
G03_R0199,train
G03_R0200,train
G03_R0201,train
G03_R0202,train
G03_R0203,train
G03_R0204,test
G03_R0205,train
G03_R0206,test
G03_R0207,train
G03_R0208,test
G03_R0209,train
G03_R0210,test
G03_R0211,test
G03_R0212,train
G03_R0213,train
G03_R0214,train
G03_R0215,train
G03_R0216,train
G03_R0217,train
G03_R0218,train
G03_R0219,train
G03_R0220,train
G03_R0221,test
G03_R0222,train
G03_R0223,test
G03_R0224,train
G03_R0225,test
G03_R0226,train
G03_R0227,train
G03_R0228,train
G03_R0229,train
G03_R0230,train
G03_R0231,train
G03_R0232,train
G03_R0233,train
G03_R0234,test
G03_R0235,test
G03_R0236,train
G03_R0237,train
G03_R0238,train
G03_R0239,train
G03_R0240,train
G03_R0241,train
G03_R0242,train
G03_R0243,train
G03_R0244,test
G03_R0245,test
G03_R0246,train
G03_R0247,test
G03_R0248,train
G03_R0249,train
G03_R0250,train
G03_R0251,test
G03_R0252,test
G03_R0253,test
G03_R0254,train
G03_R0255,train
G03_R0256,train
G03_R0257,train
G03_R0258,test
G03_R0259,train
G03_R0260,train
G03_R0261,train
G03_R0262,train
G03_R0263,train
G03_R0264,train
G03_R0265,test
G03_R0266,train
G03_R0267,train
G03_R0268,test
G03_R0269,train
G03_R0270,train
G03_R0271,train
G03_R0272,train
G03_R0273,train
G03_R0274,train
G03_R0275,train
G03_R0276,train
G03_R0277,test
G03_R0278,train
G03_R0279,train
G03_R0280,test
G03_R0281,train
G03_R0282,train
G03_R0283,test
G03_R0284,train
G03_R0285,train
G03_R0286,train
G03_R0287,train
G03_R0288,train
G03_R0289,train
G03_R0290,train
G03_R0291,train
G03_R0292,train
G03_R0293,train
G03_R0294,train
G03_R0295,train
G03_R0296,test
G03_R0297,test
G03_R0298,train
G03_R0299,train
G03_R0300,test
G03_R0301,train
G03_R0302,test
G03_R0303,train
G03_R0304,test
G03_R0305,train
G03_R0306,train
G03_R0307,train
G03_R0308,train
G03_R0309,train
G03_R0310,train
G03_R0311,test
G03_R0312,train
G03_R0313,train
G03_R0314,train
G03_R0315,train
G03_R0316,train
G03_R0317,train
G03_R0318,train
G03_R0319,train
G03_R0320,train
G03_R0321,train
G03_R0322,train
G03_R0323,train
G03_R0324,test
G03_R0325,train
G03_R0326,train
G03_R0327,test
G03_R0328,train
G03_R0329,test
G03_R0330,train
G03_R0331,train
G03_R0332,train
G03_R0333,train
G03_R0334,train
G03_R0335,train
G03_R0336,train
G03_R0337,train
G03_R0338,train
G03_R0339,train
G03_R0340,train
G03_R0341,train
G03_R0342,test
G03_R0343,test
G03_R0344,train
G03_R0345,train
G03_R0346,train
G03_R0347,train
G03_R0348,train
G03_R0349,train
G03_R0350,train
G03_R0351,train
G03_R0352,train
G03_R0353,train
G03_R0354,train
G03_R0355,train
G03_R0356,train
G03_R0357,train
G03_R0358,train
G03_R0359,train
G03_R0360,train
G03_R0361,train
G03_R0362,train
G03_R0363,train
G03_R0364,train
G03_R0365,train
G03_R0366,train
G03_R0367,test
G03_R0368,train
G03_R0369,test
G03_R0370,train
G03_R0371,train
G03_R0372,test
G03_R0373,train
G03_R0374,test
G03_R0375,test
G03_R0376,train
G03_R0377,train
G03_R0378,train
G03_R0379,train
G03_R0380,train
G03_R0381,train
G03_R0382,train
G03_R0383,train
G03_R0384,train
G03_R0385,train
G03_R0386,test
G03_R0387,train
G03_R0388,train
G03_R0389,test
G03_R0390,train
G03_R0391,train
G03_R0392,train
G03_R0393,train
G03_R0394,train
G03_R0395,train
G03_R0396,train
G03_R0397,train
G03_R0398,train
G03_R0399,train
G03_R0400,train
G03_R0401,train
G03_R0402,train
G03_R0403,train
G03_R0404,train
G03_R0405,train
G03_R0406,train
G03_R0407,train
G03_R0408,train
G03_R0409,train
G03_R0410,train
G03_R0411,train
G03_R0412,train
G03_R0413,train
G03_R0414,train
G03_R0415,train
G03_R0416,train
G03_R0417,train
G03_R0418,train
G03_R0419,test
G03_R0420,train
G03_R0421,train
G03_R0422,test
G03_R0423,train
G03_R0424,train
G03_R0425,train
G03_R0426,train
G03_R0427,test
G03_R0428,train
G03_R0429,train
G03_R0430,test
G03_R0431,train
G03_R0432,train
G03_R0433,train
G03_R0434,train
G03_R0435,train
G03_R0436,train
G03_R0437,test
G03_R0438,test
G03_R0439,test
G03_R0440,train
G03_R0441,train
G03_R0442,train
G03_R0443,train
G03_R0444,train
G03_R0445,train
G03_R0446,train
G03_R0447,train
G03_R0448,test
G03_R0449,train
G03_R0450,train
G03_R0451,train
G03_R0452,train
G03_R0453,train
G03_R0454,train
G03_R0455,train
G03_R0456,test
G03_R0457,test
G03_R0458,train
G03_R0459,train
G03_R0460,train
G03_R0461,train
G03_R0462,train
G03_R0463,train
G03_R0464,train
G03_R0465,train
G03_R0466,train
G03_R0467,train
G03_R0468,train
G03_R0469,test
G03_R0470,test
G03_R0471,train
G03_R0472,train
G03_R0473,train
G03_R0474,train
G03_R0475,train
G03_R0476,train
G03_R0477,train
G03_R0478,train
G03_R0479,train
G03_R0480,train
G03_R0481,test
G03_R0482,train
G03_R0483,test
G03_R0484,train
G03_R0485,train
G03_R0486,train
G03_R0487,train
G03_R0488,train
G03_R0489,test
G03_R0490,test
G03_R0491,train
G03_R0492,train
G03_R0493,test
G03_R0494,train
G03_R0495,train
G03_R0496,train
G03_R0497,train
G03_R0498,train
G03_R0499,train
G03_R0500,train
G03_R0501,train
G03_R0502,train
G03_R0503,train
G03_R0504,train
G03_R0505,train
G03_R0506,train
G03_R0507,train
G03_R0508,train
G03_R0509,train
G03_R0510,test
G03_R0511,train
G03_R0512,train
G03_R0513,train
G03_R0514,train
G03_R0515,train
G03_R0516,train
G03_R0517,train
G03_R0518,test
G03_R0519,train
G03_R0520,train
G03_R0521,train
G03_R0522,train
G03_R0523,train
G03_R0524,test
G03_R0525,train
G03_R0526,train
G03_R0527,train
G03_R0528,train
G03_R0529,train
G03_R0530,train
G03_R0531,train
G03_R0532,train
G03_R0533,train
G03_R0534,test
G03_R0535,train
G03_R0536,train
G03_R0537,train
G03_R0538,train
G03_R0539,train
G03_R0540,train
G03_R0541,train
G03_R0542,train
G03_R0543,train
G03_R0544,train
G03_R0545,test
G03_R0546,train
G03_R0547,train
G03_R0548,test
G03_R0549,train
G03_R0550,test
G03_R0551,train
G03_R0552,train
G03_R0553,test
G03_R0554,train
G03_R0555,train
G03_R0556,test
G03_R0557,train
G03_R0558,train
G03_R0559,train
G03_R0560,train
G03_R0561,test
G03_R0562,test
G03_R0563,train
G03_R0564,train
G03_R0565,train
G03_R0566,train
G03_R0567,train
G03_R0568,train
G03_R0569,train
G03_R0570,train
G03_R0571,train
G03_R0572,train
G03_R0573,train
G03_R0574,train
G03_R0575,train
G03_R0576,train
G03_R0577,train
G03_R0578,train
G03_R0579,test
G03_R0580,test
G03_R0581,train
G03_R0582,train
G03_R0583,train
G03_R0584,test
G03_R0585,train
G03_R0586,test
G03_R0587,train
G03_R0588,test
G03_R0589,train
G03_R0590,train
G03_R0591,train
G03_R0592,test
G03_R0593,train
G03_R0594,train
G03_R0595,train
G03_R0596,test
G03_R0597,train
G03_R0598,train
G03_R0599,train
G03_R0600,train
G03_R0601,train
G03_R0602,train
G03_R0603,test
G03_R0604,train
G03_R0605,train
G03_R0606,train
G03_R0607,train
G03_R0608,train
G03_R0609,train
G03_R0610,train
G03_R0611,test
G03_R0612,train
G03_R0613,train
G03_R0614,train
G03_R0615,train
G03_R0616,train
G03_R0617,train
G03_R0618,train
G03_R0619,test
G03_R0620,train
G03_R0621,train
G03_R0622,test
G03_R0623,train
G03_R0624,train
G03_R0625,train
G03_R0626,train
G03_R0627,train
G03_R0628,train
G03_R0629,test
G03_R0630,train
G03_R0631,train
G03_R0632,train
G03_R0633,train
G03_R0634,train
G03_R0635,train
G03_R0636,train
G03_R0637,test
G03_R0638,train
G03_R0639,train
G03_R0640,train
G03_R0641,train
G03_R0642,test
G03_R0643,test
G03_R0644,train
G03_R0645,train
G03_R0646,test
G03_R0647,train
G03_R0648,train
G03_R0649,test
G03_R0650,test
G03_R0651,test
G03_R0652,train
G03_R0653,train
G03_R0654,train
G03_R0655,train
G03_R0656,train
G03_R0657,train
G03_R0658,train
G03_R0659,train
G03_R0660,test
G03_R0661,train
G03_R0662,train
G03_R0663,train
G03_R0664,train
G03_R0665,train
G03_R0666,train
G03_R0667,train
G03_R0668,train
G03_R0669,train
G03_R0670,train
G03_R0671,train
G03_R0672,train
G03_R0673,train
G03_R0674,train
G03_R0675,train
G03_R0676,train
G03_R0677,train
G03_R0678,train
G03_R0679,train
G03_R0680,test
G03_R0681,train
G03_R0682,test
G03_R0683,test
G03_R0684,train
G03_R0685,train
G03_R0686,train
G03_R0687,train
G03_R0688,train
G03_R0689,train
G03_R0690,train
G03_R0691,test
G03_R0692,test
G03_R0693,test
G03_R0694,train
G03_R0695,test
G03_R0696,train
G03_R0697,train
G03_R0698,train
G03_R0699,train
G03_R0700,train
G03_R0701,train
G03_R0702,train
G03_R0703,test
G03_R0704,train
G03_R0705,train
G03_R0706,train
G03_R0707,train
G03_R0708,train
G03_R0709,test
G03_R0710,train
G03_R0711,train
G03_R0712,train
G03_R0713,train
G03_R0714,train
G03_R0715,train
G03_R0716,train
G03_R0717,test
G03_R0718,train
G03_R0719,train
G03_R0720,train
G03_R0721,test
G03_R0722,train
G03_R0723,train
G03_R0724,train
G03_R0725,test
G03_R0726,train
G03_R0727,train
G03_R0728,train
G03_R0729,test
G03_R0730,train
G03_R0731,train
G03_R0732,test
G03_R0733,train
G03_R0734,train
G03_R0735,train
G03_R0736,train
G03_R0737,train
G03_R0738,train
G03_R0739,test
G03_R0740,train
G03_R0741,train
G03_R0742,test
G03_R0743,train
G03_R0744,train
G03_R0745,train
G03_R0746,train
G03_R0747,test
G03_R0748,test
G03_R0749,test
G03_R0750,test
G03_R0751,train
G03_R0752,test
G03_R0753,test
G03_R0754,train
G03_R0755,test
G03_R0756,train
G03_R0757,train
G03_R0758,train
G03_R0759,train
G03_R0760,test
G03_R0761,train
G03_R0762,train
G03_R0763,test
G03_R0764,train
G03_R0765,train
G03_R0766,train
G03_R0767,test
G03_R0768,train
G04_R0001,test
G04_R0002,test
G04_R0003,train
G04_R0004,train
G04_R0005,train
G04_R0006,test
G04_R0007,train
G04_R0008,test
G04_R0009,test
G04_R0010,test
G04_R0011,train
G04_R0012,train
G04_R0013,train
G04_R0014,train
G04_R0015,train
G04_R0016,test
G04_R0017,train
G04_R0018,test
G04_R0019,train
G04_R0020,train
G04_R0021,train
G04_R0022,train
G04_R0023,train
G04_R0024,train
G04_R0025,train
G04_R0026,test
G04_R0027,test
G04_R0028,test
G04_R0029,train
G04_R0030,train
G04_R0031,train
G04_R0032,train
G04_R0033,train
G04_R0034,train
G04_R0035,train
G04_R0036,train
G04_R0037,train
G04_R0038,train
G04_R0039,test
G04_R0040,train
G04_R0041,train
G04_R0042,train
G04_R0043,train
G04_R0044,test
G04_R0045,test
G04_R0046,train
G04_R0047,train
G04_R0048,test
G04_R0049,train
G04_R0050,train
G04_R0051,test
G04_R0052,train
G04_R0053,train
G04_R0054,train
G04_R0055,train
G04_R0056,train
G04_R0057,train
G04_R0058,train
G04_R0059,train
G04_R0060,train
G04_R0061,train
G04_R0062,train
G04_R0063,train
G04_R0064,train
G04_R0065,train
G04_R0066,test
G04_R0067,test
G04_R0068,train
G04_R0069,test
G04_R0070,train
G04_R0071,train
G04_R0072,train
G04_R0073,train
G04_R0074,test
G04_R0075,test
G04_R0076,train
G04_R0077,test
G04_R0078,train
G04_R0079,train
G04_R0080,train
G04_R0081,test
G04_R0082,train
G04_R0083,train
G04_R0084,test
G04_R0085,train
G04_R0086,train
G04_R0087,train
G04_R0088,train
G04_R0089,test
G04_R0090,train
G04_R0091,train
G04_R0092,train
G04_R0093,train
G04_R0094,train
G04_R0095,train
G04_R0096,train
G04_R0097,train
G04_R0098,train
G04_R0099,test
G04_R0100,train
G04_R0101,train
G04_R0102,train
G04_R0103,train
G04_R0104,train
G04_R0105,train
G04_R0106,test
G04_R0107,train
G04_R0108,train
G04_R0109,train
G04_R0110,train
G04_R0111,train
G04_R0112,train
G04_R0113,train
G04_R0114,train
G04_R0115,train
G04_R0116,train
G04_R0117,test
G04_R0118,train
G04_R0119,test
G04_R0120,test
G04_R0121,train
G04_R0122,train
G04_R0123,test
G04_R0124,train
G04_R0125,train
G04_R0126,train
G04_R0127,train
G04_R0128,train
G04_R0129,train
G04_R0130,train
G04_R0131,train
G04_R0132,train
G04_R0133,test
G04_R0134,test
G04_R0135,train
G04_R0136,train
G04_R0137,train
G04_R0138,test
G04_R0139,train
G04_R0140,train
G04_R0141,train
G04_R0142,train
G04_R0143,train
G04_R0144,test
G04_R0145,train
G04_R0146,train
G04_R0147,train
G04_R0148,train
G04_R0149,train
G04_R0150,train
G04_R0151,train
G04_R0152,train
G04_R0153,test
G04_R0154,test
G04_R0155,test
G04_R0156,train
G04_R0157,test
G04_R0158,train
G04_R0159,train
G04_R0160,test
G04_R0161,train
G04_R0162,train
G04_R0163,train
G04_R0164,train
G04_R0165,train
G04_R0166,train
G04_R0167,test
G04_R0168,train
G04_R0169,train
G04_R0170,train
G04_R0171,train
G04_R0172,train
G04_R0173,train
G04_R0174,train
G04_R0175,test
G04_R0176,train
G04_R0177,train
G04_R0178,train
G04_R0179,train
G04_R0180,train
G04_R0181,train
G04_R0182,train
G04_R0183,train
G04_R0184,train
G04_R0185,train
G04_R0186,train
G04_R0187,train
G04_R0188,train
G04_R0189,train
G04_R0190,train
G04_R0191,train
G04_R0192,train
G04_R0193,test
G04_R0194,train
G04_R0195,test
G04_R0196,train
G04_R0197,train
G04_R0198,train
G04_R0199,train
G04_R0200,train
G04_R0201,train
G04_R0202,test
G04_R0203,train
G04_R0204,train
G04_R0205,train
G04_R0206,train
G04_R0207,test
G04_R0208,train
G04_R0209,train
G04_R0210,train
G04_R0211,train
G04_R0212,train
G04_R0213,train
G04_R0214,train
G04_R0215,train
G04_R0216,test
G04_R0217,test
G04_R0218,test
G04_R0219,train
G04_R0220,train
G04_R0221,train
G04_R0222,test
G04_R0223,test
G04_R0224,train
G04_R0225,train
G04_R0226,train
G04_R0227,train
G04_R0228,test
G04_R0229,train
G04_R0230,train
G04_R0231,train
G04_R0232,train
G04_R0233,train
G04_R0234,train
G04_R0235,train
G04_R0236,train
G04_R0237,train
G04_R0238,train
G04_R0239,train
G04_R0240,train
G04_R0241,train
G04_R0242,train
G04_R0243,train
G04_R0244,test
G04_R0245,train
G04_R0246,train
G04_R0247,test
G04_R0248,train
G04_R0249,train
G04_R0250,train
G04_R0251,train
G04_R0252,train
G04_R0253,train
G04_R0254,train
G04_R0255,train
G04_R0256,train
G04_R0257,train
G04_R0258,train
G04_R0259,train
G04_R0260,train
G04_R0261,train
G04_R0262,train
G04_R0263,test
G04_R0264,test
G04_R0265,train
G04_R0266,train
G04_R0267,train
G04_R0268,train
G04_R0269,train
G04_R0270,train
G04_R0271,test
G04_R0272,train
G04_R0273,train
G04_R0274,train
G04_R0275,test
G04_R0276,train
G04_R0277,train
G04_R0278,train
G04_R0279,train
G04_R0280,train
G04_R0281,train
G04_R0282,train
G04_R0283,test
G04_R0284,train
G04_R0285,test
G04_R0286,train
G04_R0287,train
G04_R0288,test
G04_R0289,test
G04_R0290,train
G04_R0291,train
G04_R0292,train
G04_R0293,train
G04_R0294,train
G04_R0295,test
G04_R0296,train
G04_R0297,train
G04_R0298,train
G04_R0299,train
G04_R0300,train
G04_R0301,train
G04_R0302,test
G04_R0303,train
G04_R0304,train
G04_R0305,train
G04_R0306,train
G04_R0307,test
G04_R0308,train
G04_R0309,train
G04_R0310,train
G04_R0311,train
G04_R0312,train
G04_R0313,train
G04_R0314,train
G04_R0315,train
G04_R0316,train
G04_R0317,test
G04_R0318,train
G04_R0319,train
G04_R0320,test
G04_R0321,train
G04_R0322,train
G04_R0323,train
G04_R0324,test
G04_R0325,test
G04_R0326,train
G04_R0327,train
G04_R0328,test
G04_R0329,train
G04_R0330,train
G04_R0331,train
G04_R0332,train
G04_R0333,train
G04_R0334,train
G04_R0335,train
G04_R0336,train
G04_R0337,train
G04_R0338,train
G04_R0339,train
G04_R0340,train
G04_R0341,train
G04_R0342,train
G04_R0343,test
G04_R0344,train
G04_R0345,test
G04_R0346,train
G04_R0347,train
G04_R0348,test
G04_R0349,train
G04_R0350,test
G04_R0351,train
G04_R0352,test
G04_R0353,train
G04_R0354,train
G04_R0355,test
G04_R0356,train
G04_R0357,train
G04_R0358,train
G04_R0359,train
G04_R0360,train
G04_R0361,train
G04_R0362,test
G04_R0363,test
G04_R0364,train
G04_R0365,train
G04_R0366,test
G04_R0367,train
G04_R0368,train
G04_R0369,test
G04_R0370,test
G04_R0371,train
G04_R0372,train
G04_R0373,train
G04_R0374,train
G04_R0375,train
G04_R0376,train
G04_R0377,train
G04_R0378,train
G04_R0379,train
G04_R0380,train
G04_R0381,train
G04_R0382,test
G04_R0383,train
G04_R0384,train
G04_R0385,train
G04_R0386,train
G04_R0387,train
G04_R0388,train
G04_R0389,train
G04_R0390,train
G04_R0391,train
G04_R0392,train
G04_R0393,train
G04_R0394,train
G04_R0395,train
G04_R0396,train
G04_R0397,train
G04_R0398,train
G04_R0399,train
G04_R0400,train
G04_R0401,test
G04_R0402,train
G04_R0403,test
G04_R0404,train
G04_R0405,train
G04_R0406,train
G04_R0407,train
G04_R0408,train
G04_R0409,train
G04_R0410,train
G04_R0411,train
G04_R0412,train
G04_R0413,train
G04_R0414,train
G04_R0415,test
G04_R0416,train
G04_R0417,train
G04_R0418,train
G04_R0419,train
G04_R0420,train
G04_R0421,train
G04_R0422,train
G04_R0423,train
G04_R0424,train
G04_R0425,train
G04_R0426,train
G04_R0427,train
G04_R0428,train
G04_R0429,test
G04_R0430,train
G04_R0431,train
G04_R0432,train
G04_R0433,train
G04_R0434,train
G04_R0435,train
G04_R0436,train
G04_R0437,test
G04_R0438,train
G04_R0439,test
G04_R0440,train
G04_R0441,train
G04_R0442,train
G04_R0443,train
G04_R0444,train
G04_R0445,train
G04_R0446,train
G04_R0447,train
G04_R0448,test
G04_R0449,train
G04_R0450,test
G04_R0451,test
G04_R0452,train
G04_R0453,train
G04_R0454,train
G04_R0455,test
G04_R0456,train
G04_R0457,train
G04_R0458,train
G04_R0459,train
G04_R0460,train
G04_R0461,test
G04_R0462,test
G04_R0463,train
G04_R0464,test
G04_R0465,train
G04_R0466,train
G04_R0467,train
G04_R0468,train
G04_R0469,test
G04_R0470,train
G04_R0471,train
G04_R0472,train
G04_R0473,test
G04_R0474,train
G04_R0475,train
G04_R0476,train
G04_R0477,test
G04_R0478,train
G04_R0479,train
G04_R0480,train
G04_R0481,test
G04_R0482,train
G04_R0483,train
G04_R0484,train
G04_R0485,train
G04_R0486,train
G04_R0487,train
G04_R0488,train
G04_R0489,train
G04_R0490,train
G04_R0491,train
G04_R0492,train
G04_R0493,test
G04_R0494,train
G04_R0495,test
G04_R0496,train
G04_R0497,train
G04_R0498,train
G04_R0499,train
G04_R0500,test
G04_R0501,train
G04_R0502,test
G04_R0503,train
G04_R0504,train
G04_R0505,train
G04_R0506,train
G04_R0507,test
G04_R0508,train
G04_R0509,train
G04_R0510,train
G04_R0511,train
G04_R0512,train
G04_R0513,train
G04_R0514,train
G04_R0515,train
G04_R0516,train
G04_R0517,test
G04_R0518,train
G04_R0519,test
G04_R0520,train
G04_R0521,train
G04_R0522,train
G04_R0523,train
G04_R0524,train
G04_R0525,train
G04_R0526,test
G04_R0527,train
G04_R0528,train
G04_R0529,train
G04_R0530,train
G04_R0531,train
G04_R0532,test
G04_R0533,train
G04_R0534,train
G04_R0535,train
G04_R0536,train
G04_R0537,train
G04_R0538,train
G04_R0539,train
G04_R0540,train
G04_R0541,train
G04_R0542,train
G04_R0543,train
G04_R0544,train
G04_R0545,train
G04_R0546,train
G04_R0547,train
G04_R0548,train
G04_R0549,train
G04_R0550,train
G04_R0551,train
G04_R0552,train
G04_R0553,test
G04_R0554,test
G04_R0555,train
G04_R0556,train
G04_R0557,test
G04_R0558,train
G04_R0559,train
G04_R0560,train
G04_R0561,train
G04_R0562,train
G04_R0563,train
G04_R0564,train
G04_R0565,train
G04_R0566,train
G04_R0567,train
G04_R0568,train
G04_R0569,train
G04_R0570,train
G04_R0571,train
G04_R0572,test
G04_R0573,train
G04_R0574,train
G04_R0575,train
G04_R0576,train
G04_R0577,train
G04_R0578,test
G04_R0579,test
G04_R0580,train
G04_R0581,test
G04_R0582,train
G04_R0583,test
G04_R0584,train
G04_R0585,train
G04_R0586,test
G04_R0587,train
G04_R0588,train
G04_R0589,train
G04_R0590,train
G04_R0591,test
G04_R0592,train
G04_R0593,train
G04_R0594,test
G04_R0595,train
G04_R0596,train
G04_R0597,train
G04_R0598,train
G04_R0599,train
G04_R0600,train
G04_R0601,train
G04_R0602,train
G04_R0603,train
G04_R0604,train
G04_R0605,train
G04_R0606,train
G04_R0607,test
G04_R0608,train
G04_R0609,train
G04_R0610,train
G04_R0611,train
G04_R0612,test
G04_R0613,train
G04_R0614,train
G04_R0615,test
G04_R0616,train
G04_R0617,train
G04_R0618,train
G04_R0619,train
G04_R0620,train
G04_R0621,train
G04_R0622,test
G04_R0623,train
G04_R0624,train
G04_R0625,train
G04_R0626,train
G04_R0627,train
G04_R0628,train
G04_R0629,train
G04_R0630,train
G04_R0631,train
G04_R0632,train
G04_R0633,train
G04_R0634,train
G04_R0635,train
G04_R0636,train
G04_R0637,test
G04_R0638,train
G04_R0639,test
G04_R0640,train
G04_R0641,test
G04_R0642,train
G04_R0643,train
G04_R0644,train
G04_R0645,train
G04_R0646,train
G04_R0647,train
G04_R0648,train
G04_R0649,train
G04_R0650,train
G04_R0651,train
G04_R0652,train
G04_R0653,train
G04_R0654,train
G04_R0655,train
G04_R0656,train
G04_R0657,test
G04_R0658,train
G04_R0659,train
G04_R0660,train
G04_R0661,train
G04_R0662,train
G04_R0663,train
G04_R0664,train
G04_R0665,train
G04_R0666,train
G04_R0667,train
G04_R0668,train
G04_R0669,train
G04_R0670,train
G04_R0671,test
G04_R0672,train
G04_R0673,train
G04_R0674,test
G04_R0675,test
G04_R0676,test
G04_R0677,train
G04_R0678,train
G04_R0679,train
G04_R0680,train
G04_R0681,train
G04_R0682,train
G04_R0683,train
G04_R0684,train
G04_R0685,test
G04_R0686,test
G04_R0687,train
G04_R0688,train
G04_R0689,train
G04_R0690,train
G04_R0691,train
G04_R0692,train
G04_R0693,train
G04_R0694,test
G04_R0695,train
G04_R0696,train
G04_R0697,train
G04_R0698,train
G04_R0699,train
G04_R0700,train
G04_R0701,train
G04_R0702,train
G04_R0703,train
G04_R0704,train
G04_R0705,train
G04_R0706,train
G04_R0707,train
G04_R0708,train
G04_R0709,train
G04_R0710,train
G04_R0711,test
G04_R0712,test
G04_R0713,train
G04_R0714,test
G04_R0715,train
G04_R0716,train
G04_R0717,train
G04_R0718,train
G04_R0719,train
G04_R0720,train
G04_R0721,train
G04_R0722,test
G04_R0723,train
G04_R0724,train
G04_R0725,train
G04_R0726,train
G04_R0727,train
G04_R0728,train
G04_R0729,test
G04_R0730,train
G04_R0731,test
G04_R0732,test
G04_R0733,train
G04_R0734,train
G04_R0735,train
G04_R0736,train
G04_R0737,train
G04_R0738,test
G04_R0739,train
G04_R0740,test
G04_R0741,train
G04_R0742,train
G04_R0743,train
G04_R0744,train
G04_R0745,test
G04_R0746,train
G04_R0747,train
G04_R0748,train
G04_R0749,train
G04_R0750,train
G04_R0751,train
G04_R0752,train
G04_R0753,train
G04_R0754,train
G04_R0755,train
G04_R0756,train
G04_R0757,train
G04_R0758,train
G04_R0759,test
G04_R0760,test
G04_R0761,train
G04_R0762,train
G04_R0763,test
G04_R0764,train
G04_R0765,train
G04_R0766,train
G04_R0767,train
G04_R0768,train
G05_R0001,train
G05_R0002,train
G05_R0003,train
G05_R0004,test
G05_R0005,test
G05_R0006,train
G05_R0007,train
G05_R0008,train
G05_R0009,train
G05_R0010,train
G05_R0011,train
G05_R0012,test
G05_R0013,test
G05_R0014,test
G05_R0015,train
G05_R0016,train
G05_R0017,train
G05_R0018,train
G05_R0019,train
G05_R0020,train
G05_R0021,train
G05_R0022,test
G05_R0023,train
G05_R0024,train
G05_R0025,train
G05_R0026,train
G05_R0027,train
G05_R0028,train
G05_R0029,train
G05_R0030,train
G05_R0031,train
G05_R0032,train
G05_R0033,train
G05_R0034,train
G05_R0035,train
G05_R0036,train
